"","id","edad","genero","carrera","semestre","promedio","creditos","asistencia","estudio","videojuegos","deporte","dormir","trabajo","ingresos","condicion","modalidad","extra_escolar","seleccionado","transporte","traslado","internet","tutorias","beca","perfil_simulado"
"312","E0312",20,"Masculino","Industrial",4,73,140,80,6,35,4,6,14,8754,"Alta","Hibrida","Arte","NO","Auto",6,"Bueno","SI","NO","Jugador_digital"
"313","E0313",24,"Masculino","Sistemas",5,97,187,86,14,0,4,7,7,18212,"Alta","Presencial","Cultural","SI","Publico",12,"Regular","NO","NO","Alto_desempeno_integral"
"314","E0314",20,"Femenino","Administracion",6,60,191,84,7,25,0,6,5,32998,"Media","Presencial","Deporte","NO","Publico",35,"Regular","SI","NO","Jugador_digital"
"315","E0315",24,"Femenino","Civil",8,90,318,88,17,3,10,6,4,16320,"Media","Hibrida","Arte","NO","Auto",42,"Bueno","SI","NO","Alto_desempeno_integral"
"316","E0316",23,"Masculino","Mecatronica",5,94,182,89,21,8,9,6,22,24762,"Media","Hibrida","Ninguna","NO","Auto",27,"Bueno","SI","NO","Alto_desempeno_integral"
"317","E0317",18,"Femenino","Sistemas",1,74,43,83,6,16,1,6,3,16844,"Media","Presencial","Ninguna","NO","Auto",55,"Regular","SI","SI","Jugador_digital"
"318","E0318",23,"Femenino","Administracion",6,84,208,98,15,4,4,6,9,19524,"Alta","Presencial","Deporte","NO","Auto",35,"Bueno","NO","SI","Alto_desempeno_integral"
"319","E0319",24,"Masculino","Sistemas",6,75,221,93,7,2,2,8,3,24849,"Media","Presencial","Ninguna","NO","Bicicleta",27,"Bueno","NO","NO","Academico_moderado"
"320","E0320",21,"Masculino","Sistemas",4,69,154,87,8,20,4,5,0,15901,"Baja","Virtual","Arte","NO","Caminando",43,"Bueno","SI","SI","Jugador_digital"
"321","E0321",18,"Masculino","Industrial",4,70,153,68,5,2,0,6,24,20430,"Media","Presencial","Ninguna","NO","Publico",5,"Limitado","SI","NO","Trabaja_y_estudia"
"322","E0322",18,"Masculino","Administracion",5,76,175,80,14,7,8,7,6,15639,"Media","Presencial","Ninguna","NO","Publico",24,"Regular","NO","NO","Academico_moderado"
"323","E0323",23,"Femenino","Mecatronica",3,95,126,89,18,2,8,7,6,29909,"Baja","Virtual","Voluntariado","SI","Publico",5,"Bueno","SI","NO","Alto_desempeno_integral"
"324","E0324",18,"Femenino","Administracion",5,91,191,100,14,8,8,8,8,18852,"Media","Presencial","Ninguna","NO","Caminando",40,"Bueno","SI","NO","Alto_desempeno_integral"
"325","E0325",26,"Masculino","Civil",5,69,184,72,5,9,5,6,36,24512,"Media","Presencial","Ninguna","NO","Caminando",13,"Bueno","SI","NO","Trabaja_y_estudia"
"326","E0326",22,"Femenino","Administracion",6,83,217,85,9,8,5,6,2,19114,"Media","Presencial","Voluntariado","NO","Auto",50,"Bueno","NO","SI","Academico_moderado"
"327","E0327",19,"Masculino","Sistemas",4,76,153,69,8,9,3,7,39,16736,"Media","Hibrida","Ninguna","NO","Publico",32,"Bueno","SI","NO","Trabaja_y_estudia"
"328","E0328",18,"Masculino","Electronica",8,66,319,90,6,17,2,6,0,11486,"Baja","Presencial","Ninguna","NO","Auto",52,"Bueno","NO","SI","Jugador_digital"
"329","E0329",20,"No especifica","Electronica",1,81,5,70,8,7,4,7,34,19349,"Media","Virtual","Ninguna","NO","Bicicleta",53,"Bueno","NO","NO","Trabaja_y_estudia"
"330","E0330",21,"Masculino","Mecatronica",1,72,48,83,9,8,6,7,7,12094,"Alta","Presencial","Deporte","SI","Publico",55,"Bueno","NO","NO","Academico_moderado"
"331","E0331",20,"Masculino","Civil",7,83,245,82,9,2,4,5,38,28023,"Baja","Presencial","Arte","NO","Auto",25,"Bueno","SI","NO","Trabaja_y_estudia"
"332","E0332",21,"Femenino","Sistemas",4,55,157,68,8,20,0,5,28,16489,"Alta","Presencial","Deporte","NO","Auto",57,"Regular","NO","SI","Riesgo_academico"
"333","E0333",25,"Femenino","Sistemas",4,77,149,77,10,7,2,8,8,12510,"Baja","Presencial","Ninguna","NO","Publico",29,"Bueno","SI","SI","Jugador_digital"
"334","E0334",20,"Femenino","Administracion",5,65,152,68,3,10,0,7,24,5672,"Media","Hibrida","Ninguna","NO","Publico",32,"Regular","SI","NO","Riesgo_academico"
"335","E0335",24,"Femenino","Industrial",7,76,268,89,10,4,7,6,13,16985,"Baja","Hibrida","Voluntariado","NO","Bicicleta",49,"Bueno","NO","NO","Academico_moderado"
"336","E0336",23,"Masculino","Civil",2,76,53,84,10,6,6,8,20,15545,"Media","Presencial","Ninguna","SI","Auto",40,"Regular","NO","NO","Trabaja_y_estudia"
"337","E0337",24,"Masculino","Administracion",6,92,209,89,18,0,4,6,7,28499,"Media","Presencial","Deporte","SI","Publico",28,"Bueno","NO","NO","Alto_desempeno_integral"
"338","E0338",22,"Masculino","Sistemas",4,70,128,64,4,21,1,6,8,10426,"Baja","Presencial","Ninguna","NO","Auto",24,"Regular","SI","SI","Riesgo_academico"
"339","E0339",23,"Femenino","Sistemas",3,87,86,92,11,4,7,4,13,24790,"Baja","Presencial","Ninguna","NO","Auto",33,"Regular","SI","NO","Academico_moderado"
"340","E0340",21,"Femenino","Administracion",9,88,338,93,11,7,12,7,0,27640,"Alta","Hibrida","Voluntariado","NO","Publico",41,"Bueno","NO","NO","Alto_desempeno_integral"
"341","E0341",21,"Femenino","Sistemas",4,84,185,95,15,4,7,7,6,18099,"Alta","Presencial","Deporte","NO","Publico",53,"Regular","NO","SI","Alto_desempeno_integral"
"342","E0342",21,"Masculino","Electronica",8,74,276,70,10,26,0,7,1,19963,"Baja","Hibrida","Ninguna","NO","Auto",56,"Regular","NO","NO","Jugador_digital"
"343","E0343",18,"Masculino","Sistemas",6,80,247,75,4,9,6,6,6,15437,"Alta","Presencial","Ninguna","NO","Auto",42,"Bueno","SI","NO","Trabaja_y_estudia"
"344","E0344",21,"Masculino","Administracion",9,54,335,63,2,8,2,4,19,8678,"Media","Virtual","Voluntariado","SI","Caminando",24,"Regular","SI","NO","Riesgo_academico"
"345","E0345",21,"Femenino","Administracion",7,72,243,74,2,23,3,6,0,12843,"Baja","Virtual","Ninguna","SI","Publico",5,"Bueno","SI","SI","Jugador_digital"
"346","E0346",18,"Femenino","Administracion",7,79,246,84,7,10,0,7,0,17913,"Baja","Presencial","Ninguna","NO","Publico",80,"Regular","SI","SI","Academico_moderado"
"347","E0347",23,"Femenino","Administracion",6,75,226,83,10,6,7,7,17,21019,"Baja","Presencial","Voluntariado","NO","Publico",42,"Bueno","NO","NO","Academico_moderado"
"348","E0348",22,"No especifica","Electronica",1,80,9,97,18,10,7,6,8,36542,"Baja","Presencial","Deporte","SI","Auto",17,"Bueno","NO","SI","Alto_desempeno_integral"
"349","E0349",22,"Femenino","Sistemas",4,67,141,58,3,10,3,7,12,5996,"Media","Virtual","Ninguna","NO","Publico",13,"Bueno","SI","NO","Riesgo_academico"
"350","E0350",25,"Masculino","Industrial",3,80,138,80,7,8,0,6,18,15019,"Media","Presencial","Arte","NO","Caminando",48,"Limitado","NO","NO","Academico_moderado"
"351","E0351",22,"Femenino","Sistemas",4,89,143,98,17,4,9,8,5,27036,"Media","Virtual","Ninguna","SI","Publico",26,"Bueno","NO","SI","Alto_desempeno_integral"
"352","E0352",21,"Masculino","Administracion",5,86,199,90,13,5,2,6,10,18721,"Media","Hibrida","Ninguna","NO","Publico",26,"Bueno","SI","SI","Alto_desempeno_integral"
"353","E0353",22,"Femenino","Sistemas",8,78,312,82,14,7,0,7,8,18618,"Media","Presencial","Voluntariado","NO","Publico",34,"Regular","SI","SI","Academico_moderado"
"354","E0354",23,"Femenino","Administracion",4,84,153,88,9,15,2,7,17,24570,"Media","Presencial","Arte","NO","Auto",17,"Regular","SI","SI","Academico_moderado"
"355","E0355",22,"Masculino","Civil",4,72,169,76,4,20,1,6,0,15377,"Alta","Hibrida","Ninguna","NO","Caminando",39,"Regular","SI","NO","Jugador_digital"
"356","E0356",20,"Femenino","Sistemas",6,63,219,81,5,16,0,7,3,26106,"Media","Presencial","Ninguna","NO","Auto",12,"Regular","NO","NO","Jugador_digital"
"357","E0357",26,"Masculino","Mecatronica",3,75,101,87,13,4,4,6,16,26026,"Media","Presencial","Deporte","SI","Caminando",8,"Regular","NO","NO","Academico_moderado"
"358","E0358",23,"Femenino","Sistemas",4,78,142,77,15,7,3,8,29,16370,"Baja","Presencial","Voluntariado","NO","Caminando",23,"Limitado","SI","SI","Trabaja_y_estudia"
"359","E0359",24,"Femenino","Sistemas",2,78,57,82,14,8,6,6,1,19942,"Baja","Hibrida","Ninguna","NO","Publico",34,"Limitado","NO","NO","Academico_moderado"
"360","E0360",18,"Masculino","Industrial",1,79,35,84,9,2,3,7,22,14097,"Baja","Presencial","Ninguna","NO","Auto",35,"Bueno","SI","SI","Trabaja_y_estudia"
"361","E0361",22,"Femenino","Civil",2,74,31,89,5,3,5,6,17,18359,"Media","Presencial","Deporte","NO","Publico",34,"Bueno","SI","NO","Academico_moderado"
"362","E0362",18,"Masculino","Sistemas",9,86,345,88,10,11,8,6,4,15807,"Alta","Presencial","Voluntariado","SI","Publico",29,"Bueno","SI","NO","Academico_moderado"
"363","E0363",20,"Masculino","Civil",5,85,179,86,16,3,2,8,0,24681,"Alta","Presencial","Ninguna","NO","Publico",41,"Bueno","NO","NO","Alto_desempeno_integral"
"364","E0364",20,"Femenino","Sistemas",10,74,348,76,15,7,3,7,13,24628,"Media","Presencial","Voluntariado","NO","Caminando",29,"Bueno","NO","NO","Academico_moderado"
"365","E0365",24,"Masculino","Administracion",6,73,232,90,7,10,7,5,7,22738,"Media","Hibrida","Ninguna","NO","Caminando",62,"Regular","SI","SI","Academico_moderado"
"366","E0366",19,"Femenino","Sistemas",4,78,145,79,12,10,2,6,8,26119,"Alta","Presencial","Deporte","SI","Publico",33,"Regular","NO","NO","Academico_moderado"
"367","E0367",19,"Femenino","Sistemas",9,96,335,98,18,4,8,8,8,19694,"Media","Presencial","Ninguna","SI","Caminando",63,"Bueno","NO","NO","Alto_desempeno_integral"
"368","E0368",23,"Masculino","Electronica",5,81,193,88,4,14,3,6,20,11991,"Alta","Presencial","Ninguna","NO","Publico",44,"Bueno","NO","SI","Academico_moderado"
"369","E0369",22,"Masculino","Industrial",3,74,97,86,16,5,1,7,2,26949,"Media","Presencial","Deporte","NO","Caminando",33,"Bueno","NO","NO","Academico_moderado"
"370","E0370",22,"Femenino","Administracion",8,67,322,77,6,7,1,7,22,8463,"Media","Presencial","Ninguna","NO","Bicicleta",23,"Regular","NO","NO","Riesgo_academico"
"371","E0371",24,"Femenino","Civil",4,75,159,74,10,7,0,7,30,18535,"Alta","Hibrida","Ninguna","NO","Caminando",49,"Regular","NO","SI","Trabaja_y_estudia"
"372","E0372",19,"Masculino","Sistemas",2,79,89,88,9,15,2,6,14,3000,"Baja","Hibrida","Ninguna","NO","Publico",21,"Regular","SI","SI","Jugador_digital"
"373","E0373",18,"Masculino","Sistemas",6,80,208,92,15,6,12,6,0,23389,"Alta","Presencial","Ninguna","NO","Publico",56,"Bueno","NO","SI","Alto_desempeno_integral"
"374","E0374",21,"Femenino","Civil",5,79,198,69,9,23,2,6,0,3000,"Media","Hibrida","Ninguna","NO","Publico",14,"Bueno","SI","SI","Jugador_digital"
"375","E0375",21,"Masculino","Administracion",7,89,253,90,20,3,8,8,8,23245,"Media","Hibrida","Deporte","SI","Publico",21,"Bueno","NO","NO","Alto_desempeno_integral"
"376","E0376",19,"Femenino","Civil",4,66,165,44,8,15,2,7,32,12529,"Media","Presencial","Ninguna","NO","Auto",25,"Regular","SI","NO","Riesgo_academico"
"377","E0377",19,"Masculino","Civil",6,72,207,76,8,9,0,6,8,26738,"Media","Virtual","Cultural","NO","Auto",54,"Bueno","NO","SI","Academico_moderado"
"378","E0378",21,"Masculino","Industrial",10,84,380,86,6,6,6,7,12,12452,"Media","Hibrida","Ninguna","NO","Auto",5,"Bueno","SI","NO","Trabaja_y_estudia"
"379","E0379",19,"Femenino","Industrial",5,82,207,90,9,10,6,6,4,15507,"Media","Presencial","Voluntariado","SI","Caminando",59,"Bueno","SI","NO","Academico_moderado"
"380","E0380",22,"Femenino","Mecatronica",3,75,135,86,11,14,6,7,5,24774,"Media","Presencial","Deporte","SI","Auto",51,"Bueno","NO","SI","Academico_moderado"
"381","E0381",24,"Masculino","Civil",7,68,262,88,8,2,1,7,5,12120,"Media","Presencial","Voluntariado","NO","Publico",38,"Bueno","SI","SI","Academico_moderado"
"382","E0382",24,"Femenino","Sistemas",7,59,261,56,5,20,1,5,13,8590,"Media","Presencial","Ninguna","NO","Publico",34,"Regular","SI","SI","Riesgo_academico"
"383","E0383",24,"Masculino","Civil",5,73,182,80,5,2,6,5,19,12450,"Media","Presencial","Arte","NO","Publico",51,"Bueno","NO","SI","Trabaja_y_estudia"
"384","E0384",26,"Femenino","Industrial",5,75,204,90,0,7,3,6,29,15335,"Media","Presencial","Ninguna","SI","Bicicleta",31,"Bueno","NO","SI","Trabaja_y_estudia"
"385","E0385",18,"Femenino","Industrial",4,71,137,79,10,16,3,6,4,26095,"Media","Presencial","Ninguna","NO","Publico",39,"Bueno","NO","NO","Jugador_digital"
"386","E0386",23,"Femenino","Mecatronica",6,74,244,89,14,9,2,8,8,24338,"Media","Virtual","Cultural","NO","Bicicleta",39,"Bueno","NO","NO","Academico_moderado"
"387","E0387",24,"Femenino","Administracion",7,73,272,84,6,12,1,8,1,12762,"Media","Presencial","Ninguna","NO","Caminando",56,"Bueno","NO","SI","Academico_moderado"
"388","E0388",23,"Femenino","Civil",5,77,205,74,10,8,6,5,33,3000,"Media","Virtual","Ninguna","SI","Caminando",19,"Bueno","SI","NO","Trabaja_y_estudia"
"389","E0389",23,"Masculino","Sistemas",8,75,299,75,3,21,2,5,27,7857,"Media","Presencial","Ninguna","NO","Publico",9,"Regular","SI","NO","Riesgo_academico"
"390","E0390",22,"Femenino","Civil",4,73,142,81,12,5,2,5,37,3143,"Baja","Virtual","Ninguna","NO","Publico",12,"Bueno","NO","SI","Trabaja_y_estudia"
"391","E0391",22,"Masculino","Industrial",6,90,235,83,6,5,5,5,26,17618,"Baja","Virtual","Ninguna","NO","Publico",57,"Regular","SI","NO","Trabaja_y_estudia"
"392","E0392",24,"Masculino","Industrial",5,63,173,88,4,16,1,4,1,17505,"Baja","Hibrida","Ninguna","NO","Publico",37,"Bueno","SI","SI","Jugador_digital"
"393","E0393",24,"Femenino","Sistemas",4,91,128,95,8,7,8,7,7,34689,"Baja","Hibrida","Voluntariado","SI","Publico",25,"Bueno","NO","NO","Alto_desempeno_integral"
"394","E0394",18,"Masculino","Industrial",3,79,98,78,4,19,0,6,11,23388,"Media","Presencial","Ninguna","NO","Caminando",26,"Bueno","SI","SI","Jugador_digital"
"395","E0395",22,"Masculino","Sistemas",5,69,203,88,8,20,2,6,11,24573,"Media","Hibrida","Ninguna","NO","Bicicleta",7,"Regular","NO","NO","Jugador_digital"
"396","E0396",23,"Masculino","Electronica",4,84,124,97,22,2,4,8,2,9716,"Alta","Presencial","Ninguna","NO","Publico",22,"Regular","NO","SI","Alto_desempeno_integral"
"397","E0397",20,"Femenino","Civil",4,65,161,78,7,15,2,7,7,20276,"Alta","Presencial","Ninguna","SI","Publico",48,"Bueno","SI","NO","Jugador_digital"
"398","E0398",21,"Femenino","Sistemas",7,82,245,91,12,6,7,6,9,15820,"Media","Presencial","Ninguna","SI","Publico",47,"Regular","NO","NO","Academico_moderado"
"399","E0399",22,"Masculino","Sistemas",4,68,178,64,6,10,0,4,12,12901,"Media","Hibrida","Ninguna","NO","Auto",12,"Limitado","NO","SI","Riesgo_academico"
"400","E0400",22,"Masculino","Sistemas",5,55,202,72,3,11,3,6,12,11532,"Media","Presencial","Voluntariado","NO","Auto",24,"Regular","SI","SI","Riesgo_academico"
"401","E0401",22,"Masculino","Sistemas",5,67,196,74,5,16,1,6,7,16280,"Media","Presencial","Ninguna","SI","Publico",5,"Limitado","SI","SI","Riesgo_academico"
"402","E0402",20,"No especifica","Sistemas",5,78,174,82,8,25,4,6,2,29536,"Media","Hibrida","Ninguna","NO","Publico",41,"Bueno","NO","SI","Jugador_digital"
"403","E0403",19,"Masculino","Administracion",4,83,126,88,9,6,3,7,28,21308,"Media","Presencial","Ninguna","NO","Publico",31,"Regular","NO","SI","Trabaja_y_estudia"
"404","E0404",21,"Masculino","Civil",1,59,40,68,4,15,0,6,13,3000,"Baja","Hibrida","Ninguna","NO","Auto",46,"Bueno","SI","NO","Riesgo_academico"
"405","E0405",20,"Femenino","Mecatronica",3,72,121,74,10,29,0,5,0,16188,"Media","Presencial","Ninguna","NO","Publico",41,"Bueno","NO","NO","Jugador_digital"
"406","E0406",20,"Masculino","Mecatronica",6,88,204,91,19,7,11,8,0,26340,"Media","Presencial","Voluntariado","NO","Publico",7,"Bueno","SI","NO","Alto_desempeno_integral"
"407","E0407",22,"Masculino","Civil",3,68,105,96,7,6,5,7,3,12491,"Media","Hibrida","Deporte","NO","Bicicleta",37,"Regular","NO","SI","Academico_moderado"
"408","E0408",18,"Masculino","Sistemas",7,78,271,89,12,10,2,5,6,18805,"Media","Hibrida","Deporte","NO","Auto",61,"Bueno","NO","NO","Academico_moderado"
"409","E0409",21,"Masculino","Mecatronica",6,81,235,82,19,9,7,7,0,11854,"Baja","Hibrida","Deporte","SI","Publico",58,"Bueno","NO","SI","Academico_moderado"
"410","E0410",19,"Femenino","Sistemas",3,81,79,66,8,7,2,8,21,23441,"Media","Hibrida","Ninguna","NO","Publico",20,"Regular","NO","NO","Trabaja_y_estudia"
"411","E0411",21,"Masculino","Sistemas",5,73,192,83,7,0,3,7,35,3725,"Baja","Hibrida","Arte","NO","Caminando",40,"Bueno","NO","SI","Trabaja_y_estudia"
"412","E0412",22,"Femenino","Sistemas",4,79,161,82,11,25,0,6,0,12159,"Baja","Presencial","Ninguna","NO","Auto",21,"Bueno","SI","SI","Jugador_digital"
"413","E0413",23,"Masculino","Industrial",5,94,155,88,16,7,8,6,3,30885,"Media","Hibrida","Deporte","SI","Auto",45,"Regular","SI","SI","Alto_desempeno_integral"
"414","E0414",22,"Masculino","Sistemas",5,81,190,73,8,5,7,7,49,13402,"Media","Hibrida","Ninguna","SI","Auto",39,"Limitado","NO","NO","Trabaja_y_estudia"
"415","E0415",23,"Femenino","Mecatronica",6,78,225,75,8,18,2,7,10,20533,"Media","Presencial","Ninguna","NO","Publico",9,"Bueno","SI","NO","Jugador_digital"
"416","E0416",18,"Masculino","Administracion",5,78,153,90,8,11,4,7,0,3942,"Alta","Presencial","Ninguna","NO","Auto",14,"Regular","NO","NO","Jugador_digital"
"417","E0417",18,"Masculino","Industrial",6,92,246,99,19,6,10,8,0,35019,"Alta","Hibrida","Cultural","SI","Publico",24,"Bueno","NO","NO","Alto_desempeno_integral"
"418","E0418",18,"Femenino","Administracion",6,65,254,64,3,8,4,5,22,15212,"Media","Presencial","Ninguna","SI","Auto",13,"Bueno","NO","NO","Riesgo_academico"
"419","E0419",20,"Femenino","Mecatronica",4,62,148,73,2,6,2,8,13,5744,"Baja","Presencial","Ninguna","NO","Caminando",19,"Regular","NO","SI","Riesgo_academico"
"420","E0420",20,"Masculino","Sistemas",6,100,218,100,21,6,5,7,11,17630,"Alta","Presencial","Ninguna","SI","Caminando",42,"Bueno","NO","NO","Alto_desempeno_integral"
"421","E0421",26,"Femenino","Electronica",3,82,106,82,9,8,4,7,14,18388,"Alta","Hibrida","Ninguna","SI","Publico",29,"Bueno","SI","NO","Academico_moderado"
"422","E0422",21,"Masculino","Sistemas",5,87,178,80,9,18,5,8,23,17995,"Baja","Presencial","Voluntariado","NO","Auto",51,"Regular","SI","NO","Academico_moderado"
"423","E0423",21,"Masculino","Industrial",3,89,119,68,12,6,2,6,26,11584,"Media","Virtual","Ninguna","NO","Caminando",57,"Bueno","SI","SI","Trabaja_y_estudia"
"424","E0424",21,"Femenino","Sistemas",4,65,152,59,4,12,2,8,0,5583,"Media","Presencial","Ninguna","NO","Publico",76,"Bueno","NO","SI","Riesgo_academico"
"425","E0425",25,"Femenino","Administracion",3,90,118,96,15,3,6,7,2,20526,"Media","Presencial","Arte","NO","Bicicleta",41,"Limitado","SI","NO","Alto_desempeno_integral"
"426","E0426",22,"Femenino","Industrial",4,81,122,81,14,11,0,7,7,13567,"Media","Hibrida","Ninguna","NO","Auto",47,"Bueno","NO","SI","Academico_moderado"
"427","E0427",18,"Femenino","Industrial",6,89,234,100,14,7,6,7,0,22401,"Media","Presencial","Deporte","SI","Publico",46,"Bueno","SI","NO","Alto_desempeno_integral"
"428","E0428",22,"Femenino","Administracion",6,78,226,78,11,7,2,5,0,22971,"Baja","Presencial","Ninguna","NO","Publico",41,"Bueno","SI","NO","Academico_moderado"
"429","E0429",21,"Masculino","Industrial",5,74,182,83,7,8,4,7,12,17035,"Media","Hibrida","Cultural","NO","Caminando",41,"Regular","NO","SI","Academico_moderado"
"430","E0430",18,"Masculino","Administracion",4,76,134,84,9,5,0,6,20,9701,"Alta","Presencial","Ninguna","NO","Caminando",38,"Bueno","NO","NO","Academico_moderado"
"431","E0431",22,"Masculino","Administracion",2,80,74,78,9,6,2,6,26,18477,"Media","Presencial","Ninguna","NO","Publico",27,"Regular","NO","NO","Trabaja_y_estudia"
"432","E0432",21,"Masculino","Industrial",9,70,325,85,8,26,3,8,0,23345,"Media","Presencial","Ninguna","NO","Auto",35,"Bueno","NO","NO","Jugador_digital"
"433","E0433",23,"Masculino","Sistemas",6,89,205,94,21,5,3,7,1,20536,"Media","Virtual","Arte","NO","Publico",38,"Regular","NO","SI","Alto_desempeno_integral"
"434","E0434",21,"Masculino","Sistemas",4,86,157,93,26,7,8,8,0,25964,"Media","Presencial","Ninguna","SI","Bicicleta",24,"Regular","NO","SI","Alto_desempeno_integral"
"435","E0435",26,"Masculino","Sistemas",3,64,133,82,8,19,4,7,0,13075,"Baja","Presencial","Ninguna","NO","Publico",48,"Bueno","SI","NO","Jugador_digital"
"436","E0436",24,"Femenino","Industrial",7,66,272,77,12,4,1,6,37,14059,"Baja","Virtual","Ninguna","NO","Auto",5,"Regular","NO","NO","Trabaja_y_estudia"
"437","E0437",22,"No especifica","Industrial",6,75,193,80,13,11,3,7,9,14503,"Media","Presencial","Ninguna","NO","Publico",34,"Bueno","NO","SI","Academico_moderado"
"438","E0438",20,"Masculino","Industrial",7,68,263,73,11,5,4,8,25,3000,"Baja","Hibrida","Ninguna","NO","Auto",48,"Regular","SI","SI","Trabaja_y_estudia"
"439","E0439",22,"Femenino","Administracion",6,61,198,74,1,29,1,6,14,24631,"Media","Hibrida","Ninguna","NO","Publico",82,"Bueno","SI","NO","Jugador_digital"
"440","E0440",24,"Masculino","Industrial",3,79,116,83,8,6,6,7,10,6295,"Media","Presencial","Ninguna","NO","Auto",32,"Bueno","NO","NO","Academico_moderado"
"441","E0441",22,"Masculino","Sistemas",7,76,246,81,10,9,3,6,31,17278,"Baja","Hibrida","Ninguna","NO","Auto",65,"Bueno","NO","NO","Trabaja_y_estudia"
"442","E0442",23,"Masculino","Mecatronica",1,72,26,90,13,30,1,6,6,25057,"Baja","Hibrida","Ninguna","NO","Caminando",27,"Bueno","NO","NO","Jugador_digital"
"443","E0443",21,"Masculino","Industrial",8,69,290,68,4,12,2,4,28,10122,"Media","Presencial","Deporte","NO","Publico",33,"Regular","NO","NO","Riesgo_academico"
"444","E0444",22,"Femenino","Sistemas",3,67,89,74,8,14,3,6,9,22467,"Media","Presencial","Deporte","NO","Publico",48,"Bueno","SI","SI","Jugador_digital"
"445","E0445",21,"Femenino","Industrial",8,77,308,79,12,11,0,7,0,19818,"Media","Virtual","Deporte","NO","Caminando",37,"Bueno","NO","SI","Academico_moderado"
"446","E0446",23,"Masculino","Sistemas",5,91,163,98,16,2,11,8,3,11795,"Media","Virtual","Voluntariado","SI","Publico",60,"Bueno","NO","SI","Alto_desempeno_integral"
"447","E0447",23,"Masculino","Administracion",5,94,178,99,16,6,11,7,6,17008,"Media","Hibrida","Deporte","SI","Publico",41,"Bueno","NO","NO","Alto_desempeno_integral"
"448","E0448",20,"Masculino","Electronica",3,62,91,64,3,5,0,7,25,11490,"Media","Hibrida","Ninguna","NO","Caminando",27,"Regular","SI","NO","Riesgo_academico"
"449","E0449",22,"Masculino","Sistemas",3,68,145,62,4,24,3,6,14,11091,"Baja","Presencial","Ninguna","SI","Auto",41,"Regular","NO","NO","Riesgo_academico"
"450","E0450",18,"Femenino","Administracion",5,65,200,60,2,13,2,5,3,19406,"Baja","Hibrida","Ninguna","NO","Auto",19,"Regular","SI","SI","Riesgo_academico"
"451","E0451",24,"Masculino","Sistemas",4,93,165,89,16,2,8,8,0,46869,"Media","Presencial","Ninguna","SI","Publico",15,"Regular","NO","NO","Alto_desempeno_integral"
"452","E0452",18,"Masculino","Civil",6,72,232,84,4,11,1,7,8,18717,"Baja","Presencial","Ninguna","NO","Auto",39,"Bueno","SI","NO","Jugador_digital"
"453","E0453",20,"Masculino","Administracion",4,83,164,77,12,2,2,6,11,18973,"Media","Hibrida","Voluntariado","NO","Bicicleta",56,"Bueno","NO","NO","Trabaja_y_estudia"
"454","E0454",18,"Femenino","Administracion",3,86,97,67,4,0,0,6,28,15727,"Media","Hibrida","Ninguna","NO","Publico",35,"Bueno","NO","SI","Trabaja_y_estudia"
"455","E0455",22,"Masculino","Mecatronica",3,73,138,93,7,0,5,8,11,28543,"Baja","Presencial","Cultural","NO","Publico",44,"Regular","SI","NO","Academico_moderado"
"456","E0456",19,"Femenino","Electronica",4,78,158,93,15,4,4,8,12,13539,"Media","Presencial","Arte","NO","Auto",41,"Regular","SI","NO","Alto_desempeno_integral"
"457","E0457",21,"Femenino","Civil",3,77,107,88,12,23,1,6,4,11189,"Media","Hibrida","Ninguna","NO","Auto",71,"Bueno","NO","NO","Jugador_digital"
"458","E0458",21,"Masculino","Mecatronica",3,75,117,81,8,23,0,5,8,17495,"Media","Presencial","Ninguna","NO","Publico",45,"Regular","NO","NO","Jugador_digital"
"459","E0459",20,"Masculino","Sistemas",5,63,218,62,1,18,0,6,12,7383,"Baja","Presencial","Deporte","SI","Auto",45,"Bueno","SI","NO","Riesgo_academico"
"460","E0460",21,"Femenino","Sistemas",7,82,253,82,5,4,2,6,39,9105,"Baja","Presencial","Cultural","SI","Auto",76,"Regular","NO","NO","Trabaja_y_estudia"
"461","E0461",25,"Masculino","Administracion",7,85,255,76,10,7,2,7,23,24280,"Media","Presencial","Ninguna","NO","Auto",5,"Limitado","SI","NO","Academico_moderado"
"462","E0462",20,"Masculino","Sistemas",4,82,169,78,4,9,2,6,26,8530,"Media","Presencial","Ninguna","NO","Publico",66,"Bueno","SI","SI","Trabaja_y_estudia"
"463","E0463",24,"Masculino","Electronica",4,79,156,78,5,20,1,7,7,19548,"Baja","Presencial","Ninguna","SI","Auto",39,"Bueno","NO","NO","Jugador_digital"
"464","E0464",26,"Femenino","Sistemas",3,93,107,91,15,1,4,7,3,31606,"Media","Hibrida","Deporte","NO","Auto",10,"Bueno","NO","SI","Alto_desempeno_integral"
"465","E0465",22,"Masculino","Sistemas",6,84,201,79,7,17,0,7,10,4435,"Media","Virtual","Cultural","NO","Publico",44,"Bueno","NO","NO","Academico_moderado"
"466","E0466",20,"Femenino","Sistemas",6,79,221,94,7,10,5,5,14,24683,"Baja","Virtual","Ninguna","NO","Caminando",51,"Limitado","SI","SI","Academico_moderado"
"467","E0467",20,"Masculino","Administracion",3,75,131,80,9,5,6,7,3,28653,"Alta","Presencial","Voluntariado","SI","Publico",47,"Bueno","SI","SI","Academico_moderado"
