edad,salud,sueno,estres,ingreso,familia,amigos,recreacion,promedio,estudio,autoestima,optimismo,felicidad
22,3,6,5,9224,9,4,2,77,14,4,7,0
27,2,5,4,1526,8,11,7,100,29,7,7,1
19,5,5,10,6091,3,13,21,80,13,4,5,0
20,7,9,4,5932,5,2,9,96,34,9,3,1
24,7,2,3,9627,8,10,16,82,34,6,7,1
25,7,7,8,1453,9,0,24,86,10,3,10,1
22,4,10,9,7113,3,9,1,85,13,7,1,0
25,9,8,1,2387,1,8,20,66,26,10,2,1
22,10,8,6,1997,2,1,22,73,38,3,9,1
29,8,3,4,11480,3,9,20,79,5,8,10,1
29,4,2,2,1000,3,3,16,66,20,4,2,0
25,1,9,8,7401,1,3,9,85,35,3,4,0
26,5,10,8,11783,10,3,13,69,6,3,3,0
29,4,3,9,9956,4,15,15,78,23,2,10,1
25,6,5,7,7321,2,14,13,87,14,1,5,0
25,2,10,7,1180,10,9,1,99,33,1,6,0
20,8,8,5,1149,3,11,16,92,18,6,9,1
24,9,2,3,11746,3,11,20,96,26,8,3,1
22,5,7,2,11569,8,12,15,98,16,10,9,1
30,9,5,3,6309,10,11,18,99,30,2,1,1
18,3,4,2,11899,2,15,21,90,25,4,4,1
19,3,7,7,2054,1,8,3,62,9,8,6,0
27,1,3,6,2763,8,12,4,100,40,4,4,0
22,8,8,5,4694,4,5,13,93,17,2,10,1
18,2,4,1,3302,1,11,24,86,39,2,6,1
20,9,8,4,4399,10,15,16,82,27,10,9,1
20,2,8,7,11247,7,2,18,65,13,9,5,1
19,2,8,4,1843,10,10,0,74,23,5,7,0
29,6,2,3,5719,2,7,16,99,37,5,7,1
27,1,9,2,10548,8,8,20,61,7,6,7,1
22,4,6,1,3282,4,10,24,63,20,8,2,1
30,10,10,1,6666,2,13,19,99,10,9,8,1
20,5,1,2,1583,8,7,20,82,32,8,5,1
30,4,1,1,1431,4,12,21,61,40,8,1,0
24,7,3,7,7993,9,4,3,88,12,10,6,1
23,4,6,7,1949,4,7,2,97,5,4,7,0
29,9,10,1,1244,4,1,2,63,13,8,3,0
22,1,6,6,10869,4,9,4,98,30,8,2,1
28,2,2,5,9907,4,15,22,82,19,8,5,1
23,9,5,4,9631,5,10,22,94,37,2,1,1
23,7,10,8,5583,2,6,4,93,19,5,9,1
21,2,6,3,1587,4,14,20,89,12,1,8,1
18,5,5,10,7294,5,2,1,77,29,8,1,0
24,7,8,1,4677,4,12,5,87,39,1,5,1
18,9,6,1,10973,6,8,25,97,18,1,6,1
29,10,7,7,1935,2,12,23,78,39,8,7,1
27,10,9,5,3663,7,14,23,75,13,1,5,1
30,5,2,4,9893,5,10,18,85,7,10,5,1
23,5,5,10,1202,2,9,18,80,21,3,8,0
25,1,8,1,8642,1,11,15,100,40,4,7,1
18,10,2,5,10999,9,10,2,88,16,5,5,1
22,8,3,4,11327,3,4,19,63,19,2,1,0
20,9,8,10,6199,1,7,1,76,21,1,6,0
26,1,10,4,6729,2,2,16,88,12,9,2,0
21,4,6,10,7084,7,2,20,87,23,3,1,0
23,10,6,6,7686,6,15,9,99,6,3,6,1
18,5,3,10,1418,2,6,25,80,37,9,10,1
29,6,4,7,10546,1,4,12,65,9,4,10,0
26,10,9,7,9830,2,1,19,90,38,9,8,1
23,5,4,10,5801,4,10,7,83,19,8,6,0
29,2,4,8,7716,6,2,11,95,37,2,6,0
28,8,10,4,8355,7,7,18,68,39,4,7,1
28,10,3,10,5264,5,10,10,67,10,7,7,0
26,3,10,8,11365,4,5,14,60,15,2,7,0
22,9,8,2,3070,1,13,0,70,9,3,9,1
26,7,7,6,3088,7,7,22,78,12,6,6,1
27,10,10,2,1741,2,11,14,86,33,7,5,1
30,8,3,3,10659,9,2,4,60,28,8,7,1
23,8,3,9,10635,5,3,7,79,36,6,1,0
27,9,9,10,9326,7,9,10,84,25,3,3,1
18,4,7,9,5558,10,10,3,82,23,3,2,0
22,5,8,8,4664,3,9,8,98,11,4,5,0
20,2,4,9,9334,3,0,19,62,39,9,4,0
18,8,1,6,4328,5,13,23,88,38,3,8,1
22,2,2,8,8082,8,8,2,68,22,2,6,0
30,2,4,2,6359,3,10,8,89,37,2,6,0
18,7,2,9,6202,4,1,20,100,5,4,3,0
27,7,4,4,5346,8,4,15,71,36,5,3,1
21,2,9,4,1052,7,2,15,95,18,3,1,0
24,5,10,7,11338,10,7,20,82,35,9,3,1
22,4,5,8,9031,7,11,17,90,23,2,4,1
19,5,7,8,6331,4,13,3,71,34,6,2,0
23,7,3,8,9014,10,13,21,75,6,5,5,1
26,4,7,1,10212,6,8,21,80,31,7,8,1
24,7,5,1,5396,8,7,10,100,7,5,8,1
24,4,10,3,9782,4,3,19,99,26,3,10,1
26,1,1,7,2478,6,11,24,95,9,1,9,0
21,6,9,4,3572,9,12,22,74,23,3,6,1
23,7,4,9,5074,1,1,0,93,11,9,7,0
30,8,1,3,5638,5,0,7,100,20,1,5,0
29,2,7,7,3149,5,2,2,64,37,7,1,0
18,9,10,3,2565,10,12,6,98,24,6,7,1
26,1,5,5,8518,4,3,8,96,35,7,5,0
24,2,4,7,10191,5,15,9,94,37,4,7,1
18,8,7,6,9955,2,14,7,96,6,7,4,1
25,6,8,10,2785,5,10,4,100,10,2,9,0
20,4,8,10,5095,2,4,12,99,35,9,10,1
30,4,1,8,5129,7,9,23,81,14,1,6,0
29,10,10,7,1091,5,6,24,95,36,9,8,1
23,4,6,8,8913,9,2,3,87,9,7,3,0
30,1,3,9,2990,3,6,14,67,7,7,8,0
20,9,8,3,9963,7,12,0,78,12,7,5,1
29,5,9,6,11077,6,5,4,78,38,4,10,1
29,6,9,10,5116,8,14,6,81,13,3,9,1
29,8,1,6,7820,3,4,15,64,5,5,4,0
21,2,9,8,6423,2,1,19,89,15,2,6,0
28,9,4,6,11302,1,6,8,78,32,10,5,1
23,10,7,5,10193,9,6,2,97,14,2,4,1
22,3,5,10,2676,3,12,10,96,22,10,8,1
21,3,1,4,4546,2,4,4,70,35,1,6,0
19,1,3,9,8203,7,15,10,79,37,2,4,0
26,7,7,7,8773,6,9,16,80,38,2,10,1
21,3,5,3,8163,9,14,15,76,12,9,7,1
28,6,3,1,6991,8,11,23,87,18,10,9,1
21,7,6,3,1174,4,14,11,93,17,1,10,1
22,6,2,6,5157,9,0,19,77,7,5,8,0
24,1,5,5,11244,1,0,22,90,34,8,3,0
25,9,2,1,7054,1,4,22,71,13,2,7,1
19,1,8,1,6148,2,8,6,99,6,6,6,0
29,3,10,6,9459,1,12,13,63,9,4,9,0
20,5,2,3,8264,1,8,19,72,37,7,3,0
28,1,5,5,10184,6,3,10,89,10,10,8,1
19,2,2,3,2415,3,10,18,100,6,3,1,0
21,6,8,2,5042,5,6,23,68,24,1,7,1
29,5,3,5,3300,10,10,13,74,17,5,4,0
20,5,5,8,5334,2,15,11,97,28,6,9,1
25,3,1,10,7318,3,6,22,87,27,5,4,0
23,9,9,5,2486,9,6,8,73,34,5,1,1
19,9,3,8,3290,8,10,11,96,29,10,1,1
23,2,6,1,3600,7,15,10,81,11,3,6,1
22,3,8,9,4050,1,14,25,99,34,10,10,1
29,7,7,8,4990,5,11,19,81,35,7,5,1
18,4,9,2,7897,7,8,18,85,6,3,9,1
20,5,10,9,4251,10,4,4,81,8,2,5,0
30,3,6,8,7487,3,14,0,69,17,3,5,0
22,2,3,4,4331,7,2,23,75,14,9,6,0
18,8,3,6,2636,8,12,22,73,35,7,8,1
29,4,2,7,3105,6,4,12,80,23,7,10,0
24,9,2,6,9000,10,0,7,98,16,4,6,1
23,6,9,1,11003,10,12,2,74,13,8,4,1
18,4,5,7,2521,6,12,20,71,32,3,5,0
22,7,8,1,5276,7,5,5,85,38,2,8,1
30,2,6,2,11745,7,0,5,80,13,10,9,1
24,8,1,8,11712,7,13,24,63,24,7,5,1
29,2,10,8,9225,6,15,22,81,39,6,2,1
30,3,7,9,7282,2,4,0,81,21,4,9,0
27,8,7,1,8614,5,1,3,91,34,6,1,1
27,6,5,7,6528,5,0,17,77,16,5,6,0
24,1,8,6,5877,1,3,11,62,39,7,4,0
20,2,9,2,3065,3,15,13,77,27,8,10,1
21,9,10,8,1665,2,10,11,62,14,10,2,0
24,9,2,6,11432,5,13,12,61,16,5,2,1
24,2,4,10,5275,5,7,22,63,28,10,8,0
21,7,5,3,5535,9,1,19,85,16,5,5,1
18,7,4,1,7788,3,8,8,89,25,2,4,1
21,1,6,4,2044,10,9,23,98,34,10,7,1
28,10,6,9,7374,8,0,10,81,25,6,8,1
20,8,8,4,9720,3,12,8,85,7,10,2,1
28,8,9,6,2361,4,11,9,78,25,8,8,1
18,3,10,10,3731,10,11,18,87,31,1,5,1
26,8,4,7,9807,3,12,19,67,11,7,4,1
21,2,10,5,3926,3,12,17,86,27,4,7,1
27,5,6,6,11326,2,10,16,94,39,7,4,1
24,8,8,5,8363,3,5,12,78,5,9,6,1
30,8,3,2,7280,10,13,13,86,17,1,10,1
21,3,10,10,9247,2,13,0,80,20,3,10,0
28,8,2,6,1372,10,12,17,92,17,3,8,1
23,4,3,8,4273,6,4,9,64,6,4,10,0
25,8,4,10,8268,4,5,14,92,12,10,6,1
20,4,8,2,1112,1,13,16,90,29,2,7,1
22,9,2,10,11601,9,0,14,90,8,5,7,1
29,1,6,7,9381,8,13,25,67,11,3,5,1
30,10,2,3,7004,7,10,4,75,35,4,5,1
19,6,2,8,9053,4,8,10,78,33,6,8,1
29,5,10,5,10739,1,4,4,93,23,1,4,0
23,10,6,5,6024,3,9,15,88,23,3,3,1
20,10,5,7,5215,4,0,6,97,24,3,10,1
18,5,6,9,9467,7,15,19,70,27,3,10,1
26,6,9,6,7192,8,5,16,90,16,8,7,1
18,2,6,4,6067,4,7,4,77,12,4,6,0
25,8,10,1,9587,4,6,11,62,30,2,6,1
26,2,5,9,9761,9,2,25,63,33,10,9,1
21,4,5,3,11662,4,7,22,89,16,1,10,1
22,9,5,2,4113,2,4,16,79,8,4,4,0
21,10,10,8,8606,2,1,10,100,9,4,8,1
19,8,2,8,4234,2,6,19,91,24,10,1,0
27,7,2,8,11528,4,14,0,76,31,10,5,1
25,3,6,9,8918,9,9,20,79,21,9,4,1
23,5,9,9,6059,8,3,24,71,36,1,6,1
26,8,8,3,3929,2,13,21,79,11,8,6,1
28,9,3,4,2781,4,6,9,92,24,6,9,1
25,2,5,10,4445,10,4,10,70,17,7,3,0
20,10,3,6,9461,8,13,24,77,19,5,8,1
22,6,3,5,6467,6,10,14,79,32,10,7,1
30,7,1,7,1906,7,11,20,68,34,5,1,0
29,4,4,5,5829,6,0,10,87,29,6,9,0
26,4,4,10,9240,8,8,3,64,20,3,6,0
29,8,10,8,1753,7,15,7,77,29,1,2,1
18,6,5,9,7053,8,9,3,90,13,2,6,0
30,7,3,3,10663,5,6,17,65,33,4,6,1
27,9,5,9,9700,5,0,4,64,25,6,8,0
29,4,3,6,8673,4,14,11,81,17,5,5,0
27,1,3,2,11522,7,13,12,91,8,9,1,1
26,6,1,10,8163,1,10,25,94,36,5,10,1
23,2,2,10,2509,9,3,17,70,37,2,10,0
25,10,4,2,8060,5,14,14,69,26,2,3,1
28,10,6,8,9646,7,0,12,96,23,1,10,1
24,1,1,4,6281,7,4,8,74,25,9,8,0
28,4,10,6,10451,3,6,24,69,18,5,3,1
19,1,9,10,1646,3,11,2,80,25,4,4,0
21,5,3,7,5441,4,6,24,82,6,3,8,0
19,7,1,8,4417,7,1,14,88,30,4,4,0
30,7,10,2,2521,3,3,5,73,12,8,10,1
23,6,7,4,4446,2,11,15,76,37,2,8,1
18,1,7,7,7558,2,11,11,79,9,7,5,0
21,2,7,8,1259,5,10,1,69,20,3,10,0
18,3,9,3,3297,8,1,1,98,18,5,6,0
27,7,3,7,3824,3,4,23,71,28,2,3,0
18,8,4,5,7613,6,8,19,80,6,1,6,1
18,8,1,3,7679,1,12,24,98,38,3,3,1
19,1,6,4,2509,7,2,3,90,34,7,9,0
25,3,10,1,6102,8,15,8,68,25,9,6,1
27,2,8,8,10359,4,4,7,92,13,3,4,0
28,2,2,7,5625,10,3,7,74,21,3,5,0
23,8,10,9,9468,10,8,24,68,25,7,6,1
28,3,10,1,7308,1,6,5,60,14,1,4,0
20,7,6,1,10373,8,15,11,72,30,8,4,1
25,10,5,9,8206,2,8,20,92,26,6,3,1
22,6,8,9,8476,2,10,24,93,21,2,6,1
24,1,9,3,2549,4,14,3,67,40,5,3,0
23,5,8,7,10065,2,5,12,92,17,3,4,0
30,1,4,6,9611,10,4,18,93,38,1,9,1
23,9,4,9,3732,6,5,3,70,19,3,9,0
27,7,4,5,1801,7,9,12,93,31,8,8,1
23,3,5,1,2226,5,9,6,99,9,1,7,0
20,3,8,3,4972,7,5,20,86,30,10,4,1
21,6,2,4,5525,3,12,3,97,14,4,8,1
20,5,6,1,11432,2,9,16,66,35,4,8,1
22,2,9,10,8444,3,2,24,81,22,1,7,0
22,2,8,7,10584,3,15,24,78,19,9,2,1
19,10,10,6,4953,8,13,13,63,11,5,5,1
22,9,6,7,11927,5,11,2,60,11,8,4,1
27,8,4,10,8106,5,3,24,91,40,10,10,1
24,10,9,7,1689,10,3,18,66,11,2,4,1
23,10,10,7,7451,1,11,20,88,34,10,9,1
18,7,7,1,4539,10,5,0,100,26,2,5,1
24,1,8,5,6875,6,11,7,77,33,1,6,0
25,5,3,4,10150,9,10,23,85,27,3,8,1
19,6,6,10,9818,4,10,9,66,10,7,6,0
27,8,3,7,4312,5,15,11,81,33,6,3,1
20,6,1,2,4109,10,9,16,95,23,9,9,1
20,7,10,2,4254,2,2,22,98,30,5,3,1
29,6,9,6,7500,3,12,3,78,10,6,4,1
25,1,4,9,3539,5,0,15,74,19,4,4,0
25,4,3,1,5862,4,0,19,90,33,7,9,1
26,10,4,7,4048,9,12,20,96,29,5,6,1
30,5,7,6,6972,4,10,17,82,9,3,6,1
29,4,9,10,3109,2,15,17,80,11,10,4,1
29,6,9,4,8623,5,1,14,99,33,8,10,1
24,2,3,1,10174,8,1,11,90,14,2,6,0
19,5,10,5,1451,10,15,13,68,30,4,8,1
22,9,5,6,4810,10,13,4,94,25,1,10,1
18,6,10,2,2163,10,2,16,86,15,4,4,1
27,3,3,1,11639,8,3,10,65,11,7,10,1
29,7,7,7,8772,3,10,5,66,24,6,3,0
29,7,5,8,2486,3,8,12,72,19,6,2,0
23,8,2,9,5223,1,1,17,63,28,2,3,0
18,9,1,1,6355,7,9,0,96,28,2,3,1
21,10,8,3,9768,4,11,3,69,28,10,3,1
25,3,9,3,8292,1,1,17,67,24,5,2,0
23,3,10,9,3742,2,15,6,98,14,10,6,1
25,9,7,8,2906,9,2,10,75,28,3,4,0
25,4,7,1,6870,1,15,25,97,11,9,2,1
28,6,9,10,10422,9,12,24,94,17,5,6,1
20,8,4,5,11261,7,12,13,84,10,8,1,1
25,2,6,9,8931,10,12,9,91,23,1,9,1
18,4,2,5,10625,10,5,20,80,8,9,1,1
18,5,7,4,6763,9,1,21,87,37,9,3,1
26,6,1,4,2616,8,5,7,80,9,4,8,0
21,10,10,1,1741,7,6,22,67,23,1,4,1
28,6,3,7,4741,6,12,1,69,14,10,4,0
27,5,7,10,11259,5,6,20,77,31,1,7,1
24,7,5,4,8998,5,0,20,85,7,8,3,1
28,4,2,2,2888,3,15,2,71,39,6,3,0
29,5,7,5,9786,5,9,18,76,11,2,7,1
21,2,9,8,4289,3,1,15,90,11,2,4,0
18,7,3,2,2104,4,13,19,83,33,3,8,1
27,1,9,4,4447,6,1,18,60,14,6,5,0
20,6,8,4,11553,1,12,12,69,23,9,2,1
21,3,4,6,11780,8,0,14,64,20,10,9,1
22,9,3,3,9964,6,1,3,64,31,9,9,1
18,10,3,6,7068,1,4,3,74,5,7,1,0
27,1,7,10,2960,4,1,18,94,9,1,8,0
27,7,5,10,7336,8,7,21,91,21,6,8,1
25,3,8,9,6900,4,4,9,100,16,7,5,0
20,6,1,7,5912,3,1,14,86,39,4,7,0
20,6,4,7,7899,7,14,23,88,33,7,8,1
23,6,6,7,3180,9,6,7,73,17,10,4,0
29,10,6,8,9981,7,11,20,79,18,7,3,1
25,2,9,8,5920,10,13,1,72,18,6,9,1
20,7,9,7,3954,8,0,22,73,29,10,3,1
22,10,3,7,10421,4,4,13,80,34,4,3,1
30,8,6,10,11032,9,1,21,66,9,2,1,0
18,1,6,2,6133,6,6,23,69,18,5,2,0
23,10,6,10,8317,8,10,22,71,23,5,2,1
30,9,3,3,3674,7,3,17,99,31,3,9,1
26,8,5,4,2857,3,14,3,62,13,7,8,0
24,8,3,1,10603,6,14,18,96,16,8,1,1
25,10,6,6,2392,6,2,5,68,24,7,3,0
19,4,6,5,2361,6,15,0,99,31,3,6,1
22,4,9,5,9526,1,15,10,70,8,4,5,0
22,8,7,6,1662,5,14,21,65,26,9,1,1
20,10,1,10,1314,5,12,6,90,29,7,1,0
29,5,7,6,7009,9,13,13,81,13,6,5,1
26,4,8,5,5369,2,14,21,65,25,9,2,1
18,3,2,4,2219,3,11,2,69,20,2,2,0
18,1,6,10,2153,3,14,20,81,11,10,2,0
18,3,4,2,4040,2,2,0,87,19,4,1,0
29,2,7,6,11247,9,6,15,72,36,10,3,1
25,5,10,1,8250,3,0,2,71,17,5,3,0
26,10,4,2,2241,4,5,10,74,15,7,10,1
22,10,7,9,11495,5,6,13,76,27,4,9,1
18,5,5,3,2059,1,2,15,82,8,10,7,0
19,8,1,2,6216,10,11,22,98,9,10,5,1
29,6,8,6,8871,6,15,9,91,25,9,4,1
21,10,3,1,6781,7,14,14,80,30,8,8,1
25,3,3,7,7874,1,4,25,80,29,3,7,0
23,1,7,3,3474,10,5,6,66,6,7,8,0
20,5,6,4,1355,8,12,5,79,40,5,4,1
21,8,10,8,8091,7,5,15,63,27,2,2,0
23,8,10,5,3317,4,15,25,73,31,8,1,1
22,3,6,5,11133,7,3,19,68,38,5,6,1
29,6,3,6,10262,8,2,0,88,28,7,4,1
21,6,4,6,11385,8,8,17,81,26,4,3,1
23,10,4,10,10984,4,7,15,96,35,1,6,1
26,2,7,3,11217,6,2,16,91,34,10,5,1
19,8,7,4,5525,3,11,24,63,35,4,4,1
28,1,6,6,11168,8,4,25,77,25,8,6,1
27,9,4,4,10790,10,3,9,63,17,9,9,1
22,4,7,7,1178,5,8,6,69,23,1,1,0
28,7,2,6,8617,3,14,20,84,40,3,10,1
25,6,2,5,8470,5,6,22,98,34,5,3,1
27,3,6,1,3030,1,10,17,90,28,3,6,1
29,7,9,1,11303,7,10,12,71,25,10,1,1
28,5,6,10,10314,1,1,23,68,36,2,2,0
20,3,2,9,3676,4,2,24,83,27,6,2,0
24,6,2,8,7562,9,1,16,86,30,3,9,1
19,4,8,3,2888,5,7,7,63,40,1,1,0
28,4,8,1,1691,4,7,4,68,37,6,6,0
24,7,1,9,5745,8,0,21,86,40,2,1,0
21,10,1,4,4760,10,15,0,82,10,10,6,1
26,3,7,4,3494,9,0,20,99,23,5,9,1
23,9,7,3,4302,10,8,10,72,25,5,7,1
19,5,8,1,8299,10,12,6,71,12,1,7,1
30,2,4,4,10342,5,6,18,79,28,8,1,0
28,4,10,5,4552,9,0,9,60,18,3,6,0
21,8,7,6,8501,7,5,15,90,40,10,5,1
30,4,2,10,2757,1,0,19,63,5,5,1,0
22,8,7,10,3613,2,1,11,73,17,7,6,0
19,5,7,1,5873,1,3,9,69,21,8,4,0
19,1,8,3,1235,2,2,23,75,34,10,9,1
22,5,1,10,8859,2,4,6,64,30,7,1,0
18,8,7,8,7757,3,0,18,62,9,5,5,0
29,8,4,5,1399,5,6,7,88,5,1,10,0
24,9,8,4,1774,5,11,2,98,28,8,8,1
26,3,6,6,10027,9,4,10,100,27,7,3,1
27,7,6,8,6692,5,4,21,91,39,7,6,1
24,2,10,5,3255,6,11,20,89,33,9,3,1
18,6,9,3,10810,6,5,25,96,13,4,7,1
19,7,2,9,9912,1,3,18,60,21,9,3,0
29,4,6,8,2915,6,11,17,85,38,7,4,1
27,6,7,2,4699,8,4,22,72,5,9,2,1
25,3,2,5,4962,7,9,6,94,11,4,1,0
18,1,5,2,4392,3,2,2,76,33,2,7,0
23,7,1,10,5918,6,12,11,73,24,7,10,1
27,8,10,10,1686,8,1,15,80,27,1,5,0
29,8,7,9,2605,7,11,21,91,6,7,1,1
25,2,8,5,9908,2,2,7,100,11,8,7,1
29,6,4,10,8688,1,10,9,95,33,4,10,1
24,2,1,3,10722,1,14,2,92,16,8,5,0
29,10,7,9,11710,1,8,18,67,38,8,3,1
25,5,3,1,5756,10,10,13,67,14,2,4,0
25,8,4,1,7345,3,12,1,79,16,4,6,1
28,10,8,4,8285,2,3,5,68,13,10,10,1
18,8,8,6,8044,1,11,20,94,11,7,8,1
18,5,7,9,7918,2,2,2,76,27,8,7,0
26,4,3,2,1395,3,2,18,71,17,8,9,0
23,9,5,8,2094,3,13,3,95,7,4,4,0
20,5,3,7,1183,6,1,16,60,12,9,5,0
27,9,1,5,3245,6,7,15,73,17,8,8,1
25,4,2,3,7354,9,2,4,68,37,3,2,0
25,9,2,10,3698,4,13,20,83,19,5,7,1
18,7,1,6,7465,1,6,21,83,30,8,10,1
21,3,8,10,9348,7,5,7,98,38,5,8,1
30,2,7,10,1506,7,2,17,65,14,1,6,0
22,7,5,8,11652,6,9,17,98,25,5,8,1
26,8,7,10,10178,10,4,15,81,10,8,6,1
26,9,10,2,5122,5,8,9,98,37,4,6,1
23,4,10,4,6710,5,6,10,93,31,5,5,1
27,7,4,10,3281,5,6,21,83,39,9,6,1
21,8,10,9,3841,2,9,20,75,18,10,6,1
20,8,6,4,7416,8,8,18,89,39,6,3,1
22,10,2,5,3038,7,12,0,64,17,5,8,0
25,9,10,5,9374,10,13,6,77,8,7,8,1
27,2,8,7,7338,6,3,4,71,12,6,1,0
18,2,5,2,9986,9,8,4,66,32,4,1,0
28,10,1,1,2825,6,8,9,87,20,4,4,1
27,10,10,5,10054,6,7,4,61,40,10,6,1
30,4,3,7,4328,9,0,5,65,22,8,2,0
19,4,7,4,4965,8,5,5,74,22,2,1,0
21,5,7,10,10825,7,14,6,74,11,2,7,1
29,8,8,3,7299,10,12,0,94,22,4,8,1
24,9,6,6,1339,8,12,14,98,18,6,3,1
29,2,10,7,3758,7,6,6,80,27,7,5,0
21,5,4,7,10837,8,0,21,96,20,2,8,1
29,1,7,10,6655,6,12,0,91,32,8,7,0
19,7,5,6,4744,5,11,8,90,15,3,4,0
27,9,10,9,4206,1,12,11,63,19,2,3,0
19,10,9,1,5102,2,8,14,69,23,3,7,1
22,3,4,7,6105,3,2,7,65,8,10,3,0
22,9,8,7,3751,4,0,25,72,9,2,2,0
22,3,9,2,8578,9,11,23,71,14,9,3,1
21,1,6,3,5461,9,0,16,92,8,7,3,0
20,1,8,3,3167,4,11,18,77,34,4,8,1
20,2,4,3,11487,10,1,2,84,13,1,5,0
25,9,8,7,10016,9,12,16,89,38,6,10,1
27,7,5,9,7679,3,15,4,62,18,2,10,0
23,5,2,10,7756,7,12,9,83,6,6,8,0
21,1,4,7,11460,3,14,18,68,24,7,4,0
20,1,4,8,5143,8,12,14,89,28,4,8,1
20,7,1,4,3384,2,9,11,63,27,8,7,0
28,7,2,10,5816,6,15,1,90,9,6,6,0
21,5,9,3,1181,2,4,23,95,22,1,1,0
26,4,9,6,1395,8,12,10,99,34,6,10,1
23,5,6,1,9470,10,3,14,91,32,9,1,1
28,9,10,9,2102,3,12,10,88,22,3,3,1
30,4,2,10,7289,5,12,7,62,7,5,1,0
20,4,7,10,4172,7,4,13,95,21,4,1,0
19,3,1,5,8907,2,7,14,70,36,2,2,0
28,8,6,10,7096,8,8,18,95,40,6,6,1
26,3,10,9,5570,10,7,7,61,32,8,5,0
23,9,5,8,7630,1,9,25,76,11,3,9,1
21,4,4,8,3510,2,11,13,85,31,10,6,0
22,2,4,3,11208,8,2,24,80,8,7,7,1
24,3,7,8,1501,6,11,3,79,20,8,8,0
24,10,4,7,8046,4,9,7,99,15,6,3,1
27,6,10,7,2357,2,2,2,60,14,9,7,0
25,2,3,1,1034,8,5,1,68,23,6,6,0
28,10,2,1,3706,5,10,3,62,10,1,10,0
18,4,3,7,9034,2,8,18,78,38,2,10,1
22,3,2,8,10931,5,5,20,92,11,8,10,1
21,5,1,7,6548,3,15,25,88,27,9,5,1
22,7,7,4,6067,6,6,7,89,14,3,1,0
19,1,10,2,3419,2,14,4,69,9,5,6,0
29,6,10,4,8890,7,13,3,95,24,4,8,1
28,1,6,3,7402,4,11,2,63,7,5,7,0
20,8,8,7,6301,8,4,10,87,25,10,3,1
18,3,5,7,2527,8,10,4,62,13,4,9,0
27,8,5,4,3957,7,1,24,60,28,6,10,1
23,6,1,2,8910,9,6,6,69,26,9,5,1
26,7,9,10,11034,10,6,13,62,34,10,9,1
22,9,8,1,5661,6,0,13,97,9,8,7,1
25,10,10,4,6163,10,7,14,76,24,1,4,1
28,10,5,7,5347,1,7,1,74,33,4,7,0
18,7,1,2,5483,9,13,0,92,24,10,1,1
25,10,4,9,11834,9,9,24,67,20,7,9,1
29,6,3,9,11749,4,0,21,87,10,6,4,0
25,1,2,3,5230,3,9,21,76,31,3,7,0
21,3,6,2,5731,5,2,2,69,12,1,4,0
19,5,3,2,8393,6,3,16,94,34,9,2,1
25,10,5,2,6836,2,11,5,84,17,9,5,1
29,1,10,2,2039,3,4,10,70,38,9,4,0
25,6,1,6,7377,7,3,25,92,30,4,3,1
21,10,8,10,2096,4,15,17,89,29,6,6,1
21,1,1,8,4081,1,11,0,83,26,7,1,0
23,8,2,3,2572,10,3,18,68,35,8,9,1
26,6,2,10,1532,6,7,9,94,32,5,1,0
19,1,5,3,5231,7,4,8,81,31,2,9,0
23,2,8,5,5912,7,0,0,78,25,3,2,0
20,9,10,10,2640,6,3,3,76,26,6,2,0
20,10,4,10,2291,4,1,8,79,40,9,2,0
30,9,10,9,5869,9,9,3,85,7,5,7,1
19,6,5,1,3242,2,3,18,60,11,8,1,0
25,6,7,9,2751,5,5,18,95,20,2,6,0
20,3,10,2,11335,1,15,6,68,15,9,4,1
24,1,9,5,10448,4,15,17,75,8,7,4,1
27,7,4,9,5795,6,4,12,97,31,10,5,1
22,4,10,2,7884,5,15,0,67,30,10,4,1
29,5,3,10,4020,10,3,21,75,13,1,4,0
21,1,2,7,3178,4,8,3,96,5,4,2,0
29,1,7,2,6592,4,14,4,69,12,6,6,0
24,7,9,5,8264,4,4,6,84,27,4,4,1
25,8,5,7,1801,5,0,13,89,15,1,1,0
29,8,9,5,4339,7,3,9,69,23,5,3,0
24,1,8,9,2069,10,14,11,79,19,8,4,0
29,5,8,7,5417,3,15,7,88,13,1,4,0
28,8,7,4,10039,9,4,3,77,28,9,5,1
29,2,5,9,6082,7,0,2,96,11,4,5,0
22,4,9,10,10411,9,5,20,91,38,1,3,1
18,6,9,7,10305,6,0,15,72,16,2,5,0
29,7,5,5,10604,4,12,21,98,27,2,7,1
25,10,4,4,6320,1,10,11,90,20,9,6,1
25,4,7,9,1269,2,3,18,68,19,7,1,0
21,8,7,9,2189,2,14,22,68,19,4,4,0
23,2,1,5,1191,10,13,3,77,33,4,2,0
23,4,10,2,2532,5,7,1,90,22,9,3,1
28,1,8,4,7747,6,3,2,92,19,10,5,1
18,7,6,6,8411,9,5,0,66,6,5,4,0
20,3,4,1,3939,4,6,6,68,23,8,1,0
28,8,4,10,3203,1,3,23,73,28,5,7,0
20,2,3,8,7194,1,5,11,62,39,3,7,0
19,2,3,4,2199,3,13,3,87,19,3,5,0
29,9,9,9,10694,10,10,14,70,39,10,4,1
25,7,3,10,8292,5,10,8,98,18,1,4,0
24,5,7,9,8616,2,3,25,68,8,4,9,0
19,9,8,7,11643,10,4,1,93,16,9,4,1
