edad,experiencia_mlb,estatura_cm,peso_kg,velocidad_swing,fuerza,precision_contacto,vision_dinamica,agilidad,tiempo_reaccion,pct_bateo
24,1,188.1,95.3,114.0,77.5,81.4,73.0,76.1,0.264,0.272
26,5,181.7,70.8,104.4,77.4,83.2,82.9,71.7,0.278,0.277
38,16,187.9,95.6,121.0,78.6,77.8,74.3,70.2,0.274,0.278
20,2,168.8,83.6,94.1,79.7,92.1,77.4,71.5,0.245,0.283
25,3,176.5,93.8,104.0,78.7,89.0,82.2,82.5,0.286,0.295
24,4,177.8,90.8,130.6,85.1,69.7,78.6,72.9,0.284,0.278
36,14,174.6,89.9,110.1,77.8,86.2,82.9,76.2,0.293,0.289
31,10,182.8,88.6,114.3,89.9,85.1,80.4,69.7,0.295,0.286
23,1,190.6,78.7,108.6,70.4,64.6,78.5,72.1,0.285,0.235
22,0,171.0,93.5,107.8,74.0,79.3,80.0,72.7,0.273,0.268
23,0,181.0,105.0,110.0,77.5,85.4,81.3,83.0,0.277,0.303
34,12,173.2,90.2,129.5,77.4,78.0,71.3,76.7,0.266,0.285
33,13,188.1,83.5,119.1,78.9,74.2,81.8,78.2,0.251,0.287
35,15,179.4,103.9,109.4,89.9,81.3,79.1,81.2,0.264,0.291
31,13,181.1,103.1,101.4,82.4,84.8,75.6,70.4,0.263,0.278
35,13,184.8,81.8,99.5,91.7,78.7,82.1,72.4,0.29,0.27
33,10,191.1,97.7,115.9,87.8,78.5,77.8,70.3,0.282,0.288
30,9,178.8,92.5,101.6,81.7,81.8,72.7,77.3,0.254,0.271
35,12,184.6,97.1,118.6,83.6,71.4,75.7,74.2,0.275,0.27
39,19,183.4,81.3,104.7,74.1,80.3,82.3,78.1,0.251,0.284
22,0,187.4,101.0,98.8,79.4,75.8,84.4,83.1,0.292,0.259
39,20,180.1,86.7,112.5,78.6,77.4,73.5,71.6,0.272,0.257
34,14,173.8,80.1,110.7,75.4,83.3,77.4,74.1,0.283,0.264
22,0,185.3,100.4,108.4,78.8,79.2,83.0,70.8,0.275,0.278
33,12,178.8,96.4,107.8,90.5,72.9,76.0,83.9,0.257,0.286
24,6,191.8,91.0,103.1,76.7,80.1,74.2,73.2,0.281,0.246
29,10,190.1,84.0,107.9,77.7,82.1,88.3,67.1,0.26,0.292
22,1,178.2,85.4,112.1,79.8,78.1,87.2,89.4,0.268,0.3
25,3,182.3,96.1,117.1,79.5,85.5,89.4,82.0,0.267,0.328
33,15,185.6,79.2,120.0,84.3,79.1,74.5,77.5,0.264,0.287
35,13,181.0,66.6,116.7,91.5,80.6,79.6,80.4,0.248,0.314
27,4,189.6,94.8,113.9,96.7,81.8,82.9,73.1,0.28,0.296
27,8,182.4,88.2,107.2,88.6,80.1,70.5,69.0,0.287,0.265
35,17,175.3,67.8,118.6,83.0,79.3,84.6,76.7,0.278,0.302
20,0,176.4,80.9,118.3,82.7,72.2,80.4,77.8,0.267,0.284
27,7,183.0,70.5,106.5,70.5,78.9,74.9,61.5,0.26,0.249
28,5,180.2,105.2,114.2,84.6,77.9,72.7,64.4,0.271,0.263
27,7,185.5,82.5,115.1,80.1,76.6,73.3,83.4,0.275,0.287
20,0,188.6,92.2,119.3,76.6,79.9,79.3,73.2,0.295,0.274
32,10,176.6,71.8,100.8,77.4,79.8,83.3,77.0,0.292,0.264
30,8,182.3,79.5,98.0,73.3,81.9,73.5,70.8,0.266,0.244
29,7,187.3,87.0,116.7,88.9,76.0,73.9,71.0,0.242,0.282
22,1,190.8,77.8,100.9,86.3,85.7,79.8,72.4,0.268,0.291
22,4,190.9,84.2,109.7,79.4,73.6,78.4,67.1,0.261,0.261
35,14,183.0,74.9,118.5,86.5,75.9,80.6,84.5,0.298,0.291
30,9,177.1,101.2,105.9,81.3,80.5,76.0,69.4,0.284,0.266
28,6,192.7,101.4,112.6,72.6,80.9,81.9,77.9,0.268,0.285
26,7,183.1,97.9,117.9,78.7,86.6,78.5,72.7,0.264,0.308
25,3,186.7,105.6,120.4,85.7,78.0,77.9,75.7,0.274,0.286
21,3,189.7,89.7,113.3,74.5,72.7,78.5,72.7,0.266,0.264
23,5,191.8,77.8,113.5,81.7,74.6,80.0,67.7,0.276,0.267
25,7,191.5,95.5,101.2,90.7,71.3,77.0,70.0,0.275,0.236
22,0,193.0,76.1,105.3,77.6,90.2,76.2,71.4,0.289,0.29
30,11,170.6,95.4,108.4,87.1,80.4,81.1,63.0,0.277,0.274
38,19,181.2,77.5,117.2,81.7,78.5,69.6,76.5,0.273,0.275
28,5,170.5,86.0,100.6,88.2,77.9,74.8,80.3,0.26,0.267
26,4,181.8,96.8,105.7,82.9,73.4,80.3,65.6,0.263,0.256
36,13,183.8,94.9,118.5,87.3,71.3,75.8,75.8,0.281,0.271
32,12,190.6,83.5,124.0,76.4,76.4,80.0,76.4,0.274,0.279
28,8,198.0,102.1,107.6,86.6,82.2,76.0,77.8,0.254,0.283
22,1,178.6,110.1,115.8,87.3,73.9,83.6,74.4,0.267,0.285
38,18,185.7,93.4,119.1,86.2,90.4,81.1,64.2,0.269,0.321
31,13,178.5,92.3,128.5,83.6,77.5,83.5,86.8,0.29,0.315
23,1,179.0,80.0,109.7,92.4,72.4,79.1,67.9,0.271,0.263
35,14,182.8,97.8,116.8,87.6,80.8,82.3,73.6,0.255,0.301
24,1,186.1,85.4,114.6,77.7,87.1,80.6,76.0,0.281,0.299
22,4,194.3,97.6,101.2,102.8,80.7,83.7,74.7,0.273,0.29
27,7,184.3,98.9,100.9,76.8,80.4,84.0,77.2,0.267,0.271
32,10,180.5,100.9,121.0,81.2,70.5,80.0,74.8,0.265,0.272
34,14,181.3,104.9,109.2,79.8,81.6,85.3,73.3,0.252,0.292
27,8,189.3,89.4,118.7,85.0,86.5,80.6,67.9,0.275,0.306
39,16,187.8,74.8,114.9,80.9,79.0,79.8,71.0,0.276,0.288
24,4,178.5,84.3,106.9,78.7,76.3,78.6,73.9,0.271,0.262
32,11,181.5,85.5,110.9,76.3,81.7,81.0,75.7,0.263,0.291
26,7,191.2,77.9,104.5,83.5,74.9,86.2,68.3,0.251,0.264
26,6,180.5,93.4,117.2,80.8,84.2,79.5,77.0,0.288,0.303
21,0,186.5,101.2,110.5,82.3,84.2,77.7,71.9,0.286,0.277
36,17,188.5,106.3,109.4,80.7,67.9,80.6,66.1,0.27,0.249
27,4,165.4,94.6,102.4,87.8,75.8,78.6,67.6,0.249,0.273
24,1,188.8,75.0,118.8,89.0,85.6,79.2,84.7,0.277,0.31
20,1,177.2,101.0,107.6,80.6,83.4,73.9,70.9,0.263,0.274
32,9,187.4,88.7,104.0,80.1,78.1,79.8,74.4,0.279,0.271
23,1,187.1,90.1,115.4,82.1,78.6,83.7,84.4,0.272,0.29
33,10,177.1,75.3,111.2,99.1,81.9,81.0,78.3,0.269,0.313
21,1,188.7,104.5,108.3,83.3,86.4,83.8,79.1,0.256,0.305
34,11,182.4,94.2,114.8,87.2,75.4,86.9,77.4,0.29,0.288
39,17,172.9,78.9,109.7,85.5,80.2,80.9,79.1,0.27,0.291
39,16,176.8,84.2,107.5,86.9,79.1,84.6,72.3,0.281,0.286
30,11,177.6,81.5,110.9,85.4,87.3,75.3,70.8,0.258,0.293
38,18,190.2,78.9,117.7,84.5,77.9,82.4,76.4,0.272,0.294
26,3,182.2,83.8,129.1,92.5,74.9,83.3,76.7,0.26,0.313
30,10,185.0,105.3,100.0,77.6,83.0,82.5,79.6,0.277,0.283
26,5,178.9,90.2,106.9,84.4,85.6,74.4,75.3,0.253,0.288
31,10,203.8,85.5,109.1,79.0,73.7,78.9,71.1,0.282,0.253
38,16,181.5,98.3,115.6,90.8,75.3,81.9,83.6,0.279,0.281
30,10,174.3,83.3,110.8,78.9,77.5,71.6,74.1,0.284,0.261
30,7,184.3,87.0,108.6,76.0,78.4,84.2,84.5,0.265,0.291
39,20,186.4,112.2,111.9,85.3,72.0,79.6,74.4,0.286,0.251
37,15,187.9,88.1,113.3,88.7,74.5,77.9,67.2,0.265,0.275
27,6,182.4,88.2,113.4,80.7,76.3,82.5,71.4,0.285,0.27
38,16,186.7,80.2,111.3,85.0,82.5,78.5,73.4,0.311,0.281
39,17,182.9,74.5,101.1,75.6,74.2,86.4,63.6,0.274,0.249
34,13,181.6,101.3,110.8,74.9,82.5,79.1,71.1,0.256,0.283
23,4,193.9,83.1,101.8,87.8,80.1,89.4,58.9,0.253,0.273
39,20,182.3,94.0,103.2,85.7,84.2,83.1,71.4,0.27,0.28
26,8,177.8,87.0,100.4,75.6,81.6,82.3,65.2,0.251,0.261
38,15,194.4,80.0,113.5,85.4,74.6,80.6,76.3,0.279,0.274
35,12,186.2,81.8,108.0,83.0,77.5,77.8,69.4,0.267,0.267
23,1,175.2,95.6,111.1,82.7,76.7,79.2,73.4,0.288,0.281
29,6,182.3,96.8,113.5,79.6,78.9,72.5,74.7,0.271,0.263
31,9,184.6,73.5,113.2,94.5,83.7,78.1,67.8,0.289,0.292
20,0,172.5,78.7,111.1,76.0,68.1,73.3,79.8,0.284,0.234
23,4,180.4,87.9,108.1,80.8,79.0,78.9,78.3,0.283,0.27
36,17,181.5,86.0,119.3,68.0,73.6,77.5,79.9,0.28,0.272
29,6,185.8,82.8,110.7,78.8,81.7,84.2,65.1,0.248,0.283
39,17,171.4,93.8,113.1,69.7,83.3,83.0,80.2,0.267,0.298
25,7,182.1,80.6,105.3,84.4,79.1,72.7,71.6,0.282,0.272
29,9,186.1,72.2,105.8,83.3,84.2,73.3,72.9,0.259,0.277
29,8,181.9,92.3,113.7,75.8,77.8,71.7,79.1,0.249,0.278
26,4,185.6,100.2,101.3,75.5,71.8,77.6,71.5,0.284,0.24
20,2,184.5,84.5,111.2,84.9,74.4,74.0,76.0,0.268,0.264
35,12,169.0,76.8,103.3,76.4,89.7,75.6,77.8,0.286,0.28
33,14,176.6,89.8,110.3,88.4,76.4,80.4,83.5,0.277,0.277
25,7,186.4,82.1,114.2,74.7,73.7,82.3,78.6,0.285,0.269
35,16,180.1,87.3,119.0,83.7,77.7,81.6,81.4,0.265,0.286
24,5,169.3,88.9,110.7,76.3,80.6,81.0,78.1,0.261,0.3
23,3,187.8,106.0,107.8,78.7,77.0,79.3,64.4,0.27,0.262
21,2,188.7,96.6,125.4,72.7,77.0,81.5,70.2,0.259,0.285
36,15,185.4,87.4,101.9,84.6,86.1,76.0,75.7,0.279,0.27
34,12,194.8,85.4,104.9,71.3,71.5,73.4,70.8,0.272,0.229
39,19,177.3,84.1,112.1,77.3,82.4,75.1,60.1,0.253,0.278
28,7,187.1,82.0,104.7,84.8,80.2,84.5,82.7,0.268,0.3
31,8,187.1,100.7,113.6,87.0,84.1,76.5,67.0,0.31,0.268
22,0,196.7,71.2,111.4,78.1,75.7,77.2,70.5,0.272,0.264
27,8,190.7,85.1,114.2,84.6,83.9,84.4,78.1,0.276,0.312
24,3,187.4,99.2,107.9,80.0,76.0,73.7,77.2,0.269,0.254
25,4,191.6,88.2,113.1,79.8,74.7,81.2,77.6,0.267,0.274
26,7,183.9,81.0,108.4,85.5,76.6,83.4,82.2,0.266,0.3
29,7,181.5,91.7,112.1,71.2,77.9,78.4,81.3,0.268,0.272
20,0,183.8,79.1,130.4,80.8,84.6,73.0,70.0,0.29,0.295
34,11,177.3,110.7,108.9,71.4,81.3,80.3,70.3,0.267,0.275
27,8,175.5,98.0,119.2,89.4,88.0,72.2,75.8,0.258,0.309
25,7,176.1,86.7,125.4,81.1,86.1,74.2,75.2,0.305,0.304
34,11,175.6,69.7,115.9,80.0,78.9,72.8,89.0,0.306,0.28
24,1,178.4,104.9,113.8,66.4,85.9,80.1,80.8,0.268,0.289
24,3,199.0,78.6,115.7,77.2,82.4,74.5,71.2,0.245,0.293
39,20,176.4,101.5,125.2,77.9,73.9,74.9,67.3,0.277,0.276
26,3,185.7,78.7,108.1,85.9,79.4,72.9,66.7,0.28,0.261
22,3,191.4,67.2,106.7,91.0,85.3,84.5,80.7,0.25,0.316
39,19,193.8,94.9,104.9,87.9,73.9,77.0,71.6,0.247,0.255
38,18,186.7,95.4,119.8,73.6,71.1,74.2,74.5,0.287,0.26
34,15,187.8,97.1,111.6,85.4,75.7,80.2,65.7,0.269,0.263
20,0,176.9,79.7,100.5,85.4,76.8,75.6,77.5,0.279,0.258
32,11,181.1,85.4,117.8,72.4,71.2,83.9,69.8,0.295,0.255
33,11,184.4,98.3,105.6,76.1,78.0,86.5,83.4,0.275,0.283
34,13,194.6,88.9,106.5,75.0,84.8,78.9,70.4,0.242,0.293
33,13,187.9,87.4,122.7,81.3,82.3,74.9,74.8,0.264,0.302
39,19,183.2,75.9,122.5,82.0,79.1,86.3,71.6,0.288,0.301
27,5,186.9,97.9,104.5,86.6,76.8,78.9,80.3,0.233,0.287
34,11,194.0,77.8,119.5,102.2,90.5,84.0,65.8,0.267,0.33
20,0,182.2,70.3,114.9,71.5,79.2,79.0,72.5,0.275,0.282
34,11,196.7,68.9,113.6,99.5,76.0,78.3,80.8,0.267,0.299
29,6,196.2,80.4,110.1,91.4,78.5,80.8,83.0,0.271,0.302
30,9,187.5,88.5,123.5,77.1,87.9,75.5,74.3,0.272,0.298
38,17,181.9,78.4,101.6,74.1,77.2,72.6,72.5,0.263,0.249
27,8,181.9,82.6,105.7,85.5,82.4,76.2,72.7,0.268,0.279
24,5,183.2,109.0,113.2,84.2,85.8,83.3,73.3,0.272,0.304
21,2,179.1,103.9,111.0,85.5,77.4,74.7,68.3,0.26,0.273
26,5,183.4,79.7,125.5,86.6,74.2,83.5,75.3,0.269,0.303
36,13,188.0,88.8,113.6,81.2,78.5,82.2,81.7,0.282,0.285
36,16,185.5,70.7,123.4,85.4,84.5,76.8,68.9,0.262,0.3
31,13,191.2,94.4,121.6,84.1,75.6,76.0,66.9,0.28,0.276
23,0,185.3,88.6,115.6,90.1,81.1,82.0,75.7,0.274,0.31
36,16,186.7,99.4,96.6,79.4,83.7,74.3,72.9,0.262,0.272
30,11,186.4,63.7,120.7,85.6,88.3,77.5,77.8,0.274,0.318
25,2,197.7,103.6,122.2,84.1,72.7,85.4,83.0,0.272,0.288
27,9,183.7,75.2,116.8,75.9,66.3,76.4,74.2,0.263,0.253
36,13,185.9,87.3,118.0,86.6,79.5,81.7,69.3,0.257,0.296
37,18,192.0,90.7,114.0,78.6,79.9,79.7,69.2,0.275,0.279
24,6,180.3,78.7,117.2,72.0,84.1,81.2,87.8,0.247,0.299
27,5,187.5,99.1,119.5,78.6,74.6,91.0,83.2,0.261,0.31
25,6,167.7,78.6,118.8,77.5,75.6,74.9,71.5,0.291,0.272
24,2,180.4,83.8,99.3,79.8,84.7,83.5,66.8,0.279,0.274
30,8,187.2,84.8,115.0,92.1,80.5,92.1,72.9,0.277,0.306
29,8,177.2,90.2,108.9,73.8,79.0,82.8,80.0,0.277,0.285
26,3,179.7,66.1,117.7,87.1,92.6,83.0,76.0,0.275,0.336
25,5,189.9,105.4,121.9,78.7,86.6,77.0,77.7,0.28,0.308
36,15,180.2,75.7,111.2,79.9,77.6,85.0,87.5,0.262,0.284
30,7,169.3,100.2,120.4,88.4,74.2,71.6,63.0,0.29,0.265
37,18,183.9,101.0,99.9,73.0,89.8,76.4,69.2,0.276,0.273
31,12,172.4,99.4,116.0,89.9,79.2,81.2,78.0,0.267,0.301
37,17,176.0,84.9,104.1,94.0,89.1,80.7,66.6,0.26,0.3
30,12,174.2,87.6,114.5,84.0,76.9,84.6,76.4,0.267,0.29
26,8,175.8,101.3,93.2,82.8,76.9,78.3,67.8,0.275,0.249
30,9,178.0,81.6,112.2,73.9,78.6,78.2,71.7,0.263,0.26
27,5,187.0,80.1,111.4,83.9,84.1,81.6,73.9,0.286,0.296
34,12,186.4,69.3,113.7,86.4,76.2,80.4,67.8,0.287,0.27
33,15,188.2,105.2,102.9,81.3,75.7,71.4,70.2,0.262,0.241
33,14,191.0,94.4,104.7,82.7,74.0,82.1,77.1,0.297,0.268
36,13,181.2,103.8,102.7,98.7,77.8,80.5,72.5,0.242,0.278
25,6,196.7,94.3,112.2,81.4,75.1,70.7,70.1,0.256,0.253
39,18,183.1,92.0,113.2,73.0,79.3,75.9,84.9,0.298,0.276
28,9,177.0,88.3,117.0,76.6,87.0,71.8,68.3,0.267,0.287
38,17,169.3,102.5,115.5,78.8,91.1,81.4,80.3,0.24,0.321
22,0,203.0,95.0,113.6,90.4,85.6,86.5,82.0,0.266,0.323
31,11,191.0,80.2,98.1,79.2,79.7,77.2,68.0,0.249,0.26
23,1,189.6,80.3,109.2,93.0,84.5,77.3,70.5,0.262,0.279
20,0,182.2,77.3,117.2,86.7,78.3,78.2,81.9,0.26,0.302
20,0,194.4,88.1,114.5,84.2,69.9,75.5,69.3,0.278,0.255
29,9,176.7,102.8,117.8,95.1,84.6,78.7,64.8,0.274,0.301
22,3,194.3,98.9,111.1,74.6,75.3,79.1,75.7,0.279,0.263
25,3,187.7,95.4,110.3,86.3,85.0,78.6,75.4,0.262,0.297
37,15,173.7,105.3,111.2,80.5,87.8,84.7,72.4,0.27,0.297
20,0,175.5,77.1,126.3,84.3,74.8,76.6,65.0,0.259,0.275
38,19,194.9,90.1,113.3,81.9,79.8,78.2,74.5,0.26,0.284
23,4,182.6,91.7,106.0,85.9,82.1,82.8,74.5,0.285,0.286
26,3,191.7,83.8,131.6,79.2,89.0,81.5,73.6,0.265,0.336
27,4,182.8,90.3,107.6,75.1,80.7,77.6,83.8,0.269,0.286
26,8,178.3,75.6,114.7,78.7,78.2,77.2,80.7,0.279,0.278
26,5,191.6,90.7,125.4,77.4,80.5,84.0,84.5,0.258,0.314
33,12,182.5,102.8,112.3,87.1,79.7,69.4,71.2,0.274,0.266
23,1,185.0,70.6,102.6,85.7,84.5,82.1,70.2,0.27,0.289
28,7,189.0,81.3,118.0,97.2,86.9,77.8,83.8,0.27,0.328
26,7,193.4,101.4,115.9,85.4,81.9,79.5,76.5,0.273,0.299
26,8,185.7,96.0,108.4,87.3,86.5,81.2,71.1,0.282,0.29
26,6,186.3,84.1,116.6,77.4,92.7,80.7,81.1,0.252,0.321
25,4,188.4,81.2,113.1,78.3,82.1,75.6,62.4,0.252,0.282
31,13,192.0,80.7,104.9,79.3,85.9,73.3,69.6,0.269,0.273
22,2,187.6,88.3,116.3,82.2,75.3,79.9,82.9,0.264,0.274
23,0,179.5,100.8,114.6,83.0,77.2,83.5,59.6,0.298,0.275
37,15,189.9,75.7,107.2,73.4,77.6,82.9,70.0,0.278,0.265
39,21,179.3,83.7,108.9,89.3,83.8,74.0,71.7,0.242,0.295
23,0,195.9,79.8,109.6,85.3,81.0,73.9,80.1,0.28,0.277
21,2,186.3,85.0,114.2,85.4,77.1,80.1,64.8,0.254,0.286
36,17,177.3,83.5,104.7,88.5,79.7,75.4,72.0,0.286,0.257
38,20,173.6,81.1,102.7,84.1,80.8,78.5,71.3,0.267,0.276
23,4,180.9,85.2,116.2,90.7,72.7,82.5,78.7,0.279,0.289
24,4,184.9,85.3,111.2,80.1,85.8,74.3,74.9,0.236,0.291
25,3,187.0,83.2,116.4,89.0,80.4,79.3,72.1,0.276,0.288
27,7,185.5,75.3,117.5,79.6,87.9,78.7,82.3,0.245,0.325
38,19,184.5,68.3,126.5,80.0,78.8,88.4,78.2,0.257,0.313
26,4,183.7,79.3,109.3,80.5,86.3,84.0,76.4,0.276,0.294
38,20,188.2,92.4,103.2,79.5,80.7,81.7,68.7,0.27,0.264
24,6,183.9,83.0,115.8,69.2,83.0,87.2,66.0,0.276,0.285
24,3,176.2,83.2,121.8,98.8,80.1,73.7,65.6,0.283,0.293
26,4,189.8,95.8,122.3,85.9,79.2,73.6,68.2,0.253,0.289
36,16,184.8,97.5,130.4,86.2,79.8,79.3,74.0,0.271,0.302
23,0,193.4,73.2,109.1,84.1,90.2,79.4,81.0,0.258,0.315
25,7,191.2,84.2,110.5,92.1,80.8,74.7,63.5,0.292,0.286
39,21,192.0,82.7,112.6,86.7,83.3,76.1,78.3,0.305,0.292
31,8,180.0,77.4,101.7,78.6,74.4,82.5,71.4,0.295,0.252
24,3,186.8,106.5,123.8,78.7,78.1,78.2,74.9,0.259,0.289
27,7,190.8,86.0,124.5,83.4,86.5,77.0,86.1,0.283,0.319
34,13,193.4,75.2,112.5,85.3,83.7,79.8,76.7,0.266,0.302
36,17,183.0,99.7,114.5,89.6,76.0,76.2,70.8,0.268,0.273
31,11,172.8,102.5,115.0,88.3,75.6,83.1,67.5,0.25,0.286
26,3,185.9,91.6,107.3,80.1,82.4,88.1,82.9,0.274,0.296
36,13,180.8,88.9,108.7,69.3,82.3,81.6,67.1,0.266,0.271
24,2,174.4,77.6,115.5,71.5,79.2,82.7,67.0,0.262,0.283
34,14,178.0,84.2,106.5,88.7,77.3,81.1,77.4,0.263,0.275
21,0,190.5,68.7,117.5,69.5,75.3,83.2,84.5,0.28,0.285
32,10,200.2,85.1,104.4,80.4,80.7,74.3,77.8,0.27,0.271
22,3,185.5,70.2,111.1,77.2,82.7,80.6,68.8,0.274,0.279
28,7,169.6,89.0,110.6,95.4,73.1,79.0,79.6,0.273,0.285
28,7,183.1,88.6,103.4,74.0,74.6,79.1,76.2,0.273,0.258
26,7,186.0,89.1,114.3,80.2,88.7,81.8,89.5,0.29,0.314
29,11,188.0,62.4,111.7,88.4,73.4,71.0,74.0,0.313,0.25
38,15,170.1,85.6,107.4,86.4,73.7,74.3,75.3,0.27,0.268
23,2,182.1,81.3,108.7,78.0,91.5,77.3,72.4,0.284,0.293
22,1,176.1,81.1,118.4,79.1,79.7,78.8,83.2,0.26,0.301
36,17,179.8,81.9,101.2,74.9,79.7,78.7,81.5,0.252,0.27
35,16,195.6,82.9,109.6,79.7,84.2,82.6,77.0,0.266,0.306
37,15,188.8,90.3,117.0,89.1,81.0,76.7,82.5,0.252,0.299
29,10,169.6,80.6,104.0,83.6,87.2,77.5,74.4,0.289,0.278
35,17,187.7,80.5,111.1,87.7,82.7,76.7,69.6,0.291,0.284
24,3,184.6,83.6,109.9,78.3,87.8,81.9,69.6,0.26,0.297
37,18,188.5,100.3,100.9,83.5,87.9,76.9,88.2,0.269,0.29
33,15,182.9,81.5,104.1,84.7,76.4,76.7,75.2,0.279,0.268
26,3,192.4,85.8,99.4,79.5,71.8,75.6,73.6,0.272,0.234
24,6,183.6,91.9,111.8,82.1,91.3,76.5,71.5,0.288,0.303
31,10,192.0,83.3,111.1,83.3,73.5,80.4,75.0,0.263,0.275
28,10,179.9,85.3,118.4,72.6,75.7,81.3,75.1,0.277,0.28
33,10,190.8,91.5,109.4,84.0,73.4,76.8,79.2,0.26,0.268
29,7,188.8,79.5,121.8,76.8,73.3,76.1,78.5,0.266,0.276
29,9,192.0,84.6,108.4,89.5,83.0,79.0,73.5,0.249,0.296
26,7,191.1,103.2,119.3,83.6,79.7,74.8,78.2,0.28,0.28
21,0,193.4,109.2,114.0,75.4,74.8,80.6,69.6,0.284,0.264
34,12,179.9,88.2,119.6,91.0,82.7,78.6,74.7,0.266,0.305
39,21,187.8,87.7,107.2,75.4,87.0,70.8,74.2,0.257,0.282
20,0,185.8,98.3,105.3,81.7,79.9,81.9,72.8,0.254,0.276
29,11,176.5,87.2,106.7,85.7,69.2,80.2,62.4,0.271,0.245
28,6,190.8,63.6,99.6,86.1,79.8,81.2,74.6,0.309,0.267
22,4,183.1,72.2,119.9,90.1,78.1,81.6,65.3,0.246,0.294
30,10,176.0,101.4,119.4,77.5,72.7,76.9,84.3,0.272,0.286
26,6,188.5,87.8,114.1,73.0,77.3,83.2,77.5,0.256,0.278
36,16,187.5,97.2,117.3,86.1,78.5,74.9,74.5,0.293,0.271
37,19,176.1,84.6,118.0,77.6,88.1,84.9,70.3,0.28,0.314
37,17,184.4,99.3,109.6,81.2,79.6,78.0,74.3,0.27,0.276
26,7,187.7,100.1,115.3,79.9,79.3,71.3,85.5,0.271,0.275
32,12,180.0,90.4,117.5,85.4,91.2,77.7,82.8,0.268,0.328
22,4,184.0,87.8,113.5,73.5,79.6,83.0,70.4,0.258,0.286
26,8,192.6,81.4,113.6,88.2,78.7,78.2,88.2,0.259,0.299
29,6,180.9,82.6,115.2,91.8,85.0,74.5,75.7,0.267,0.301
31,10,187.9,89.6,107.3,83.2,89.6,74.2,77.6,0.284,0.292
20,0,187.5,84.7,104.6,90.6,75.4,78.1,71.6,0.254,0.26
20,0,181.8,85.1,121.7,73.3,77.7,84.2,78.3,0.276,0.293
21,0,190.4,104.4,97.6,87.5,83.9,84.1,77.7,0.289,0.289
27,4,189.6,86.6,118.1,88.2,81.7,79.8,69.2,0.289,0.296
39,17,187.7,94.2,102.7,91.3,80.5,73.1,74.2,0.255,0.267
32,9,180.5,73.5,100.9,82.9,79.6,75.6,71.9,0.259,0.272
25,6,186.9,99.4,97.7,77.8,84.4,80.0,88.2,0.237,0.287
31,12,203.2,93.7,109.4,96.1,85.4,77.0,73.2,0.256,0.298
23,3,192.6,81.3,107.7,75.5,71.8,76.9,85.5,0.239,0.266
27,8,180.1,86.6,122.3,86.9,80.5,83.7,69.7,0.265,0.308
24,5,192.7,77.9,114.7,85.3,81.1,74.8,84.9,0.268,0.282
31,11,190.0,58.0,116.4,84.8,73.5,77.7,74.5,0.261,0.279
29,9,172.5,106.9,108.2,80.4,83.8,66.1,67.8,0.258,0.262
21,3,188.7,77.6,117.2,78.2,79.3,81.6,66.5,0.269,0.287
30,8,176.3,109.7,107.7,85.6,77.4,76.8,67.8,0.272,0.263
22,2,180.2,83.2,115.2,86.0,79.5,75.8,68.8,0.27,0.264
24,6,191.4,78.6,125.8,78.4,84.4,74.5,78.3,0.276,0.312
26,5,176.7,80.1,104.2,83.7,69.8,77.2,75.4,0.274,0.245
31,10,194.4,83.5,102.5,83.5,82.5,78.1,75.8,0.283,0.272
38,15,186.5,77.5,95.0,77.7,81.5,72.5,74.9,0.231,0.264
32,10,183.9,81.6,105.1,83.8,74.4,73.9,73.9,0.268,0.256
23,1,183.8,92.1,117.1,77.8,75.7,78.6,68.4,0.29,0.268
38,19,171.5,92.9,113.8,86.8,80.3,70.7,85.6,0.278,0.287
28,7,182.5,100.4,110.6,88.2,80.5,84.6,78.4,0.267,0.293
36,14,178.8,83.7,113.2,81.8,82.2,85.9,66.4,0.262,0.297
35,12,203.1,84.3,116.6,79.2,82.5,75.9,71.3,0.274,0.298
38,20,179.9,93.7,123.3,82.1,83.2,78.9,68.3,0.268,0.305
21,0,192.1,110.4,112.3,81.6,76.6,77.5,68.1,0.264,0.273
36,16,196.1,68.2,105.4,87.5,79.9,78.8,78.8,0.29,0.274
37,16,182.7,81.2,110.5,82.0,79.7,76.5,81.0,0.257,0.282
29,11,186.1,74.7,126.7,89.2,76.7,70.2,55.8,0.28,0.272
32,13,187.8,89.0,107.9,80.0,86.0,77.1,72.3,0.254,0.279
25,2,183.5,97.1,104.5,81.2,82.7,74.1,78.6,0.269,0.284
33,10,187.5,91.9,113.4,80.5,81.4,78.7,82.4,0.258,0.296
25,5,185.2,96.0,111.8,72.1,72.3,79.0,83.1,0.272,0.267
30,9,184.3,90.5,100.4,89.1,81.4,74.0,67.7,0.292,0.253
39,18,176.7,79.6,117.0,70.0,78.5,78.3,76.5,0.266,0.271
34,14,192.2,92.8,103.4,83.4,82.7,78.9,66.5,0.261,0.276
25,2,183.2,96.7,111.2,90.7,88.6,78.7,72.4,0.262,0.311
35,17,166.5,103.9,107.5,89.9,81.5,81.4,78.4,0.288,0.285
34,15,184.9,99.7,119.9,82.9,78.6,75.7,78.8,0.284,0.284
27,8,177.2,90.5,108.7,82.3,75.9,79.3,73.4,0.276,0.266
34,14,189.3,67.6,113.6,80.6,87.0,78.5,88.3,0.282,0.31
20,0,186.4,95.0,113.1,76.0,72.3,76.0,68.8,0.273,0.248
