"horas_estudio","tiempo_lectura","horas_sueno","uso_redes","motivacion","asistencia","nivel_socioeconomico","apoyo_familiar","estres","rendimiento_academico"
8,7,5,8,5,85,3,5,1,85.44
2,3,8,6,7,95,1,9,5,82.39
3,3,4,4,1,90,1,8,5,76.03
4,5,4,5,9,100,4,10,7,90.31
10,9,9,1,4,85,1,10,5,78.58
10,10,8,7,6,63,3,3,8,85.9
4,4,7,4,2,90,3,5,9,80.06
9,10,7,6,10,96,3,9,7,95.38
2,3,4,8,6,66,5,8,1,84.62
4,4,9,4,4,68,4,1,8,79.32
4,5,4,5,9,95,3,4,3,86.32
1,3,6,5,3,88,5,1,6,76.54
3,4,6,8,1,65,4,9,10,84.37
5,6,8,1,7,89,2,4,2,82.83
5,5,4,3,8,65,2,9,2,85.55
9,9,9,6,2,77,4,3,3,76.13
8,7,7,2,6,63,3,7,9,85.17
3,3,6,3,6,80,4,7,4,82.03
2,3,8,6,7,61,1,6,5,80.36
9,9,7,7,1,87,2,8,5,77.29
10,9,7,6,5,61,4,2,10,84.79
3,4,9,6,9,96,1,3,9,86.62
1,2,5,1,5,65,1,3,8,75.88
4,5,4,5,3,80,3,3,10,82.23
1,1,6,7,10,62,2,6,7,83.52
5,7,5,1,8,75,1,1,1,82.79
2,2,4,5,8,91,2,9,1,82.49
2,3,6,4,10,83,2,3,1,82.04
8,7,5,8,6,63,5,2,2,86.15
3,3,5,7,3,96,4,6,9,84.04
2,3,7,2,1,69,5,7,8,77.09
8,8,8,2,1,91,1,9,2,74.41
3,5,6,2,5,82,5,6,6,80.51
4,2,4,5,9,77,3,8,6,87.04
7,6,6,7,2,79,2,7,2,79.88
9,9,8,7,4,83,1,8,9,84.56
3,3,5,7,5,71,3,2,1,80.49
10,8,7,8,4,81,3,7,1,82.81
6,6,4,2,4,100,4,6,9,83.88
6,7,5,4,3,80,3,7,2,80.21
6,5,4,5,10,66,1,2,10,91.46
5,6,6,6,1,100,4,2,6,78.09
10,10,5,3,2,71,5,8,3,75.6
5,7,6,7,7,87,1,5,6,86.52
6,6,6,1,2,79,1,10,4,77.02
9,9,8,5,10,91,5,4,6,93.36
10,10,7,1,9,69,2,10,2,88.96
2,2,7,4,4,90,5,10,5,80.45
3,4,8,2,1,80,2,2,3,72.89
4,4,5,2,2,60,5,6,1,76.62
7,6,5,2,9,67,1,4,10,90.52
6,6,4,7,10,66,2,1,8,91.45
4,4,4,2,1,81,5,1,5,75.76
1,1,5,5,2,77,4,7,10,80.29
3,2,4,5,5,60,2,6,10,83.27
2,2,8,8,2,100,5,6,10,84.92
2,1,6,8,7,64,1,5,5,81.8
6,5,4,1,4,83,5,6,9,84.11
9,9,7,1,2,78,2,7,5,75.7
5,7,5,2,1,62,1,7,8,76.48
7,7,4,1,6,79,1,3,5,82.08
8,9,5,5,7,97,4,2,3,86.25
8,7,4,2,8,80,1,9,4,86.47
3,3,7,6,10,69,2,10,1,87.69
10,10,5,6,9,74,1,10,3,90.77
4,4,7,4,10,83,5,4,8,89.36
1,1,5,8,2,92,1,3,10,79.42
9,9,7,5,6,77,1,4,4,82.36
5,3,7,7,6,67,5,7,1,86.14
9,7,6,7,7,91,5,7,2,89.43
6,6,5,8,8,70,2,3,5,88.34
5,4,4,3,1,74,3,2,5,74.69
5,5,4,3,8,64,2,8,2,84.95
3,5,4,2,9,73,5,9,7,86.96
3,4,4,7,8,75,1,4,6,84.82
4,5,6,6,7,74,4,5,8,87.4
9,10,6,6,9,89,5,8,8,95.41
9,9,4,1,10,90,1,5,8,92.03
3,3,9,3,3,71,5,1,9,78.71
4,4,5,5,7,74,3,3,3,83.17
8,9,5,5,3,75,4,10,5,81.32
3,5,9,5,9,85,2,4,7,84.12
6,6,7,3,2,92,4,8,5,78.4
6,10,7,7,4,95,4,3,4,83.64
5,7,7,8,3,73,1,3,7,81.57
1,1,9,4,2,68,2,10,4,73.92
6,6,6,4,10,75,5,1,7,89.51
9,9,7,1,10,84,5,10,9,96.4
9,9,6,8,4,81,4,5,7,84.41
4,3,8,5,9,97,3,10,5,88.43
10,10,6,2,5,75,1,10,9,84.38
1,1,6,8,4,93,4,8,10,84.93
5,6,5,2,7,70,2,4,7,83.18
7,6,4,3,3,73,1,5,4,76.88
10,9,8,3,2,87,4,5,6,75.33
5,5,9,2,8,75,5,1,8,85.85
5,6,5,7,1,64,4,7,3,78.79
1,2,4,1,6,67,4,1,10,80.36
9,9,4,5,4,68,5,5,4,80.81
7,7,7,5,10,76,3,9,1,91.88
5,4,9,1,10,83,1,8,6,87.79
4,3,6,3,5,100,4,7,3,81.27
9,8,9,7,6,66,3,10,5,87.38
4,4,4,7,3,91,5,2,5,80.81
4,5,5,3,3,91,5,4,2,79.01
7,8,8,2,9,85,3,1,3,86.51
10,10,7,2,3,63,3,9,6,77.57
7,8,6,5,4,63,5,3,1,81.01
5,5,5,5,8,74,3,6,2,86.07
6,4,9,5,1,92,5,10,9,82.09
8,9,9,1,1,86,2,1,2,72.6
10,10,7,4,5,91,1,3,1,79.87
7,7,7,1,5,83,5,10,6,84.77
10,8,6,8,10,90,5,4,1,95.68
3,4,7,5,9,69,2,4,6,83.75
3,4,7,5,4,74,1,6,3,78.47
10,10,4,1,8,72,4,1,2,85.57
3,3,4,1,5,63,5,10,1,81.63
4,6,6,3,6,64,3,4,1,80.54
5,3,4,8,1,100,2,1,6,78.62
5,2,9,6,2,72,4,1,5,76.96
6,6,7,1,7,93,2,8,8,87.57
4,4,7,2,7,61,4,4,4,81.64
1,1,8,5,4,60,2,5,6,75.19
1,1,4,4,1,84,5,1,2,72.83
10,10,4,7,5,69,2,2,7,82.45
10,9,4,2,1,70,2,10,3,73.13
5,7,5,6,7,90,5,1,2,85.52
1,2,7,3,3,69,4,3,9,76.6
2,1,9,2,8,74,1,2,4,76.49
2,1,9,7,2,90,3,7,6,78.15
5,5,5,8,2,63,3,6,9,82.8
1,1,9,1,5,61,3,8,6,76.48
8,7,8,5,5,92,2,1,2,80.57
3,2,5,2,2,64,3,7,1,76.16
9,10,5,4,1,90,4,5,10,79.19
6,5,4,7,3,69,1,5,10,83.38
6,6,4,1,9,94,2,5,10,91.35
5,4,8,4,7,94,3,2,8,85.01
4,5,5,8,4,60,4,2,4,81.53
7,7,7,5,2,78,4,9,1,80.18
2,1,7,7,7,97,4,4,1,83.06
9,8,9,3,1,81,4,1,8,73.93
9,9,7,4,5,85,4,1,6,81.4
6,4,8,5,10,68,2,1,8,89.41
5,5,9,6,7,97,5,3,2,86.12
7,9,6,7,9,62,5,9,2,93.02
2,1,4,8,1,65,1,7,2,76.4
10,10,7,4,10,71,3,8,1,92.05
5,6,7,7,10,67,5,4,6,90.48
8,7,4,3,5,85,1,1,2,78.83
8,7,8,4,7,80,5,2,4,84.83
10,10,9,2,7,64,3,10,3,85.17
8,7,6,7,1,96,1,7,7,77.92
7,8,9,8,7,97,1,6,3,87.86
5,5,6,8,8,77,1,7,3,88.21
6,5,7,5,8,77,5,7,6,89.3
3,3,8,8,6,98,1,7,5,83.8
9,10,7,4,1,86,1,9,2,74.73
10,10,6,3,5,97,4,8,6,83.64
9,8,4,7,3,74,1,4,2,78.52
8,8,8,1,2,73,1,4,9,77.94
4,3,8,3,4,78,1,8,2,78.18
4,4,9,1,9,97,1,9,6,86.2
9,8,5,4,8,96,2,8,5,88.18
4,5,5,2,10,80,3,7,3,86.76
9,8,6,6,9,92,2,9,9,94.4
8,8,8,4,6,93,2,10,10,88.58
3,3,5,4,7,62,4,9,5,83.46
4,3,8,8,10,77,5,6,9,94.12
8,7,9,7,1,76,2,2,10,78.7
5,6,6,3,3,92,4,10,3,81.03
6,6,8,8,9,72,2,4,4,89.37
5,4,8,2,2,85,4,3,6,76.68
8,8,5,8,1,79,5,9,10,85.14
3,2,4,2,5,96,5,10,2,82.32
2,1,6,3,9,88,2,8,6,82.56
10,9,5,4,9,80,4,4,2,89.15
7,9,8,7,5,62,1,5,4,82.62
5,5,6,8,6,78,4,8,5,88.07
7,6,8,5,1,60,2,4,2,73.92
5,6,7,6,1,76,2,1,8,76.72
9,9,4,4,4,72,3,10,9,84
5,7,9,2,8,82,3,4,8,86.74
6,6,6,1,8,62,5,9,2,87.47
8,9,4,1,6,97,5,7,1,86
4,4,4,8,1,81,1,8,9,81.66
5,5,6,1,6,86,2,1,5,80.95
10,10,8,8,1,63,1,9,5,76.05
4,5,7,2,9,97,1,3,2,83.3
1,1,6,4,4,74,4,8,1,76.8
8,7,4,6,8,86,3,3,5,88.09
3,2,5,6,1,87,1,10,7,78.74
2,2,5,3,6,94,1,10,1,80.11
10,10,8,8,7,78,4,5,9,91.21
6,7,5,5,1,76,1,4,9,77.99
1,1,8,5,2,64,3,3,10,77.26
4,4,7,7,1,89,5,5,8,81.26
7,6,6,2,3,78,1,6,1,77.73
10,10,6,7,4,83,4,9,9,86.84
4,5,6,8,4,92,2,4,9,85.49
9,10,8,5,8,79,1,6,6,87.69
8,7,4,6,9,100,2,6,5,91.18
9,8,5,4,4,61,1,9,10,83.4
2,2,8,1,7,77,2,7,10,83.37
8,8,7,2,8,78,4,6,9,89.93
7,8,8,1,10,66,5,3,4,89.17
5,5,9,5,6,76,4,7,1,84.23
8,7,5,3,10,75,5,6,8,93.65
2,3,8,7,6,62,2,1,4,78.82
5,4,7,1,10,79,5,9,7,90.81
5,5,7,6,10,92,5,5,2,90.69
4,4,4,4,8,83,4,7,2,85.73
9,8,7,7,8,91,2,4,5,88.63
10,10,6,6,10,74,4,1,9,94.27
10,10,6,6,7,99,2,9,7,89.6
2,3,5,2,9,89,1,2,8,81.84
7,8,7,5,1,62,3,9,4,76.51
6,4,6,5,6,67,5,1,3,82.92
4,5,5,7,4,99,2,4,9,84.29
5,5,9,7,1,89,5,3,5,78.18
10,7,5,3,6,97,2,6,7,83.02
1,1,4,6,1,63,3,1,4,71.95
6,7,9,7,1,90,1,10,2,78.37
8,9,9,5,7,68,2,3,2,84.27
4,4,4,8,7,87,5,4,2,87.07
10,10,5,2,5,91,1,1,5,78.71
3,4,7,8,2,85,1,8,10,83.89
5,4,8,7,1,96,1,1,10,80.66
8,7,7,2,9,74,4,9,8,91.14
6,7,8,1,4,67,1,10,7,81.34
9,9,7,4,8,94,1,5,9,89.39
8,8,6,1,5,66,1,7,10,83.83
9,7,9,7,1,93,2,2,8,76.54
6,6,4,6,10,97,5,4,4,91.91
2,4,9,7,7,71,3,7,9,84.98
5,5,9,6,9,87,5,8,10,94.09
8,8,4,3,9,64,3,9,5,89.77
5,5,6,2,4,75,2,6,9,82.39
4,4,9,1,6,79,1,2,4,78.17
5,5,4,4,1,62,3,5,7,76.26
8,8,8,3,1,61,3,8,5,74.42
2,1,7,3,4,91,1,6,7,76.85
5,5,7,2,7,65,4,10,4,84.95
10,10,7,6,10,87,2,2,8,93.45
10,10,5,5,6,89,1,9,8,86.16
8,9,7,7,10,91,2,3,4,92.35
4,5,8,5,3,78,5,9,7,82.43
3,3,8,1,1,83,3,3,7,74.99
7,6,8,7,5,82,4,10,3,86.07
6,6,5,3,2,65,2,9,9,80.01
1,2,6,6,3,61,5,10,3,78.55
9,10,5,8,9,81,1,9,3,92.87
5,4,7,2,1,80,4,2,7,75.55
7,8,5,6,8,99,4,1,10,92.12
3,2,9,2,7,73,5,1,5,79.96
7,7,4,3,6,73,3,1,10,84.75
9,10,5,4,8,89,3,9,8,91.06
7,7,5,7,5,100,3,5,10,89.45
8,9,9,3,2,66,5,6,6,77.4
6,7,6,2,3,67,4,1,8,79.08
9,10,6,6,7,87,1,2,8,87.73
5,4,8,2,1,80,4,4,7,76.57
1,1,7,1,6,72,3,9,8,79.95
7,6,8,1,5,90,2,4,10,84.28
9,10,8,7,4,66,5,3,6,82.09
5,5,6,1,8,79,1,9,3,85.17
6,5,4,8,4,68,5,4,9,86.82
8,8,4,2,4,85,5,1,8,81.65
5,5,5,1,10,88,5,7,6,90.59
7,7,9,4,4,93,1,1,1,78.29
4,4,6,6,5,63,2,8,9,84.32
10,9,4,2,9,63,5,5,8,90.97
8,7,8,6,10,83,4,4,3,92.49
7,6,8,2,6,78,3,9,3,83.66
7,7,7,8,4,98,3,3,2,83.87
10,9,4,5,9,97,1,9,7,91.68
1,1,9,2,5,86,3,9,2,76.52
3,5,5,8,9,86,4,8,8,91.62
10,8,5,2,8,98,1,2,4,84.74
4,3,9,1,9,69,2,4,3,82.97
9,9,6,6,7,85,3,5,4,86.47
4,6,9,4,2,62,2,5,10,79.84
6,6,9,3,2,68,4,7,4,76.8
6,6,9,4,3,95,2,3,8,79.63
7,7,8,1,2,77,2,10,5,76.94
7,7,5,4,8,71,5,6,10,92.44
4,3,7,1,1,67,3,2,5,73.36
2,3,7,1,5,61,4,3,9,80.23
4,3,4,5,3,60,5,9,7,81.6
5,5,7,4,4,81,2,2,1,78.78
10,10,6,8,9,91,2,1,4,90.76
3,4,6,8,4,95,3,3,7,82.87
9,8,5,4,9,81,3,6,7,90.59
1,1,6,5,8,87,3,5,3,79.96
8,8,9,5,3,68,5,7,9,82.37
4,4,7,7,3,60,2,7,7,80.91
10,10,9,6,4,76,3,10,1,80.8
8,9,4,3,6,96,1,1,6,82.33
4,4,6,8,5,98,4,6,9,88.62
2,2,5,2,9,63,2,8,2,81.51
3,3,5,8,3,86,1,6,5,80.24
7,6,4,2,7,82,4,8,3,86.25
1,1,8,1,8,74,3,3,4,77.28
9,8,5,8,6,74,1,2,1,84.79
6,6,7,1,5,70,1,4,5,79.98
6,7,4,8,7,96,4,5,9,91.81
7,6,8,7,2,77,2,9,1,79.97
10,10,4,3,9,71,2,6,4,88.19
9,10,8,1,5,95,3,10,3,82.79
10,10,4,1,8,98,4,8,10,93.02
3,3,4,4,9,80,1,5,6,83.87
5,6,5,5,3,71,2,9,7,81.39
7,8,6,8,4,99,1,2,8,83.69
7,7,4,6,9,83,5,8,8,94.16
4,4,5,8,4,77,1,10,2,83.34
4,3,6,3,2,92,2,2,4,75.59
3,3,7,7,2,94,1,5,8,80.24
1,3,4,8,1,79,1,10,4,76.87
6,7,6,5,5,80,1,6,1,82.42
5,4,7,1,6,82,4,9,5,83.97
3,3,7,5,3,77,3,10,1,79.66
6,6,8,3,6,60,2,1,7,81.14
1,1,9,3,10,79,3,10,4,81.4
10,10,4,1,7,79,5,6,9,88.92
10,10,8,4,8,94,2,7,4,87.71
9,10,8,7,5,96,1,9,5,85.52
9,7,7,1,8,76,5,8,3,88.3
2,3,4,4,4,80,1,6,4,77.11
1,2,5,5,3,81,1,10,4,76.04
10,9,8,3,1,67,5,5,6,73.14
4,7,4,8,4,88,1,3,6,82
1,2,6,2,8,92,2,4,1,77.96
3,3,6,4,5,94,1,8,2,80.07
10,10,4,2,5,66,5,3,7,81.91
5,5,6,3,9,78,5,9,7,90.38
1,1,8,7,7,94,2,1,2,78.12
3,4,8,4,3,79,3,8,3,77.86
2,1,4,8,5,63,5,2,7,81.87
8,7,9,2,1,74,3,8,8,76.23
2,3,8,4,8,89,1,3,2,80.11
4,6,5,1,6,96,4,7,2,83.03
2,2,6,5,2,88,3,2,1,75.08
9,8,7,1,5,76,5,1,4,79.49
5,6,7,1,3,96,5,6,1,80.32
1,1,7,2,4,64,3,10,2,76.28
4,4,7,6,1,65,3,2,6,76.14
2,6,5,1,1,73,2,10,8,77.56
3,4,9,1,1,60,5,1,4,73.04
2,3,5,3,2,76,2,6,2,74.7
5,3,5,7,5,71,3,3,5,82.6
6,5,7,5,9,84,5,1,5,88.49
8,9,8,3,3,66,2,3,8,78.19
5,7,4,2,3,93,1,8,3,78.73
4,5,7,3,10,63,3,8,5,86.7
3,3,6,8,9,73,3,7,3,87.29
8,7,8,3,2,93,5,5,4,77.68
10,10,6,7,5,73,4,4,9,86.55
6,5,6,8,2,81,2,3,6,80.11
4,3,9,5,3,82,1,8,7,79.75
1,1,5,3,8,92,1,5,5,78.79
3,2,8,1,8,84,4,2,6,82.12
4,2,8,5,5,82,1,4,3,79.39
5,5,6,3,3,90,5,4,10,83.49
3,5,7,7,8,77,2,9,3,85.78
4,3,9,1,7,90,4,9,7,85.6
4,2,4,6,7,88,4,2,3,84.6
4,4,6,1,8,86,5,1,2,83.54
6,5,4,8,6,88,5,7,1,88.89
5,6,5,4,2,64,5,1,5,76.81
7,9,6,5,6,93,5,2,3,84.92
9,8,9,6,5,72,2,9,3,82.36
8,9,8,8,2,72,5,10,6,83.07
4,6,5,3,2,69,4,8,10,81.25
4,5,8,5,1,92,3,3,1,75.75
7,7,7,3,4,88,5,2,8,81.84
5,6,8,6,5,73,3,7,4,83.02
9,9,4,5,8,84,2,8,5,88.22
4,4,4,3,10,91,3,5,9,89.91
1,1,5,4,7,91,2,5,1,78.2
5,6,6,1,6,81,5,9,7,86.43
1,1,9,7,3,64,1,5,7,76.46
2,3,9,1,4,95,2,6,2,76.63
4,4,5,7,9,77,4,9,6,89.88
9,10,6,2,2,85,5,9,10,82
6,7,5,8,1,98,2,8,7,81.82
4,3,4,8,7,73,1,1,7,84.56
8,8,5,6,5,61,5,6,8,86.37
2,1,4,6,8,98,3,8,2,84.05
7,7,8,2,9,73,4,1,10,90.77
8,10,9,1,4,92,4,2,9,82.6
4,5,7,5,1,95,3,3,5,76.03
4,4,6,7,10,98,4,6,2,90.35
2,3,7,6,6,78,2,9,6,82.03
8,8,7,7,1,83,4,10,6,80.12
1,1,5,2,9,82,5,5,4,79.97
1,1,8,1,2,75,3,4,7,73.86
10,10,4,8,4,86,2,5,8,84.46
7,7,8,7,3,99,5,3,6,82.86
1,1,4,3,5,86,4,8,2,77.69
9,10,6,8,8,63,2,2,6,88.8
5,7,4,2,9,68,3,3,6,85.6
1,3,4,2,3,72,2,10,2,75.08
2,4,5,7,8,63,1,6,2,82.62
5,5,6,6,7,88,5,7,3,87.22
2,3,7,7,4,72,3,3,4,78.36
6,4,4,6,3,61,1,4,5,78.31
8,7,8,3,7,77,2,7,4,84.42
6,8,7,3,10,67,4,9,9,94.13
4,6,5,6,10,93,3,10,9,93.82
10,10,7,8,10,76,2,8,8,96.51
6,7,7,5,6,88,2,5,6,84.46
1,1,9,7,3,99,5,9,8,81.73
9,9,4,4,5,65,5,2,6,81.32
2,2,9,5,6,98,2,4,1,78.79
3,4,4,1,4,76,2,9,5,79.47
9,9,7,1,4,72,5,2,6,79.36
1,1,5,6,4,93,3,7,4,78.29
9,10,9,5,6,79,4,6,2,84.63
3,2,9,3,6,62,3,7,3,79.61
5,6,7,5,5,80,2,1,5,80.23
9,9,8,5,9,88,2,6,10,93.83
3,3,6,1,9,64,1,10,2,83.59
7,9,8,2,2,93,2,8,7,78.47
10,10,5,3,10,84,4,1,6,90.57
9,8,9,3,10,79,4,9,3,91.42
7,7,9,4,1,100,4,9,9,80.2
8,9,9,8,9,64,5,10,9,97.54
6,8,6,6,3,75,4,5,6,81.7
3,2,4,6,9,82,3,9,6,87.61
1,1,5,5,6,83,3,4,4,77.76
5,3,9,7,3,73,2,9,3,80.63
8,10,7,6,2,75,2,3,6,78.04
4,3,9,1,10,75,3,1,10,88.39
8,8,7,4,6,77,2,3,2,82.08
6,6,6,1,8,95,4,1,3,84.94
9,10,6,1,4,64,1,2,7,78.41
6,4,6,6,1,87,1,5,9,78.62
1,1,6,1,4,92,1,4,2,73.78
7,7,4,3,4,77,4,3,10,83.42
8,8,7,4,3,86,4,10,6,81.26
7,6,4,3,5,74,4,8,4,82.59
8,9,6,7,1,92,1,1,4,75.19
1,1,9,1,1,92,5,3,4,72.84
8,9,8,3,10,62,4,7,4,90.57
2,2,8,5,5,98,1,2,7,78.36
6,7,9,2,3,75,4,6,6,78.75
9,8,7,2,8,80,2,1,8,86.14
5,5,4,8,10,80,5,7,7,94.63
9,10,6,7,1,85,2,3,9,78.28
3,1,9,2,9,97,3,3,8,84.11
10,10,4,1,8,92,2,10,10,92.44
5,6,4,3,2,93,3,6,4,77.72
7,6,8,2,4,100,5,9,5,82.23
7,5,4,5,9,76,4,1,5,87.87
9,10,5,2,6,73,3,8,3,83.35
7,8,4,8,1,83,3,7,4,79.49
4,4,9,6,3,89,2,2,10,81.42
7,6,9,2,10,75,2,1,6,86.59
8,8,6,3,10,73,1,6,4,89.29
4,5,6,4,3,61,4,2,8,79.77
5,5,6,3,10,81,5,7,5,89.82
2,1,8,2,1,71,3,6,4,72.64
4,2,8,1,2,70,1,3,1,74.03
8,8,5,5,8,64,3,1,2,85.68
8,9,4,4,10,77,5,9,4,93.59
5,6,6,8,10,64,3,7,4,91.79
4,6,5,2,5,87,2,10,7,82.61
8,9,7,4,4,69,2,3,5,78.8
8,7,9,5,4,100,5,6,6,82.64
10,9,9,6,6,89,2,6,5,84.57
7,5,8,8,1,76,5,7,3,79.58
1,1,9,5,9,76,3,9,4,81.7
1,2,6,6,3,66,5,5,5,77.15
7,7,9,6,4,82,5,1,9,84.05
4,4,8,2,8,87,2,4,8,84.92
6,5,7,4,10,90,1,8,2,89.07
3,4,5,7,8,96,4,10,7,89.11
7,8,7,8,10,98,4,3,6,95.31
3,4,4,2,10,93,4,2,5,84.25
9,9,4,3,8,62,5,4,1,86.93
1,1,4,7,6,82,3,9,9,83.45
8,7,5,6,5,91,1,2,7,81.77
3,3,5,3,6,74,1,8,7,80.98
7,7,5,1,5,88,2,7,4,81.85
6,6,5,1,10,81,4,7,4,90.66
5,6,7,7,10,65,1,5,4,88.99
7,6,9,1,4,91,4,5,6,80.82
9,10,9,5,3,66,2,2,4,76
8,7,6,6,2,94,4,1,1,77.69
9,8,7,6,10,77,3,6,8,94.57
10,10,8,3,5,74,4,10,10,85.8
2,3,7,4,10,69,1,4,1,81.48
1,2,6,7,3,82,3,2,2,76.5
5,4,6,6,1,99,1,7,5,77.65
9,10,4,2,9,99,3,7,9,92.68
10,9,4,6,8,78,4,10,8,91.51
7,6,4,6,7,82,4,10,5,89.38
9,10,5,4,5,81,1,9,7,83.7
2,2,7,6,8,74,4,8,7,84.86
9,10,5,5,8,93,4,4,10,93
9,9,7,8,8,80,1,9,8,92.73
8,8,7,8,3,62,3,5,7,82.62
5,5,5,7,10,91,4,7,9,95.46
10,9,6,1,5,100,4,5,7,82.52
9,10,5,4,2,66,2,4,9,77.62
4,3,6,8,8,90,3,6,7,89.36
10,9,6,2,5,96,2,9,6,82.15
4,5,5,7,10,76,5,3,6,89.95
5,4,9,7,10,92,3,8,1,91.8
10,9,6,3,8,85,2,5,7,87.69
1,1,6,3,7,70,5,1,4,76.62
10,10,6,1,1,76,3,5,9,75.32
9,8,7,4,9,66,1,4,3,87.15
3,1,4,8,6,78,4,5,1,84.32
3,4,4,7,1,71,4,1,6,77.63
3,2,9,3,7,85,3,1,9,82.8
9,9,4,2,2,63,3,5,4,74.69
3,2,7,2,1,67,3,6,1,74.36
10,10,7,1,6,87,1,3,7,81.73
10,9,4,8,2,72,3,10,5,79.5
5,7,4,7,2,100,3,10,10,86.23
9,9,7,5,1,68,1,3,10,75.92
10,9,9,4,8,66,4,5,9,88.86
9,9,6,1,8,71,1,9,5,87.3
7,8,5,3,6,69,5,4,5,83.6
7,7,8,7,2,88,1,2,6,77.87
1,1,5,3,8,81,4,7,6,80.27
8,9,7,7,10,97,5,3,9,97.16
9,8,8,4,3,66,1,1,8,76.19
8,9,4,6,10,66,5,3,1,92.13
6,6,4,6,7,60,2,4,8,86.62
1,1,6,5,10,91,2,4,10,84.08
5,5,4,4,6,66,4,2,7,82.97
5,6,6,6,10,98,2,7,9,93.17
6,7,6,2,1,83,1,7,8,76.52
1,1,9,1,6,87,1,8,9,79.38
10,10,9,3,8,62,5,8,7,89.12
6,5,5,7,1,70,5,3,7,79.52
7,6,7,5,3,92,2,10,2,80.73
3,3,7,7,8,91,4,8,2,86.47
5,6,6,7,8,67,5,10,5,90.07
3,4,9,8,7,92,5,10,10,91.29
8,9,9,1,7,65,5,10,4,87.26
2,2,6,6,10,90,4,1,2,83.6
6,6,7,3,10,91,1,8,10,92.77
9,10,9,5,10,77,3,6,7,93.54
5,6,5,7,6,94,2,9,10,90.79
5,4,8,3,1,62,3,9,3,76.13
9,8,5,5,2,91,1,9,6,77.52
8,8,9,1,5,98,1,10,3,82.02
6,5,6,7,2,64,4,2,1,78.62
9,9,7,4,9,66,4,7,4,90.02
5,5,8,5,8,91,3,1,8,86.88
6,6,9,4,7,100,4,2,5,84.9
2,4,7,2,2,84,4,10,4,76.79
2,1,7,5,6,91,1,2,9,80.56
3,2,8,5,1,87,5,3,5,76.52
9,9,8,8,5,66,1,8,2,84.13
3,3,4,6,6,85,2,1,10,84.04
9,7,8,1,1,84,3,4,6,73.24
2,2,8,8,9,76,4,7,3,86.4
4,4,4,6,8,73,2,6,10,89.9
9,9,4,7,5,69,3,10,6,85.29
4,3,9,3,3,87,5,6,1,78.61
9,10,9,1,4,82,1,1,3,76.59
1,1,8,1,10,87,1,6,8,81.49
2,3,9,3,3,100,2,10,10,81.01
7,9,7,1,8,76,3,8,2,87.21
7,5,6,3,2,74,3,4,3,75.77
2,1,5,8,6,96,2,9,8,85.61
9,10,6,7,7,65,5,8,7,90.72
6,7,7,4,3,63,3,5,5,78.4
3,3,5,2,7,97,1,1,8,81.83
7,7,9,1,4,85,5,3,5,80.29
2,2,7,5,3,88,1,5,2,76.01
6,6,7,3,6,94,4,2,9,85.79
9,9,6,2,10,78,4,10,7,93.82
9,8,8,2,9,71,5,9,2,90.3
8,7,4,3,4,73,1,2,5,77.42
2,2,6,1,1,73,1,6,3,72.54
5,5,7,3,6,63,3,6,2,82.01
9,10,8,2,5,92,2,4,8,82.61
8,7,8,6,5,75,3,3,3,81.54
5,6,5,1,2,64,3,8,6,77.91
10,10,9,1,6,92,5,9,5,84.5
7,7,5,1,4,67,3,3,3,78.55
8,8,8,4,9,61,2,9,3,89.12
4,6,7,2,6,69,2,4,4,79.78
10,9,6,5,4,70,2,4,7,79.19
4,4,9,7,1,66,4,7,7,79.1
2,2,7,2,4,94,3,6,9,79.99
6,8,7,3,9,96,4,1,2,87.83
9,9,7,5,10,72,1,8,10,95.22
5,5,6,1,7,99,1,4,2,82.64
5,3,6,7,4,69,5,9,6,84.74
10,10,7,1,7,61,2,6,3,83.44
3,3,7,5,1,77,2,7,7,76.68
1,1,4,8,4,76,3,7,2,79.62
3,2,6,6,5,73,1,6,5,79.98
7,8,4,3,7,97,4,7,1,86.82
4,4,8,2,10,61,2,5,4,84.5
5,4,4,8,5,62,1,4,7,83.36
4,3,4,3,4,69,4,6,6,80.14
8,8,8,7,6,74,4,10,7,89.18
5,6,6,5,4,83,3,6,10,85.37
1,1,9,7,3,66,1,2,6,74.57
4,5,7,2,4,97,4,3,10,83.22
2,2,9,2,1,68,1,10,5,73.74
6,6,7,5,1,100,4,6,6,78.15
3,2,5,6,9,63,1,2,1,82.37
8,8,7,6,7,84,2,6,4,86.8
9,9,6,6,10,85,5,8,10,98.61
10,10,5,8,7,86,1,2,1,86.84
1,1,6,2,5,76,3,7,10,80.14
4,5,4,2,8,74,3,1,2,82.43
5,6,7,8,8,100,2,5,5,89.63
8,6,5,2,1,91,3,10,5,76.1
8,6,7,6,6,84,2,8,7,86.95
2,1,5,3,3,60,5,1,8,76.58
10,9,5,5,3,72,5,2,4,77
2,1,6,2,5,98,3,8,10,82.27
5,5,8,8,8,89,5,8,8,92.6
3,4,6,7,6,83,2,7,1,84.11
7,8,8,3,6,84,1,6,10,87.22
6,6,9,8,5,79,3,5,5,84.45
4,4,9,7,7,98,1,6,10,88.72
3,3,8,4,10,66,4,9,3,86.27
6,6,4,6,6,65,5,9,3,86.88
8,8,5,2,4,75,1,3,10,81.13
9,8,5,6,4,87,3,6,9,84.33
10,9,4,3,10,93,5,3,4,91.04
7,10,5,2,1,82,5,10,6,79.47
