temperatura,presion,velocidad_linea,humedad,vibracion,consumo_energia,experiencia_operador,mantenimiento_dias,espesor_material,dureza_material,calidad
58.5658,148.9053,99.7681,26.3746,0.5218,677.2301,14.7986,43.5492,4.9149,446.0483,Alta
139.4191,125.7575,35.2966,53.1744,9.3922,796.7212,14.1745,36.5896,1.7509,422.9768,Baja
69.1867,113.7674,70.1218,33.559,1.867,462.6998,4.8852,34.7901,2.7645,362.2604,Alta
82.3372,213.1758,25.9014,34.5869,1.984,750.2987,2.1116,59.8037,9.5268,156.55,Media
72.6656,234.573,62.2206,66.2913,4.7246,715.5823,11.3741,16.6798,9.4991,137.6176,Baja
85.4996,142.9395,91.3631,83.7879,4.9161,967.054,14.3058,46.7811,4.6426,238.0118,Alta
56.9424,207.7174,38.8163,48.263,0.1843,293.6172,19.9668,34.8843,11.1805,441.9644,Media
101.906,232.4892,70.3229,34.5424,1.4795,596.5116,7.8136,58.5528,11.831,484.6945,Media
56.7613,223.8411,26.9113,65.4123,3.7815,641.588,18.0309,49.6682,13.887,196.5443,Baja
130.0357,111.0783,66.2316,80.9831,6.8373,998.7831,8.2567,59.9115,9.1891,404.8383,Media
73.3712,242.5696,40.2805,72.3823,2.2842,281.0657,14.0988,35.2995,11.9119,329.5477,Baja
104.0012,144.035,29.0087,80.813,4.2301,570.8962,12.3668,12.2726,11.5434,112.7229,Alta
138.0079,137.6709,38.1864,57.5588,5.5735,411.5668,2.0066,30.2212,4.6093,317.1665,Media
115.0877,90.6133,26.0957,72.6313,8.8859,573.3037,2.4894,42.6667,5.3432,422.3762,Baja
103.2958,162.6495,91.1724,29.8045,3.2607,308.9157,1.3945,46.4616,7.6988,210.4491,Alta
82.4334,98.5323,45.7468,44.3792,1.3356,142.8511,8.0458,0.0306,1.2665,458.9446,Media
83.3002,122.2518,32.0751,47.2684,4.8927,615.3089,15.1702,30.3016,5.1636,194.5042,Alta
116.9487,133.8802,50.3567,55.7907,7.4672,402.2689,4.2824,14.1141,7.6344,130.5893,Media
149.4139,217.5005,38.8483,85.0353,1.0986,263.7473,12.5112,52.4947,2.513,163.9757,Media
116.1839,228.8331,76.9977,81.2008,4.2468,391.542,6.4877,9.1743,2.7679,434.8011,Baja
105.7783,131.4193,97.4098,29.4168,0.1779,144.3522,16.1429,39.9874,7.4853,266.9224,Alta
123.0651,225.9787,49.423,32.0953,0.3356,955.398,16.1695,15.9637,11.2335,418.7782,Media
96.5206,225.7293,87.493,45.0348,4.8295,623.0331,15.7329,21.3925,12.6725,312.4932,Media
56.0142,209.9907,60.9277,40.3521,2.982,833.2918,10.9718,56.4336,8.6484,292.2236,Media
106.2297,104.9382,24.1512,63.034,8.4511,480.8064,6.4068,14.4269,7.6465,422.7653,Baja
145.7625,197.3549,72.156,83.1943,6.0215,912.9832,16.3794,5.7002,6.3799,269.395,Media
67.5303,240.6541,56.2091,87.3604,4.5393,534.9864,4.5359,4.1571,3.7013,420.8131,Baja
119.0005,196.0319,68.5546,65.7522,4.0794,616.5508,6.5054,30.2769,3.0519,140.2649,Alta
70.0934,136.3749,90.0719,78.6711,4.9725,542.6146,4.495,38.5027,12.0866,354.5243,Alta
103.5828,165.0985,49.6391,56.7642,0.4044,759.9505,13.81,19.6376,7.5101,381.0348,Alta
59.6676,189.7733,91.106,34.5829,8.9279,609.9905,14.0385,41.4156,12.0645,459.639,Media
95.0371,166.797,77.5602,56.7282,9.983,344.439,13.3977,3.662,10.8572,189.7296,Alta
125.6163,100.392,53.9744,58.8558,1.8149,230.9856,8.8964,51.4401,3.7145,341.688,Media
84.7572,133.0509,64.29,71.972,1.2038,645.5119,2.9032,48.994,8.1443,273.3026,Alta
116.4912,216.4073,39.3023,35.3918,1.4358,540.262,18.3122,59.1298,7.2162,253.1087,Media
129.545,226.4411,98.5238,45.7817,6.6103,186.3781,10.6469,56.1903,6.9342,142.6854,Baja
142.7178,103.341,70.0616,45.4819,6.6144,456.0557,8.7325,21.3718,8.596,153.6933,Baja
73.4642,241.9057,13.9462,87.1608,8.4792,563.2988,12.1877,23.9565,14.7491,434.7954,Baja
89.9316,135.8998,39.396,51.0761,7.5183,844.2039,4.663,44.7579,12.3806,399.9014,Alta
65.2416,192.5933,66.0983,72.8566,4.4969,168.491,3.5184,8.045,13.652,252.9365,Alta
149.2484,207.8103,15.07,72.5568,6.1286,413.6458,8.705,18.8409,1.415,431.3946,Baja
142.7001,218.0309,12.1496,38.5881,6.8828,840.3905,5.3172,7.1125,2.9647,132.3065,Baja
103.9957,240.7774,50.5022,60.0309,5.1274,683.5815,5.6415,27.2932,2.1867,349.9096,Baja
134.2033,133.1963,39.9421,82.6012,4.7565,360.9625,17.9577,33.1203,4.6852,447.2704,Alta
102.0958,225.9461,49.4469,53.2638,6.451,860.8016,11.0844,12.6696,7.1865,435.5457,Baja
112.3586,102.3868,33.6424,86.1582,5.5747,543.9642,10.1859,1.5979,9.9887,249.1131,Baja
58.9124,199.857,24.8246,35.0121,6.4394,548.5167,14.1001,43.1613,8.0116,398.0935,Media
125.527,206.1362,72.0229,25.1911,6.1285,978.9286,19.0794,1.2003,13.6446,270.9873,Media
62.7713,195.213,56.3114,82.4018,7.192,952.4049,3.1318,58.4042,14.158,436.0553,Baja
132.6068,122.8935,28.0139,79.3377,6.428,422.6794,16.8372,13.2964,3.2893,312.3048,Media
128.2028,228.4173,38.763,89.4813,5.1974,226.5212,12.0964,39.834,12.9408,405.9428,Baja
120.8745,108.7059,63.2627,67.5575,6.818,393.1001,3.7771,26.0851,7.7441,131.4286,Baja
53.616,89.1179,16.5006,85.5682,4.4948,127.4349,6.6458,3.5804,7.3466,336.0104,Baja
80.3128,201.969,23.2708,77.8864,2.4167,118.6911,10.1649,28.331,11.9892,320.1137,Alta
76.3113,160.8309,16.5921,79.1098,0.0142,455.9699,14.1324,31.0056,2.304,343.9907,Alta
86.0136,224.3467,83.1086,59.8399,5.5996,946.9178,5.6095,51.281,13.3549,378.2566,Baja
58.7643,145.1775,77.7168,46.7655,5.9066,884.2216,11.1627,43.9409,10.3921,467.2436,Media
143.6958,108.6074,77.7982,85.4191,9.7205,560.2986,14.0088,4.7581,13.2537,414.2728,Baja
105.3802,222.1952,74.4693,50.2482,3.6148,608.7037,9.5261,12.5498,14.9227,187.8552,Media
80.5524,173.3146,70.2447,57.7174,3.9413,105.3401,17.3975,18.7133,8.2521,430.3585,Alta
89.6982,112.1633,52.9293,51.228,2.018,293.951,17.5197,6.9845,2.3057,148.8319,Alta
94.7203,202.4653,67.805,59.5373,0.7053,122.2967,9.9431,27.4139,3.3313,348.8794,Alta
110.0594,166.8893,13.4525,52.9354,7.728,779.0856,19.4856,59.0586,5.5307,453.1015,Media
101.5679,182.7332,65.9318,23.3577,2.4968,231.0812,2.4361,30.8768,2.4497,140.4488,Alta
141.9392,158.3527,80.009,81.7434,6.089,882.1424,1.0639,44.5129,12.4148,439.8771,Alta
99.6963,220.8805,55.0323,51.1076,6.8777,678.9919,8.2327,40.9763,5.1561,419.4483,Baja
149.2158,221.0257,42.1762,61.2261,4.7124,306.4768,12.4208,50.9947,14.6624,301.5102,Baja
135.1425,200.5961,34.9684,29.7431,8.7635,241.9483,12.9548,12.9434,10.8363,223.559,Media
70.8511,97.9182,67.8522,20.2371,4.4379,664.8622,10.0525,45.2296,3.428,262.1753,Baja
143.0595,222.6052,72.3521,37.1703,2.8491,910.7533,3.3728,52.8813,7.6646,487.4633,Baja
61.6366,194.0722,88.3871,69.321,8.9602,746.5242,4.2395,10.2906,7.5364,180.679,Media
131.745,198.4941,40.8101,26.9436,8.6156,413.692,17.1908,20.8081,7.8952,331.8417,Baja
88.0623,141.7071,79.2795,83.6221,1.6404,628.6452,17.4903,58.2061,8.4997,133.2963,Alta
137.7974,229.4775,60.522,35.0516,0.2596,379.6855,13.8041,46.8473,1.4364,187.1572,Media
136.8057,203.3132,89.4553,34.3216,0.8999,999.2346,13.6201,16.9554,10.6082,405.3266,Alta
130.5925,99.1404,57.5031,32.7056,2.8655,773.9553,12.356,33.8365,7.8207,221.0396,Media
129.003,149.3223,56.5867,20.9787,9.7226,652.9435,4.8556,24.2596,12.0735,494.3064,Alta
80.4679,230.6847,62.0089,74.0264,5.5852,480.9332,9.1368,29.3979,12.4149,300.3268,Media
58.0919,88.0234,77.4384,81.2524,3.7326,656.3371,14.222,21.31,4.2275,306.6157,Baja
90.298,243.4408,96.8221,62.9914,8.8872,407.4545,11.2078,16.7599,1.6779,114.5259,Baja
67.3525,195.4576,16.6207,33.174,4.5314,125.9784,1.353,40.4858,10.8453,482.6107,Media
119.4951,187.3339,14.8091,39.9695,3.1524,455.5797,19.1176,46.7125,14.6887,169.6934,Alta
84.61,125.9951,94.3795,53.3149,9.4122,937.4327,17.0515,52.4374,7.2532,315.3362,Media
147.561,122.2946,57.6888,86.8042,8.4952,663.671,5.9504,9.3198,4.6346,258.2698,Baja
114.0972,240.1499,65.3413,37.3146,8.4367,175.5601,12.7127,49.3713,3.1934,266.2339,Baja
132.2481,130.7063,53.4181,71.2152,5.1228,896.4943,18.5415,15.288,5.0242,357.3201,Alta
63.2525,211.8359,18.4292,50.7614,7.8944,341.9874,2.8242,25.6402,5.5909,364.8355,Baja
136.2014,146.8307,79.128,40.8493,1.7935,319.3925,10.5576,54.0866,6.9342,161.7154,Alta
142.2757,103.6732,77.2502,51.9141,5.7322,367.3819,9.6686,27.2702,10.1757,299.8347,Baja
98.7062,81.8216,38.0533,24.9845,9.8385,619.482,8.7939,11.8238,4.8243,416.191,Baja
110.6253,172.5237,37.5615,75.9081,2.9096,590.2193,16.8762,9.5921,1.7137,277.3146,Alta
126.481,245.8824,85.4057,37.0311,7.9435,542.2724,8.2323,28.379,6.2259,166.3218,Baja
67.4839,142.7532,16.5122,70.7788,4.9048,745.7832,2.2096,45.7603,12.9788,225.2868,Alta
100.2566,140.7227,89.2995,24.7844,0.3981,384.884,2.2509,59.8323,7.9769,184.9518,Alta
89.8663,138.4956,33.0996,86.8569,7.6302,803.8581,1.8121,47.2445,14.507,150.327,Media
64.6374,168.4925,63.3686,33.511,1.6857,257.7895,8.7738,52.6207,8.0507,251.0325,Alta
86.7534,154.913,94.2395,81.7919,6.3147,804.3587,14.6497,44.8699,4.8626,316.3745,Alta
56.8172,229.5855,71.031,76.6631,0.8566,697.4291,4.8707,53.7261,3.7064,129.1006,Media
52.5812,165.9385,47.2987,87.7502,9.4687,714.8875,13.2829,4.5776,10.7233,341.5293,Media
63.5166,166.3188,72.0581,53.4523,2.9172,533.3981,14.0547,55.7959,8.5093,497.2098,Alta
146.3115,103.5232,40.9582,70.9178,2.2646,700.3014,5.8488,23.7844,9.456,485.65,Baja
104.953,247.0657,34.9533,45.9497,1.2914,171.8173,12.4106,55.2969,11.5718,431.6694,Baja
146.5822,122.4954,99.7015,32.9058,9.46,866.396,14.0125,4.544,11.1626,206.5364,Baja
93.2498,92.4719,77.5711,51.0153,7.119,149.9925,9.8657,42.9146,1.6071,108.963,Baja
81.1816,192.7349,68.0248,31.6024,7.4166,233.8674,7.3976,44.1413,12.236,433.4167,Media
100.6142,181.2123,41.9761,88.7431,4.994,619.1107,12.7639,59.8147,8.4578,122.2881,Alta
93.9512,150.5748,14.4245,26.7373,4.7473,765.4703,19.5791,46.1313,6.4839,182.2512,Alta
60.5665,151.7727,12.7951,61.2448,1.1002,168.6264,9.11,22.9544,8.5253,317.7813,Alta
114.0826,213.4609,59.8763,63.8525,5.5984,928.6883,8.443,33.4349,9.5743,171.3512,Baja
71.6038,113.2711,78.5829,57.6656,2.4692,976.2469,9.8211,21.9931,3.0931,433.5153,Media
111.9588,219.4431,58.3641,66.353,9.7715,645.3552,2.4481,11.7611,6.8438,410.8639,Baja
115.0201,190.287,85.6707,28.1327,7.9658,533.1191,11.5101,14.9101,5.6982,402.3078,Alta
65.2025,151.2249,13.0084,58.8513,4.1299,767.2555,7.2453,13.3206,5.9057,426.451,Alta
56.135,157.8649,43.0077,40.1049,1.5134,395.5216,3.307,32.9289,2.2787,187.8807,Alta
128.0762,123.63,31.3363,85.8123,7.8533,543.938,9.8589,54.3696,3.2378,391.557,Media
95.98,207.8594,50.2546,73.345,1.2205,924.5359,1.0643,54.7636,3.2656,242.1126,Alta
55.8164,167.1887,16.5139,88.076,1.8933,960.0899,8.6339,3.2858,6.2251,366.7379,Alta
149.4866,134.5453,95.8718,22.6289,2.1152,934.3622,3.009,4.794,13.5229,148.8087,Alta
55.7781,181.3285,30.093,39.9593,5.5689,336.2033,1.4616,14.7071,3.8844,382.2346,Media
119.5035,249.2749,93.0077,33.6796,7.8706,309.2221,16.665,15.3036,6.8267,488.8431,Baja
148.3679,153.9946,48.3304,20.7808,3.1431,367.8981,18.4087,5.6934,5.3625,117.4401,Alta
73.918,236.5175,98.6972,36.9628,0.8467,497.18,4.9458,23.3078,12.0234,137.5316,Baja
64.2249,138.6529,59.8653,67.5143,4.6454,382.7507,11.2467,35.2635,1.7018,149.4547,Alta
62.1385,89.3046,93.775,36.1762,7.4811,436.7915,6.2812,34.6897,3.7516,272.2256,Baja
80.3275,114.7212,10.4814,55.6302,2.2166,658.5733,10.378,32.6058,3.949,216.3121,Alta
60.1046,151.1782,77.3415,82.1473,2.1992,786.2731,9.296,20.3203,14.9015,422.7681,Alta
119.2161,117.3379,91.2746,68.5631,9.4723,762.0024,6.112,42.3873,8.9909,289.5149,Baja
56.2292,80.0386,22.5749,47.624,9.5415,832.9812,14.3075,49.589,2.9454,293.8149,Baja
100.9422,235.5503,18.6513,46.0728,9.9047,128.966,3.4033,20.7765,4.8108,386.8152,Baja
149.6697,223.4595,48.2115,51.9015,8.0766,142.9604,2.0084,5.1321,3.3495,244.7876,Baja
131.397,206.1897,94.0311,32.3929,1.8818,810.4447,15.5858,17.7798,2.7445,241.2829,Alta
111.5219,108.5285,58.8148,64.3801,2.1198,579.7709,13.6527,8.2421,12.1605,402.7706,Media
80.6254,100.4618,57.4711,45.4907,3.4023,620.3266,10.472,28.0415,7.9405,412.0167,Media
112.3896,91.4928,22.7014,79.6656,3.1813,147.3282,9.888,9.3561,9.8369,105.7595,Baja
102.7041,203.085,10.0711,72.9587,9.5653,329.7824,10.4508,27.7707,5.6375,157.5162,Baja
92.6083,237.8974,82.9126,62.7359,7.8907,674.5189,9.3035,13.2602,8.7517,185.2393,Baja
63.071,153.1911,17.8817,45.4942,7.2401,873.2637,8.465,44.3239,4.606,240.6402,Media
138.6604,100.2539,67.0465,34.6952,1.8596,925.2851,10.4941,1.6541,5.3125,216.5792,Media
94.9785,167.1068,92.3155,74.3306,9.0953,550.3775,11.0418,33.2848,10.1313,367.408,Alta
69.4623,139.3014,28.7787,54.0486,8.2787,590.9268,14.1461,10.1693,3.1049,431.2541,Media
86.7759,143.7202,69.8746,35.7325,1.6364,849.7447,14.5129,0.0595,9.6411,176.8348,Alta
91.413,185.6262,17.0829,33.6622,8.7117,583.8621,8.175,52.152,12.9313,325.192,Alta
132.7538,202.1821,64.338,31.5781,2.7225,565.1727,8.8573,40.2917,2.6859,247.1265,Alta
123.3614,98.8026,24.7539,74.4013,0.8087,914.5756,8.1002,5.9366,13.5645,302.3112,Alta
126.9305,86.0503,76.2358,36.0291,6.5682,810.9394,11.1942,39.8443,2.1122,348.3031,Baja
51.1031,249.0362,37.1108,56.865,6.538,918.1653,9.6137,36.6988,5.8847,457.4399,Baja
91.6154,119.5638,51.7052,51.6082,0.9493,296.4223,17.9023,28.4014,9.5471,176.9171,Alta
98.1344,89.1512,63.9487,60.5728,3.1885,571.9379,14.2309,25.1555,8.8318,134.8026,Baja
51.9192,112.2788,25.4146,81.4008,9.9281,858.2249,18.0745,53.2242,2.3495,350.8848,Baja
75.9813,86.6228,76.7474,80.7423,6.7843,200.033,14.4736,14.7089,12.1848,257.6523,Baja
126.029,146.6079,37.2376,51.5753,7.3008,815.1959,19.4489,23.8986,14.6241,165.1611,Media
63.711,216.4083,69.6135,21.0756,2.1292,264.676,13.079,19.7469,3.5372,146.8349,Media
103.531,138.0116,24.2455,49.8511,0.7878,827.3069,19.3075,46.2721,13.5318,323.5639,Alta
71.5202,155.5112,71.9306,62.4335,2.769,650.8008,4.0052,54.9879,8.7953,220.1882,Alta
51.2121,194.8498,21.5369,59.0435,2.489,273.9124,1.9971,50.9869,14.1031,498.9706,Media
74.1201,166.512,48.2821,65.5935,2.3454,526.0188,12.0034,47.8622,3.4652,262.3603,Alta
147.5874,226.4458,32.2485,30.7853,1.9275,713.7146,19.6864,59.2074,12.0883,184.9146,Media
130.1537,227.2261,77.3538,65.2575,5.7476,670.4676,8.9345,41.8287,1.8369,351.5396,Baja
145.9577,81.6848,33.5832,32.7856,3.281,484.5225,5.0288,45.0632,13.3648,197.702,Baja
98.7854,212.2679,89.3546,72.5367,8.2035,909.4299,10.9093,58.9682,10.4382,297.6344,Baja
60.9736,158.3247,90.2638,43.7361,1.8395,567.3371,13.3272,0.4194,6.1836,293.0305,Alta
104.7959,248.1029,27.6797,69.6927,4.6463,555.2806,6.9884,38.0429,3.6665,281.4231,Baja
95.4377,162.1495,65.2461,23.3506,0.1366,156.0255,14.5806,44.3383,12.4315,418.4343,Alta
134.4357,247.7723,17.8946,48.5502,4.8168,929.9084,19.5272,55.0696,9.4454,186.6452,Baja
59.8083,208.2768,45.2383,69.3524,0.5584,259.4049,18.0423,53.0307,6.0458,461.7229,Media
98.8241,122.2628,74.199,35.8809,9.7772,575.5102,6.5401,50.5176,7.2137,416.5362,Baja
65.0049,171.5271,69.3481,75.6701,7.9059,823.2108,7.2077,56.7475,12.5716,233.2489,Alta
82.4676,248.6631,66.2231,64.1546,4.9011,293.9079,8.0593,32.2428,5.745,172.241,Baja
123.7357,225.7802,35.4287,61.1293,0.8659,574.636,8.4965,0.4152,2.2549,211.814,Media
97.6018,96.5524,44.0222,44.7484,5.9245,316.6164,2.9061,0.6633,13.758,233.0545,Baja
87.5888,200.0832,19.2652,53.7716,7.5876,783.7255,15.4773,32.6783,6.4228,322.7733,Alta
89.4476,138.7485,74.7121,61.8145,1.9072,607.9071,7.9414,26.1163,5.8774,118.5473,Alta
95.9447,81.187,55.35,53.0723,5.6821,870.3783,17.7166,27.0747,3.8616,465.7437,Baja
128.5017,148.5918,73.7889,68.8819,8.1421,905.1022,18.6119,24.0243,13.5639,139.4699,Media
139.2085,119.9083,32.4049,50.3588,7.6825,683.8601,1.4642,55.0635,4.0451,211.7094,Media
145.5335,219.2078,39.1994,34.1591,8.0299,752.8521,19.7816,21.5502,9.9134,143.715,Baja
128.6903,137.3462,40.0794,34.9754,8.7932,594.2981,14.4904,51.3736,13.3307,202.6691,Media
81.5407,220.679,12.3168,20.4063,9.3768,445.9859,10.8875,54.1719,1.4888,435.0695,Baja
118.8135,80.1016,40.6943,41.067,4.0552,683.3061,8.401,29.9701,12.6031,346.0703,Baja
93.7603,132.3293,82.2974,72.4242,5.6877,917.4598,10.8518,26.8163,6.7484,190.9293,Alta
75.4671,120.9981,90.7569,75.5914,7.9066,475.0123,7.1679,45.6612,10.2116,448.7034,Media
134.0872,119.7065,56.6396,34.1727,6.9714,382.969,12.8311,42.4783,6.2137,420.2848,Baja
53.8426,91.5917,50.9952,87.1331,9.9552,449.5932,2.7666,19.7121,10.7372,401.4597,Baja
140.1762,111.8111,12.7742,55.1682,0.1368,491.8579,12.8013,6.1529,4.5601,439.0531,Alta
96.1477,174.4434,89.1284,84.1885,3.5513,166.2049,6.2316,15.8911,1.307,347.8599,Alta
113.7201,129.5314,11.1709,69.4736,2.8103,548.5977,1.3351,7.8617,14.269,300.5749,Alta
115.9354,150.9571,95.0275,70.5703,2.6232,544.8828,11.5014,17.6839,1.2291,249.574,Alta
139.5118,144.0674,54.0295,25.9531,2.2253,629.5994,11.9905,15.7093,12.5374,189.5056,Alta
113.667,228.9038,40.7741,35.3994,7.0912,426.538,9.1048,38.2627,3.3679,322.9647,Baja
111.3934,233.9008,93.1797,20.617,0.8476,651.7968,2.3734,57.2698,6.4911,455.7969,Media
56.6652,163.8027,12.1952,70.1289,7.4161,890.3947,17.9735,41.1446,12.5149,337.5927,Media
101.8408,136.1265,62.3282,44.1107,6.9343,959.9239,12.6172,55.599,3.8831,467.8427,Media
65.0169,98.1561,59.4039,75.0657,2.508,625.251,3.1986,47.0479,13.1199,242.7669,Media
123.7434,242.0785,29.7388,43.7255,2.5283,138.3319,10.7077,43.6727,7.9686,378.0552,Baja
101.2222,90.2386,48.5999,77.3534,6.2886,972.3124,10.4478,24.8437,6.1261,359.4662,Baja
118.0228,130.6005,68.7038,29.1489,7.6217,735.2759,2.1476,19.4877,10.2741,368.1735,Alta
54.1673,130.6713,75.4418,32.1361,8.7649,402.3673,12.5303,50.7766,5.7795,358.0168,Media
58.4792,134.4682,10.0645,43.8614,8.5214,232.4419,16.3582,54.3236,5.862,188.6619,Media
121.6323,107.9288,94.3168,48.5941,9.6488,229.0768,15.2312,27.1129,11.2694,157.4364,Baja
57.2084,213.1374,24.8073,44.4092,5.8138,250.97,4.8564,0.5438,5.3377,491.4513,Baja
57.1257,100.8246,31.0222,73.4553,9.0866,141.0153,17.3836,47.5519,3.8108,118.1181,Baja
51.2108,187.9341,33.7126,26.7866,8.0851,911.9388,7.5083,17.1041,12.307,287.0946,Media
145.6501,101.0538,13.4038,44.5852,8.9467,586.6914,18.9837,0.5933,12.2752,270.0321,Baja
123.7508,91.9911,21.0747,78.6068,0.1163,729.9635,2.3632,48.2993,7.9662,244.0076,Media
85.3251,234.603,98.7715,24.6758,9.659,845.2977,10.238,31.0449,8.3732,412.7935,Baja
79.6536,112.3219,38.3695,85.964,4.7353,812.3869,12.3454,41.1126,10.7451,398.1401,Baja
84.9703,219.6125,20.3771,89.0422,7.9818,894.3451,5.7054,54.8814,8.1298,462.09,Baja
127.4654,172.5872,19.6292,26.1998,1.272,970.5292,15.6562,32.4704,6.8386,258.195,Alta
116.1371,93.2356,74.7514,40.3891,3.9594,495.1636,12.911,30.1916,14.9285,325.6718,Baja
68.5196,242.4262,86.9112,46.068,2.7146,955.3019,1.3441,17.4397,3.067,456.9228,Baja
67.4109,121.9834,33.1257,74.3474,2.9166,750.961,12.559,18.3116,9.2982,497.5392,Alta
59.8396,226.1397,11.8819,61.7149,1.2326,163.6014,10.3381,47.7925,13.4021,487.7177,Media
116.0303,108.6977,30.0781,65.1056,8.0576,713.6048,4.7246,26.9418,10.621,387.1375,Media
126.4373,225.1703,15.0864,73.0257,0.0924,718.045,19.9192,9.8116,13.3329,157.291,Media
76.5046,82.2489,19.3055,28.2585,3.1251,915.2745,18.0461,5.6717,5.7087,109.2744,Baja
52.0945,167.0027,48.8357,78.3247,1.7441,435.6389,6.5576,28.3752,4.8079,430.0873,Alta
58.2172,210.8052,30.6927,69.3934,5.8904,626.4204,11.2803,27.8973,12.9178,436.3768,Baja
146.786,238.9152,56.4351,60.4139,2.5425,110.9688,7.0135,39.2075,6.5176,398.5444,Baja
79.5445,234.5644,32.8144,82.2815,2.59,398.8677,15.7344,28.264,10.9356,211.9694,Baja
126.9223,219.3362,94.6484,69.0214,4.8834,156.0194,18.6763,8.6085,3.0685,355.9271,Baja
112.4664,230.9925,91.535,34.119,6.5269,569.6857,7.8177,30.4682,11.5817,226.4994,Baja
88.194,113.8673,61.0125,50.0822,1.213,835.7029,16.3061,54.4074,8.6858,280.2593,Alta
70.5687,128.3113,41.8982,54.583,1.7551,285.7984,10.4697,9.5665,4.7606,252.974,Alta
62.1386,129.1246,44.3032,23.8652,2.4717,574.6969,8.535,41.3853,7.9231,465.456,Alta
111.5013,144.0992,47.0667,86.8246,9.7375,283.6078,18.83,35.6316,10.7572,193.6629,Alta
127.4634,146.8645,75.4821,29.0004,3.9715,208.6196,10.6977,44.9151,1.1664,331.0444,Media
114.3904,172.5744,50.6475,68.8223,5.9899,559.8971,9.8808,9.036,9.9245,244.3926,Alta
103.0302,107.1796,87.1057,55.4362,2.4154,171.2338,13.7763,56.4963,8.5823,365.2284,Alta
54.1951,197.5119,94.9685,21.7943,4.9046,628.6192,5.9634,37.258,4.084,325.8253,Media
146.8489,108.4863,40.2352,84.7323,0.7412,128.2037,7.1711,50.8243,11.5417,469.5911,Media
129.8714,132.7524,60.4625,79.6286,0.3474,196.0435,18.7089,14.7964,5.2485,140.6449,Alta
79.2822,165.5687,18.5551,56.6981,4.6873,594.9977,13.8921,44.3648,4.8761,188.2563,Alta
147.997,215.3949,28.0422,36.026,3.9866,632.2667,16.7061,46.8618,7.5971,406.5392,Baja
110.1882,205.7098,47.2119,28.5136,1.3688,126.0882,6.1511,23.8461,10.4661,247.5147,Alta
108.2423,189.7408,28.5582,45.4375,6.876,616.0391,11.332,23.0372,14.0038,166.3135,Media
124.8073,106.4815,88.8904,37.88,9.929,854.6523,19.4565,39.4678,2.979,301.3285,Baja
131.177,172.9977,24.2458,55.4684,3.9565,750.0846,7.0554,5.6045,6.5506,360.8568,Alta
115.6479,94.8659,51.0095,87.6487,6.2456,218.0666,4.0491,44.1374,1.9379,117.9307,Media
62.8096,144.1517,64.5129,60.2467,9.6298,633.2272,10.7068,2.5732,11.6197,216.6488,Media
83.8268,150.2978,72.2678,82.2952,8.3153,705.0273,8.3686,11.4354,7.2683,423.769,Alta
142.8084,86.7679,44.4762,65.5615,4.6355,133.5081,4.032,39.8486,10.897,308.0978,Baja
72.4616,126.578,88.2189,53.2673,7.3749,869.8129,17.8825,5.8994,5.5107,114.1517,Media
87.2167,242.4604,61.1487,79.8225,1.2814,915.6407,19.8238,58.3105,12.8204,212.7804,Baja
93.2077,242.1175,49.5557,52.9958,5.121,865.407,11.8031,52.1038,8.4876,355.6563,Baja
93.9405,139.8956,16.0517,80.804,2.7906,842.1683,15.7189,37.5781,14.2105,179.7438,Alta
111.294,87.327,51.8221,40.4104,1.6116,770.4687,17.3217,49.1434,2.1034,430.9566,Media
144.3076,110.4461,83.8662,29.0169,4.2628,670.0888,14.3187,53.2548,8.1999,370.6304,Media
74.0693,146.677,65.3087,79.872,1.3101,710.7643,1.839,15.5685,11.7304,288.5516,Alta
62.1501,241.1225,84.8946,61.1191,6.9899,825.7558,3.9951,50.9647,9.4021,466.2495,Baja
69.747,104.0038,54.4611,82.2365,4.5624,696.2486,2.3488,11.6876,1.3247,256.7203,Baja
138.6925,209.7977,20.6616,85.6479,5.3114,394.9543,1.1877,24.8005,14.6127,194.0294,Baja
114.5811,98.476,11.2276,23.754,1.4638,438.365,6.8139,33.4956,5.1757,364.5612,Media
78.5907,246.8138,37.2898,55.0679,1.3977,907.3517,8.4548,42.8335,4.4899,329.3181,Baja
131.5947,144.8748,72.8191,46.2475,5.8342,115.4099,5.5796,1.8085,7.7992,234.0992,Alta
136.137,211.7899,81.1234,63.8101,9.8501,728.9385,2.2275,17.4306,8.5902,237.4658,Baja
134.6514,138.2405,36.6178,75.5514,0.9625,959.2998,11.0674,36.5111,11.728,259.2841,Alta
141.8927,186.7037,54.6089,39.6413,2.8573,735.6054,6.1931,21.4421,6.5058,216.4554,Alta
75.2241,112.6427,47.9007,58.9759,8.6946,994.5208,16.1247,46.5015,7.1594,384.0966,Baja
125.5042,104.8236,46.9471,69.611,0.7227,718.7904,1.153,39.0991,8.4894,360.5434,Alta
96.0539,239.4709,30.8214,29.4102,8.7589,130.9267,17.008,14.0641,6.5214,276.3111,Baja
134.1999,236.0,22.2734,76.9847,5.2429,844.3089,19.1403,8.7557,13.8037,259.1419,Baja
122.8491,230.8697,27.702,62.4277,4.0827,356.1669,14.6066,37.7428,12.9175,246.0205,Baja
127.6447,186.3237,14.9799,86.4676,3.0968,501.4515,14.9392,27.028,7.3696,213.3873,Alta
