"","tiempo_respuesta","satisfaccion_cliente","numero_quejas","capacitacion_empleado","experiencia_empleado","disponibilidad_servicio","tiempo_respuesta_2","satisfaccion_2","indice_servicio","eficiencia_operativa","clima","dia_semana","calidad_servicio"
"519",9.18,5.82,7.19,7.61,7.27,8.13,9.09,5.13,6.71,-1.09,21.57,3,102.16
"520",8.04,5.4,4.98,7.47,8.39,9.54,7.81,4.21,8.14,0.87,19.69,5,111.22
"521",8.15,5.95,4.2,8.03,6.78,10.12,9.43,5.02,8.41,-0.2,17.72,6,114.54
"522",11.59,7.12,7.28,5.04,8.47,9.68,12,6.68,8.97,-0.82,24.58,1,94.2
"523",8.62,7.32,4.95,9.7,11.39,8.41,8.35,6.86,8.66,2.69,21.07,3,127.9
"524",9.92,5.99,4.96,4.04,7.29,7.26,9.95,5.03,7.02,-0.55,20.27,1,99.11
"525",8.43,8.49,6.48,5.03,10.41,10.23,8.62,8.11,9.85,2.57,26.42,7,119.96
"526",10.87,7.38,6.61,6.78,7.04,8.65,11.26,6.43,7.96,-0.85,20.26,1,95.3
"527",8.67,9.34,5.51,6.73,11.61,7.58,8.18,8.89,9.03,3.2,40,4,117.66
"528",10.9,7.78,5.75,7.39,8.98,8.99,11.17,7.16,7.81,-0.28,25.31,3,115.26
"529",8.9,6.89,6.4,6.63,8.55,8.45,8.99,6.3,7.44,-0.16,29.2,2,105.8
"530",13.71,7.97,6.26,6.21,10.72,9.88,13.7,6.69,8.87,0.1,20.69,5,109.15
"531",10.8,7.37,1.95,6.33,11.95,8.94,10.93,7.51,7.08,1.5,23.16,4,111.91
"532",6.27,7.5,6.34,5.23,8.11,10.05,6.06,7.15,9.1,1.85,29.08,4,113.09
"533",12.75,8.31,4.59,7.81,5.22,9.95,13.49,7.41,9.3,-3.65,24.99,4,104.25
"534",9.85,8.55,2.08,3.77,8.12,10.24,9.8,7.41,9.2,1.41,25.67,2,120.53
"535",10.46,7.07,1.95,4.45,8.6,7.4,10.66,5.66,7.13,-0.33,25.9,1,103.71
"536",12.78,7.07,2.88,8.09,10.41,8.26,12.79,6.13,7.75,-0.35,20.63,3,108
"537",10.81,7.48,8.1,4.72,12.11,9.07,10.39,6.62,7.47,1.31,27.93,2,109.92
"538",15.12,6.4,6.64,4.83,9.29,13.44,15.5,5.78,9.66,-2.59,29.97,6,96.06
"539",8.95,8.52,4.6,3.1,13.63,8.59,8.63,7.76,8.72,3.27,28.71,5,119.45
"540",10.7,7.89,6.57,6.09,7.5,10.17,10.42,6.79,9.12,-1.1,26.15,4,107.76
"541",10.95,5.97,4.89,5.03,8.58,9.78,10.63,5.32,6.92,-0.15,31.78,7,91.93
"542",11.58,6.74,0.41,3.67,8.02,9.45,10.79,6.59,8.34,-0.25,17.98,7,103
"543",11.66,7.12,5.75,6.79,4.98,9.87,11.22,6.32,8.29,-2.28,18.72,5,106.07
"544",11.1,8.13,5.44,4.98,9.11,8,10.6,6.96,8.41,-0.12,31.9,1,98.91
"545",7.52,7.98,6.23,6.71,6.18,9.5,7.43,7.29,9.54,-0.18,26.8,3,109.4
"546",9.17,8.34,3.64,4.86,8.62,6.78,9.32,6.68,8.02,1.1,20.71,1,108.34
"547",10.14,8.55,6.66,6.13,9.73,8.67,10.31,7.29,8.85,0.68,22.85,3,113.27
"548",9.01,7.33,4.44,3.8,10.7,8.5,9.17,6.91,8.21,1.96,19.87,3,111.88
"549",10.64,7.03,3.73,9.06,7.5,6.27,10.82,6.05,5.91,-0.75,27.64,4,107.62
"550",8.41,6.87,2.57,5.7,12.08,7.83,8.61,6.37,6.21,4.06,21.41,1,116.71
"551",11.81,6.8,5.88,4.89,7.12,9.81,11.79,6.36,9.02,-1.74,31.9,1,92.69
"552",10.42,8.51,2.6,5.55,5.1,8.68,10.42,7.3,8.47,-1.52,25.74,5,101.62
"553",11.1,9.2,3.9,7.68,5.51,9.5,11.12,8.07,9.42,-2.27,33.36,3,108.28
"554",9.56,8.28,8.92,5.57,5.74,10.58,9.89,7.71,8.03,-1.11,22.29,5,101.06
"555",8.64,7.75,2.34,5.97,7.41,10.09,8.81,7.52,8.44,-0.49,23.82,7,118.41
"556",12.92,9.15,5.07,6.91,7.65,9.37,12.14,8.09,8.84,-2.31,26.55,6,112.55
"557",8.27,6.87,6.52,5.06,8.37,9.2,7.84,6.44,8.51,0.96,21.7,2,103.78
"558",8.4,5.54,6.11,7.12,8.09,10.02,8.43,4.69,6.72,0.8,32.66,5,110.68
"559",8.63,4.83,3.93,6.28,9.24,10.43,9.01,4.18,7.66,1.31,25.94,1,113.25
"560",13.64,6.61,5.46,4.85,6.62,9.3,13.1,6.1,7.62,-3.3,29.14,1,84.28
"561",9.79,6.55,4.98,5.81,7.17,8.48,10.3,6.7,6.93,-0.69,21.17,5,97.84
"562",12.22,6.65,4.69,7.73,10.37,9.9,11.6,5.92,8.37,0.34,23.17,3,112.65
"563",7.94,6.65,5.29,7.09,9.61,8.85,7.76,5.36,7.32,1.1,18.5,2,113.45
"564",9.15,6.65,1.82,4.25,7.45,10.11,9.54,5.9,8.17,0.07,26,4,116.71
"565",9.68,5.81,8.87,5.66,7.06,8.23,10.45,4.69,6.93,-0.59,25.74,3,86.05
"566",11.32,8.18,6.66,4.72,9.44,8.09,10.72,7.77,8.21,0.28,30.74,7,88.1
"567",9.39,6.43,6.99,5.17,6.86,7.58,9.56,5.86,6.48,-0.84,26.4,2,90.14
"568",11.39,6.74,6.24,6.52,5.22,9.12,11.15,6.47,8.16,-2.91,20.71,2,86.96
"569",10.23,6.1,7.97,7.58,8.13,8.99,9.71,5.64,7.8,-0.16,38.04,5,102.31
"570",10.36,4.76,4.28,7.38,7.73,7.56,10.06,4.25,6.67,-1.52,32.85,6,95.2
"571",14.24,7.24,4.37,7.18,8.78,10.29,14.09,6.25,8.19,-1.81,31.05,2,99.62
"572",8.65,7.72,4.57,6.17,8.01,7.79,8.29,6.68,8.1,-0.01,23.57,4,116.9
"573",11.95,6.34,7.15,5.76,7.62,8.15,11.72,5.64,7.16,-2.34,20.21,3,98.46
"574",12.19,8.51,6.14,7.5,5.86,8.12,12,7.64,8.76,-2.99,14.8,7,99.07
"575",13.33,7.52,5.01,8.24,9.2,9.72,13.13,6.91,8.96,-1.46,17.69,4,110.49
"576",10.65,5.19,5.69,4.34,8.01,11.55,10.79,4.38,8.41,-0.77,32.37,4,94.88
"577",10.5,8.19,6.91,4.73,8.16,9.48,10.74,6.91,8.34,-0.81,25.48,6,101.13
"578",10.31,9.1,2.36,5.7,4.55,8.95,10.27,8.79,9.6,-1.94,22.55,7,108.39
"579",11.43,6.17,2.58,4.82,10.09,9.89,11.66,5.54,7.12,-0.4,22.62,6,113.38
"580",11.22,6.01,2.53,5.38,8.46,8.16,10.73,4.84,7.05,-0.51,24.1,7,96.62
"581",9.44,7.05,7.27,6.25,6.9,10.4,9.37,6.66,8.96,-0.53,19.87,3,105.49
"582",11.77,7.25,9.51,6.27,9.54,9.81,11.04,6.29,8.02,-1,23.39,4,105.44
"583",11.19,6.71,4.56,8.39,5.53,9.97,11.2,6.03,8.13,-2.02,26.25,1,97.33
"584",11.4,6.81,3.4,4.39,8.73,9.96,12.06,6.17,8.63,-0.39,23.01,4,100.91
"585",15.63,6.75,6.69,5.12,6.06,10.24,14.84,5.78,7.68,-4.2,27.8,3,83.62
"586",10.55,7.57,2,5.85,7.13,7.79,10.23,6.87,7.73,-1.19,29.53,1,95.87
"587",8.97,7.54,3.79,5.47,9.32,9.44,9.11,7.17,8.9,1.56,24.58,1,117.26
"588",10.84,7.31,8.44,2.92,6.97,8.95,10.44,6.99,8.01,-1.04,26.9,3,88.99
"589",9.47,7.26,3.15,6.64,6.94,8.74,8.85,6.48,7.93,-0.37,21.89,7,96.58
"590",8.46,6.93,3.93,6.59,13.68,9.01,9.03,5.7,8.38,4.12,26.38,5,125.99
"591",9.25,7.22,2.09,6.21,7.96,9.46,8.95,5.79,8.27,-0.29,31.13,7,112.55
"592",10.22,8.37,5.86,5.02,10.15,9.1,10.37,7.24,8.54,1.35,27.49,4,114.57
"593",11.95,8.1,3.4,9.16,8.57,9.01,11.61,7.91,9.3,-1.07,21.35,4,112.07
"594",10.71,5.88,5.14,3.53,2.31,8.22,11.36,5.32,6.59,-3.84,24.68,2,71.93
"595",8.35,7.81,7.47,7.16,4.1,9.03,7.77,6.68,8.39,-1.8,26.97,7,96.66
"596",9.69,5.91,8.59,8.29,7.28,8.77,10.22,4.86,7.97,-0.67,26.91,3,92.99
"597",6.94,6.55,6.75,3.33,9.37,10.07,6.96,6.12,7.83,2.05,20,6,103.89
"598",9.6,8.04,5.38,4.97,11.02,9.32,9.45,6.89,8.57,1.84,30.49,7,110.68
"599",7.38,7.21,5.81,7.19,8.92,11.92,6.9,6.8,9.94,1.8,20.24,6,121.14
"600",7.22,8.03,3.69,7.44,4.68,10.05,6.67,7.52,10.37,-1.23,25.26,2,109.91
"601",11.92,6.7,1.49,6.01,8.96,8.63,11.43,6.06,7.13,-0.24,22.81,5,113.51
"602",9.64,7.01,2.01,6.28,9.26,9.35,9.37,6.74,8.23,1.64,22.36,1,113.69
"603",10.01,4.34,4.48,6.74,6.57,10.24,9.58,4.09,6.93,-1.39,31.99,5,96.85
"604",11.02,7.13,5.49,6.3,5.26,10.19,10.89,6.65,9.25,-2.55,17.9,4,100.48
"605",9.09,7.36,3.62,5.93,8.24,7.51,9.59,6.26,7.34,0.23,10.56,2,100.46
"606",9.58,8.45,6.6,5.08,5.63,9.54,10.16,7.89,9.37,-0.58,26.65,4,96.83
"607",8.85,9.5,6.61,4.21,11.47,9.9,8.86,8.73,9.73,1.89,24.78,4,124.88
"608",9.29,7.07,5,6.4,7.94,8.94,9.1,6.74,7.78,0.47,20.53,3,110.15
"609",7.9,6.25,7,6.21,6.3,10.5,8.1,5.47,8.51,-0.14,20.63,7,103.41
"610",11.58,7.16,6.19,6.82,5.53,10.23,11.89,6.81,9.01,-2.78,20.12,3,103.36
"611",11.24,5.8,7.66,4.82,9.42,10.52,11.64,5.4,9.3,-0.38,23.88,6,101.32
"612",8.43,7.16,9.02,7.22,8.69,7.95,8.02,6.21,7.45,2.48,28.41,4,94.73
"613",13.56,6.9,2.71,7.42,5.28,9.8,13.09,5.79,8.29,-4.27,27.3,5,95.55
"614",9.5,7.68,6.47,5.6,5.25,8.88,9.46,6.71,8.29,-0.79,26.7,3,97.92
"615",9.4,6.81,4.13,6.08,8.15,9.92,8.95,5.78,7.77,-0.34,28.85,2,110.18
"616",7,7.35,6.04,9.32,7.53,7.66,6.63,7.09,7.35,1.93,23.14,3,108.78
"617",10.07,8.51,4.72,4.51,10.04,9.07,8.92,7.45,8.52,0.58,31.48,6,118.71
"618",8.18,6.8,1.77,5.38,8.24,10.72,8.62,6.4,9.45,-0.3,17.15,1,116.87
"619",10.7,6.6,3.6,6.02,7.32,9.5,10.47,5.88,8.6,-0.83,31.98,3,97.8
"620",10.39,7.79,2.24,9.62,9.2,11.23,10.19,6.84,9.45,0.44,26.42,1,131.28
"621",11.72,5.27,2.5,5.79,4.36,8.45,10.72,5.42,5.98,-3.71,25.95,1,88.94
"622",8.65,6.92,0.59,6.13,6.69,9.4,8.59,6.12,8.39,-0.23,27.12,1,115.87
"623",6.67,5.14,4.73,3.71,5.77,6.93,7.11,4.33,5.99,0.64,28.27,6,89.57
"624",10.78,6.34,2.17,7.37,9.66,8.38,11.01,5.98,7.83,1.43,22.57,3,119.11
"625",10.88,9.12,4.41,5.93,7.07,7.73,11.04,7.8,7.4,-0.37,27.72,7,111.04
"626",12.57,8.5,4.93,5.58,10.18,10.5,13.22,7.95,9.83,-0.61,29.85,2,113.22
"627",9.67,8.41,4.64,3.77,8.12,8.36,9.88,7.35,8.14,0.42,27.69,7,99.74
"628",11,8.27,3.53,7.54,9.14,8.58,11.03,7.45,8.04,-1.27,24.24,5,115.12
"629",10.92,7.85,4.33,6.05,7.5,10,10.48,7.08,9.82,-1.3,28.17,7,111.83
"630",9.05,5.55,3.65,4.61,5.77,9,9.09,5.26,6.94,-0.93,32.06,7,93.91
"631",6.89,8.15,5.54,4.13,8.62,8.05,6.78,7.92,7.12,2.84,26.43,1,111.98
"632",8.62,7.2,1.9,5.94,2.52,9.33,8.6,6.28,8.27,-3.22,23.75,7,98.41
"633",10.3,5.93,7.56,7.36,11.19,10,10.22,5.15,7.79,2.12,28.96,5,110.58
"634",10.27,8.16,2.46,5.54,10.12,8.38,10.93,7.2,8.74,1.22,20.3,7,112.83
"635",7.26,7.28,3.81,6.99,10.28,6.6,7.49,6.53,6.93,2.73,30.51,7,108.71
"636",9.81,7.04,5,6.23,12.76,6.77,9.56,6.94,6.55,3.03,25.38,2,104.72
"637",7.76,8.07,2.64,6.22,7.02,10.38,7.95,7.66,9.06,0.1,20.46,1,122.75
"638",11.49,7.44,4.34,4.02,6.71,9.73,11.49,6.64,8.33,-1.91,27.65,4,92.49
"639",10.16,5.34,7.93,5.63,8.13,9.27,9.84,5.08,7.8,-0.48,21.82,1,92.12
"640",9,6.92,5.07,6.51,10.46,10.47,9.05,6.23,9.06,1.33,22.24,4,120.21
"641",11.22,5.95,5.7,7.42,4.55,9.48,10.9,4.91,7.67,-3.09,22.73,6,90.69
"642",8.26,8.44,6.98,4.1,12.15,9.06,7.72,8.03,8.43,3.96,30.73,4,119.39
"643",12.33,8.8,5.98,7.49,9.7,10.71,11.99,7.9,9.86,-0.35,23.87,2,121.28
"644",8.46,5.8,5.17,7.72,10.69,8.61,8.16,5.03,7.68,2.68,30.65,5,122.98
"645",6.39,6.95,5.93,3.07,8.41,7.93,7.12,5.8,7.8,2.43,29.25,2,103.92
"646",8.17,6.76,4.88,2.48,10.08,9.02,8.25,6.36,7.91,2.42,35.79,5,110.85
"647",9.29,7.96,6.42,3.86,7.34,8.87,9.19,7.25,7.75,-0.44,32.63,6,97.89
"648",9.65,6.81,3.87,4.47,5.64,10.51,8.98,6.1,9.66,-0.89,24.6,6,104.65
"649",8.4,7.22,3.8,3.94,7.18,8.5,8.31,6.94,7.64,0.2,19.63,1,99.37
"650",9.21,7.09,7.35,6.47,5.28,9.79,9.49,6.47,8.64,-1.94,21.3,5,94.33
"651",10.55,5.31,10.52,7.65,10.13,7,10.93,4.79,5.75,0.63,24.28,2,94.36
"652",10.52,6.33,5.36,7.37,9.52,10.2,10.77,5.57,8.79,0.72,29.92,5,103.53
"653",10.22,6.17,6.57,5.37,7.9,9.57,10.44,5.5,7.73,-0.09,22.2,7,102.9
"654",8.17,5.66,4.88,6.67,7.68,9.26,8.08,5.22,7.24,0.31,17.8,2,110.24
"655",10.43,6.65,1.32,5.98,5.6,7.28,9.86,5.88,6.22,-1.71,27.09,5,97.12
"656",12.81,5.76,2.81,6.62,9.75,11.35,12.99,5.46,8.79,-0.76,24.96,2,110.5
"657",8.38,8.11,6.42,6.17,3.1,11.01,7.78,7.31,9.65,-2.75,21.78,5,96.51
"658",13.84,6.93,4.23,4.08,9.37,10.54,14.17,6.48,8.18,-2.23,30.3,4,94.65
"659",11.73,6.97,6.21,4.27,6.69,8.82,11.84,5.7,8.03,-2.14,21.98,1,91.46
"660",7.47,7.47,3.48,9.84,7.58,8.78,7.3,6.24,7.6,0.52,28.79,4,118.44
"661",8.09,6.62,8.38,3.2,9.98,7.97,8.12,5.93,7.52,0.99,33.1,2,97.54
"662",9.39,7.64,6.84,6.59,8.52,9.81,8.94,7.28,8.38,0.7,32.2,6,112
"663",10,8.29,5.44,6.29,9.22,10.47,9.94,6.94,9.46,0.77,27.05,6,110.62
"664",8.17,6.48,1.7,7.04,9.35,8.93,8.42,6.12,7.87,1.78,28.32,4,123
"665",8.7,6.13,2.62,5.66,7.15,11.37,8.9,5.68,9.26,-0.12,20.06,2,117.12
"666",10.75,9.04,7.29,5.1,7.16,7.6,11.19,8.12,7.53,-1.03,31.58,7,94.53
"667",10.56,6.86,5.14,3.62,8.45,10.82,10.63,5.24,9.73,-0.91,22.65,3,102.11
"668",8.49,7.43,4.48,8.71,8.16,10.28,8.48,6.3,8.45,0.09,21.17,3,121.13
"669",9.05,8.16,3.95,4.17,7.91,7.11,8.64,7.02,6.4,-0.17,25.68,1,105.25
"670",8.17,7.22,3.96,5.92,7.65,6.98,8.97,6.24,7.2,1.29,17.12,4,98.33
"671",4.79,5.63,2.24,4.51,7.19,7.69,4.99,4.86,5.63,2.02,28.67,4,112.33
"672",8.81,6.09,5.17,6.57,7.81,11.5,9.07,5.56,8.05,0.46,27.31,7,115.11
"673",8.72,5.87,2.2,5.19,9.34,7.93,8.77,5.27,6.18,1.03,30.82,7,110.77
"674",9.79,6.04,5.61,4.41,7.2,9.98,9.57,5.56,8.58,-0.72,18.9,2,94.08
"675",8.04,8.84,5.01,6.35,5.33,8.34,8.55,8.4,7.88,-0.58,28.98,4,104.42
"676",10.95,6.61,7.07,7.23,5.48,8.01,10.67,6.37,6.66,-2.03,26.22,7,90.62
"677",7.18,6.66,5.77,5.9,7.44,7.46,7.3,6.46,6.05,1.05,27.43,6,104.18
"678",13.26,7.28,2.43,5.13,7.3,8.25,13.67,6.53,7.03,-2.01,26.46,1,90.27
"679",7.74,5.76,6.43,4.97,5.07,9.61,7.71,5.53,7.57,-0.59,22.15,4,93.48
"680",10.88,6.35,2.85,3.8,7.8,8.05,10.23,5.44,7.44,-0.8,22.7,2,93.21
"681",13.8,6.92,4.45,5.14,7.56,8.45,14.31,6.09,7.66,-1.69,22.25,3,92.08
"682",8.6,6.01,3.14,5.9,7.74,9.43,9.43,5.31,8.13,-0.17,21.09,6,104.24
"683",9.26,6.08,5.17,6.71,7.88,9.35,9.21,5.61,8.18,-0.03,21.18,1,96.49
"684",8.64,4.9,5.46,3.34,8.52,8.18,7.87,4.47,6.47,0.18,26.97,5,96.62
"685",10.2,5.28,5.32,5.52,5.25,9.23,10.05,4.98,7.04,-1.74,28.8,7,94.44
"686",11.11,7.63,3.66,4.66,6.23,8.67,11.19,7.12,8.84,-0.89,21.85,2,95.27
"687",6.96,6.65,5.15,5.82,6.63,9.38,7.38,5.85,8.2,-0.3,24.7,2,107.01
"688",7.96,7.37,6.92,7.01,4.85,9.17,8.48,6.29,7.7,-0.34,33.25,3,103.22
"689",7.22,3.97,5.87,5.46,8.66,8.6,7.25,3.83,5.76,1.99,20.1,5,99.2
"690",10.87,6.44,5.23,8.37,7.54,8.19,11.32,5.59,7.43,-1.42,22.66,5,99.97
"691",10.74,7.98,8.64,2.32,8.57,8.56,11.07,7.1,8.46,0.12,18.65,3,83.92
"692",8.58,6.14,7.77,7.91,8.4,7.85,8.5,5.73,8.23,0.88,21.05,5,105.67
"693",7.96,8.37,6.07,4.47,7.51,10.16,7.45,7.04,9.42,-0.59,23.47,2,117.56
"694",6.72,6.85,3.1,5.91,7.16,8.59,6.06,6.62,8.05,0.7,29.13,5,107.26
"695",11.37,7.11,3.03,4.63,5.5,7.01,11.59,5.85,6.9,-1.34,29.26,7,86.37
"696",8.5,6.96,8.85,3.5,9.14,8.36,8.25,6.46,7.91,1.81,26.96,2,96.68
"697",11.43,7.21,2.15,9.31,4.93,8.51,11.5,6.81,6.92,-2.87,24.57,2,107.34
"698",13.99,7.34,6.31,5.67,10.02,10.11,13.76,6.59,8.23,-1.7,26,6,100.01
"699",12.69,6.16,10.18,4.48,5.48,9.29,12.72,5.65,7.89,-3.91,31,7,78.26
"700",8.35,7.37,3.2,6.26,6.9,8.74,8.56,7.19,8.07,0.62,25.61,3,100.14
"701",12.28,5.78,7.54,7.31,11.54,6.74,11.72,4.84,6.26,1.41,29.29,3,94.52
"702",8.66,8,3.52,6.06,8.91,10.28,8.55,7.34,9.57,1.04,20.92,3,130.84
"703",10.58,8.34,3.59,5.9,8.8,9.88,10.92,8.18,8.89,0.26,20.08,2,113.61
"704",10.33,7.5,4.31,6.39,8.19,8.45,10.57,7.09,7.87,-0.68,27.13,3,102.29
"705",11.09,5.87,5.3,6.16,8.81,7.5,10.23,5.43,6.76,0.32,21.27,3,96.56
"706",10.02,6.38,3.94,4.03,7.86,9.63,10.92,5.57,7.26,0.17,27.89,5,103.58
"707",10.58,5.19,3.11,4.71,4.75,10.42,10.08,5.08,7.81,-2.2,28.37,2,100.28
"708",11.26,8.12,6.04,5.86,10.09,8.39,11.53,7.42,8.29,1.18,28.94,2,104.64
"709",5.76,6.61,6.11,3.68,9.34,9.81,5.67,6.4,9.36,2.08,20.87,6,117.45
"710",9.45,7.41,5.51,6.64,8.26,9.12,9.12,6.66,7.62,0.22,19.07,2,107.41
"711",10.76,6.68,6.93,6.81,6.39,10.3,10.59,5.85,9.6,-2.37,23.96,1,93.6
"712",10.41,6.13,3.39,7.96,8.4,9.32,10.61,5.31,7.73,-0.74,31.27,2,105.58
"713",10.26,6.3,5.35,6.71,6.06,8.48,10.13,5.43,7.51,-1.55,33.03,1,93.56
"714",13.46,7.15,10.32,6.43,7.17,8.86,12.94,6.44,7.98,-1.4,30.29,4,79.99
"715",9.74,6.55,0.02,5.62,9.72,8.67,9.86,5.59,8.03,1.27,21.77,5,117.34
"716",10.18,7.01,3.4,7.53,11.09,10.89,9.66,6.43,8.69,1.3,21.29,5,132.08
"717",9.75,6.42,7.09,5.55,9.53,8.26,9.77,5.79,7.43,0.42,29.8,3,99.99
"718",14.7,6.73,5.99,6.26,8.21,9.87,14.44,6.7,8.36,-1.6,22.69,5,92.57
"719",8.76,8.68,5,3.97,7.6,9.06,8.23,8.02,8.25,0.55,23.7,7,112.79
"720",12.19,7.09,1.77,3.98,7.7,9.31,11.78,5.99,8.5,-1.86,25.92,5,101.21
"721",12.28,7.28,4.58,6.17,9.4,8.44,12.26,7.02,7.73,-0.68,35.38,4,99.7
"722",8.52,7.19,5.21,7.51,6.77,8.35,8.62,6.57,6.93,0.88,20.14,6,102.36
"723",12.48,7.27,5.56,4.66,8.34,9.85,12.27,6.65,8.84,-1.46,25.98,7,104.35
"724",11.18,7.99,4.15,6.55,6.59,7.99,10.88,6.76,8.14,-2.74,32.59,4,93.83
"725",12.01,7.54,5.79,6.04,7.13,9.6,12.56,6.68,8.4,-1.32,27.22,1,101.52
"726",6.49,5.36,4.91,5.94,3.55,9.5,6.32,5.11,7.85,-1.02,14.2,1,91.09
"727",8.45,7.85,7.78,6.16,5.81,8.89,8.29,7.29,8.85,-0.98,20.38,7,100.1
"728",9.23,6.55,9.21,6.13,11.74,8.7,9.53,5.67,6.58,1.75,28.59,1,103.84
"729",10.38,7.49,4.33,6.2,9.57,7.88,10.33,6.95,7.96,0.83,16.9,4,102.86
"730",9.88,6.62,3.21,9.98,7.48,9.53,10.36,6.01,8.78,-0.26,20.22,1,117.96
"731",9.7,6.06,7.39,11.41,6.61,8.45,9.55,5.5,7.65,-1.16,14.61,7,101.74
"732",11.2,6.49,4.23,7.52,12.8,10,10.94,5.98,8.36,2.39,20.86,1,127.18
"733",11.83,6.27,4.02,7.13,8.95,9.12,11.44,5.66,7.3,-1.18,31.57,5,114.57
"734",13.33,6.87,2.78,5.99,9.47,7.3,13.22,5.9,6.86,-1.02,17.58,3,92.89
"735",11.21,6.77,4.68,5.63,8.14,10.39,11.9,6.05,8.69,-0.37,24.8,5,110.81
"736",7.68,5.88,4.54,4.47,6.58,9.31,7.14,5.18,7.93,-0.36,18.08,3,98.35
"737",7.26,7.73,2.28,5.33,6.34,8.14,7.38,7.31,7.67,-0.77,25.98,3,113.88
"738",12.67,7.69,8.5,2.65,9.51,8.52,13.39,6.95,8.07,0.13,30.08,1,90.74
"739",9.21,6.74,2.66,6.2,10.19,7.81,8.86,5.58,7.31,1.86,23.07,5,114.27
"740",10.71,5.36,5.88,5.76,8.65,7.27,10.77,4.78,6.92,0.88,28.24,6,86.45
"741",10.8,6.09,4.26,4.65,5.95,8.96,10.82,5.08,8.09,-1.27,27.34,4,88.04
"742",11.33,7.61,4.49,5.11,7.47,10.11,12.02,7.03,8.11,-1.38,29.81,4,105.98
"743",9.16,6.83,3.86,9.37,8.16,8.97,9.56,6.55,7.59,0.75,31.43,4,121.41
"744",9.34,7.92,1.61,5.18,9.52,7.84,9.63,6.56,8.62,1.52,25.25,7,110.84
"745",10.88,6.48,7.78,2.45,5.4,10.47,10.77,6.21,7.91,-1.39,15.45,1,89.97
"746",8.43,6.82,6.35,6.33,8.8,9.7,8.16,6.24,7.57,1.33,31.43,5,110.35
"747",9.55,5.55,7.4,5.89,8.13,10.47,9.6,5.1,7.59,-0.07,33.5,2,98.68
"748",8.84,8.15,5.39,3.86,8.28,9.32,8.75,7.13,8.94,0.66,22.9,4,99.97
"749",7.8,6.99,1.99,5.4,8.37,7.72,8.07,6.22,7.93,0.96,26.94,6,104.73
"750",10.32,7,4.06,5.31,8.89,9.08,10.61,6.37,7.8,0.43,34.22,1,98.93
"751",10.9,5.35,5.66,4.9,9.58,8.56,10.81,4.5,7.01,0.24,30.23,1,102.02
"752",10.2,7.57,-0.21,6.24,8.37,10.2,10.45,6.51,9.02,-0.75,20.96,1,121.8
"753",10.67,5.38,2.73,6.41,9.86,10.38,10.66,4.64,7.67,0.17,23.81,4,109.11
"754",9.82,9.87,4.86,6.71,9.01,7.3,9.68,8.87,8.44,1.27,27.3,5,116.21
"755",9.65,7.51,3.08,7.4,9.15,8.45,9.88,6.81,7.32,0.8,23.56,1,114.79
"756",6.86,5.76,3.53,5.61,8.06,8.36,6.94,4.87,6.49,1.21,23.82,2,98.73
"757",12.42,6.55,4.87,5.38,7.92,8.7,11.97,6.61,7.94,-0.54,24.73,2,96.49
"758",12.92,6.93,2.7,5.3,7.69,9.54,11.5,6.23,8.86,-1.84,24.17,1,103.12
"759",11.73,7.06,3.24,5.63,9.4,7.81,11.82,6.28,8.02,0.03,28.92,6,102.67
"760",11.18,7.19,7.78,7.33,10.05,10.01,11.5,6.4,9.32,0.46,19.52,3,114.91
"761",10.17,6.95,4.16,7.6,4.69,7.81,10.22,6.02,8.29,-1.9,25.11,7,88.26
"762",9.19,6.54,8.69,5.87,6.39,7.54,9.2,5.51,6.94,-1.52,23.26,7,90.1
"763",10.39,7.3,4.97,8.44,11.45,10.11,10.52,6.26,7.72,2.45,25.92,7,122.79
"764",8.89,7.07,9.51,6.28,6.94,8.58,8.96,6.2,7.73,-0.34,30.49,5,96.65
"765",11.41,6.3,4.3,5.93,6.3,9.07,11.71,5.66,8.04,-1.93,26.99,6,95.79
"766",10.8,6.75,2.25,6.53,5.14,9.08,10.43,6.01,6.92,-2.33,32.11,6,103.37
"767",10.02,7.1,5.34,7.33,5.34,8.84,10.79,6.38,7.92,-0.97,27.88,4,93.19
"768",9.49,6.66,5.19,5.43,12.28,8.42,9.3,6.37,8.25,3.09,23.98,1,111.76
"769",10.6,6.29,5.76,7.35,8.92,9.31,10.61,5.15,7.64,0.35,35.46,1,109.58
"770",11.45,7.94,5.19,5.58,8.4,9.15,11.74,6.99,8.91,-0.54,22.84,2,99.87
"771",12.83,7.2,3.21,8.55,11.15,7.22,13.1,6.4,7.23,0.02,16.8,7,106.25
"772",7.25,7.55,5.16,8.37,5.55,8.81,7.59,6.25,7.87,-0.1,24.07,2,102
"773",8.8,7.6,1.57,4.6,9.29,8.72,9.65,6.78,7.57,1.22,20.15,4,117.72
"774",13.42,8.17,3.55,6.13,7.68,10.26,13.81,7.46,8.88,-1,24.84,7,112.36
"775",9.67,7.76,8.53,2.91,6.41,9.65,8.96,6.95,8.24,-1.33,24.93,3,90.07
"776",13.21,5.66,4.56,6.5,9.96,6.93,13.2,5.45,6.51,-0.43,36.82,3,98.13
"777",8.4,5.55,4.57,8.4,8.41,8.57,8.37,4.96,7.14,0.59,33.45,5,111.91
"778",12.36,6.75,6.77,6.89,7.95,9.01,12.99,6.56,7.48,-1.93,37.34,5,101.04
