fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,indice_alcohol_acidez,balance_azucar_acidez,indice_mineralidad,potencial_alcoholico,relacion_SO2,alcohol_2,density_2,sugar_2,acidez_2,alcohol_sulphates,density_sugar,acidez_pH,alcohol_acidez_volatil,quality
6.3,0.26,0.42,7.1,0.045,62.0,209.0,0.9954,3.2,0.53,9.5,1.5079,26.2963,0.575,9.4567,0.2952,90.25,0.9909,50.41,39.69,5.035,7.0676,20.16,2.47,6
6.6,0.36,0.52,11.3,0.046,8.0,110.0,0.9966,3.07,0.46,9.4,1.4242,30.5405,0.506,9.368,0.0721,88.36,0.9932,127.69,43.56,4.324,11.2616,20.262,3.384,5
6.3,0.13,0.42,1.1,0.043,63.0,146.0,0.9907,3.13,0.72,11.2,1.7778,7.8571,0.763,11.0954,0.4286,125.44,0.9814,1.21,39.69,8.064,1.0897,19.719,1.456,7
6.4,0.15,0.44,1.2,0.043,67.0,150.0,0.9907,3.14,0.73,11.2,1.75,7.5,0.773,11.0958,0.4437,125.44,0.9815,1.44,40.96,8.176,1.1888,20.096,1.68,7
6.3,0.13,0.42,1.1,0.043,63.0,146.0,0.9907,3.13,0.72,11.2,1.7778,7.8571,0.763,11.0954,0.4286,125.44,0.9814,1.21,39.69,8.064,1.0897,19.719,1.456,7
7.6,0.23,0.64,12.9,0.033,54.0,170.0,0.998,3.0,0.53,8.8,1.1579,53.75,0.563,8.7824,0.3158,77.44,0.996,166.41,57.76,4.664,12.8742,22.8,2.024,5
6.4,0.15,0.44,1.2,0.043,67.0,150.0,0.9907,3.14,0.73,11.2,1.75,7.5,0.773,11.0958,0.4437,125.44,0.9815,1.44,40.96,8.176,1.1888,20.096,1.68,7
6.3,0.13,0.42,1.1,0.043,63.0,146.0,0.9907,3.13,0.72,11.2,1.7778,7.8571,0.763,11.0954,0.4286,125.44,0.9814,1.21,39.69,8.064,1.0897,19.719,1.456,7
5.7,0.255,0.65,1.2,0.079,17.0,137.0,0.9931,3.2,0.42,9.4,1.6491,4.5283,0.499,9.3349,0.1232,88.36,0.9862,1.44,32.49,3.948,1.1917,18.24,2.397,5
6.9,0.32,0.26,2.3,0.03,11.0,103.0,0.9911,3.06,0.42,11.1,1.6087,6.9697,0.45,11.0008,0.1058,123.21,0.9822,5.29,47.61,4.662,2.2794,21.114,3.552,6
6.9,0.28,0.22,10.0,0.052,36.0,131.0,0.997,3.08,0.46,9.6,1.3913,34.4828,0.512,9.5708,0.2727,92.16,0.9939,100.0,47.61,4.416,9.9696,21.252,2.688,5
6.9,0.32,0.26,2.3,0.03,11.0,103.0,0.9911,3.06,0.42,11.1,1.6087,6.9697,0.45,11.0008,0.1058,123.21,0.9822,5.29,47.61,4.662,2.2794,21.114,3.552,6
5.7,0.255,0.65,1.2,0.079,17.0,137.0,0.9931,3.2,0.42,9.4,1.6491,4.5283,0.499,9.3349,0.1232,88.36,0.9862,1.44,32.49,3.948,1.1917,18.24,2.397,5
6.6,0.41,0.16,1.4,0.037,28.0,160.0,0.9917,2.95,0.45,10.6,1.6061,3.3333,0.487,10.5117,0.1739,112.36,0.9834,1.96,43.56,4.77,1.3883,19.47,4.346,6
7.3,0.37,0.16,14.9,0.048,59.0,240.0,0.999,3.13,0.45,8.9,1.2192,39.2105,0.498,8.8913,0.2448,79.21,0.998,222.01,53.29,4.005,14.8854,22.849,3.293,5
6.9,0.21,0.24,1.8,0.021,17.0,80.0,0.9899,3.15,0.46,12.3,1.7826,8.1818,0.481,12.176,0.2099,151.29,0.9799,3.24,47.61,5.658,1.7819,21.735,2.583,7
6.6,0.24,0.28,1.8,0.028,39.0,132.0,0.9918,3.34,0.46,11.4,1.7273,7.2,0.488,11.3067,0.2932,129.96,0.9837,3.24,43.56,5.244,1.7853,22.044,2.736,5
6.8,0.28,0.36,7.0,0.043,60.0,207.0,0.9956,3.16,0.49,9.6,1.4118,24.1379,0.533,9.5574,0.2885,92.16,0.9911,49.0,46.24,4.704,6.9689,21.488,2.688,6
6.6,0.24,0.24,8.6,0.034,25.0,135.0,0.9958,3.33,0.59,10.3,1.5606,34.4,0.624,10.2569,0.1838,106.09,0.9917,73.96,43.56,6.077,8.5641,21.978,2.472,6
6.6,0.24,0.28,1.8,0.028,39.0,132.0,0.9918,3.34,0.46,11.4,1.7273,7.2,0.488,11.3067,0.2932,129.96,0.9837,3.24,43.56,5.244,1.7853,22.044,2.736,5
7.0,0.16,0.32,1.1,0.032,29.0,80.0,0.9897,3.23,0.36,12.1,1.7286,6.4706,0.392,11.9756,0.358,146.41,0.9795,1.21,49.0,4.356,1.0887,22.61,1.936,6
7.0,0.14,0.28,1.3,0.026,10.0,56.0,0.9935,3.46,0.45,9.9,1.4143,8.6667,0.476,9.8358,0.1754,98.01,0.9871,1.69,49.0,4.455,1.2916,24.22,1.386,5
6.3,0.34,0.36,4.9,0.035,31.0,185.0,0.9946,3.15,0.49,9.7,1.5397,14.0,0.525,9.6476,0.1667,94.09,0.9892,24.01,39.69,4.753,4.8735,19.845,3.298,5
6.8,0.26,0.24,1.9,0.043,70.0,154.0,0.9927,3.18,0.52,10.5,1.5441,7.037,0.563,10.4237,0.4516,110.25,0.9855,3.61,46.24,5.46,1.8862,21.624,2.73,5
6.7,0.17,0.42,10.4,0.038,85.0,182.0,0.9963,3.04,0.44,8.9,1.3284,57.7778,0.478,8.8669,0.4645,79.21,0.9926,108.16,44.89,3.916,10.3613,20.368,1.513,6
6.5,0.27,0.4,10.0,0.039,74.0,227.0,0.9958,3.18,0.5,9.4,1.4462,35.7143,0.539,9.3607,0.3246,88.36,0.9917,100.0,42.25,4.7,9.9582,20.67,2.538,5
6.7,0.25,0.36,8.6,0.037,63.0,206.0,0.9955,3.18,0.5,9.6,1.4328,33.0769,0.537,9.5571,0.3043,92.16,0.9911,73.96,44.89,4.8,8.5616,21.306,2.4,5
5.8,0.3,0.27,1.7,0.014,45.0,104.0,0.9891,3.4,0.56,12.6,2.1724,5.4839,0.574,12.4632,0.4286,158.76,0.9784,2.89,33.64,7.056,1.6815,19.72,3.78,7
6.4,0.28,0.56,1.7,0.156,49.0,106.0,0.9935,3.1,0.37,9.2,1.4375,5.8621,0.526,9.1406,0.4579,84.64,0.9871,2.89,40.96,3.404,1.689,19.84,2.576,6
7.7,0.3,0.26,18.95,0.053,36.0,174.0,0.9998,3.2,0.5,10.4,1.3506,61.129,0.553,10.3975,0.2057,108.16,0.9995,359.1025,59.29,5.2,18.9455,24.64,3.12,5
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.9981,3.0,0.52,9.0,1.3235,67.3684,0.582,8.9827,0.1105,81.0,0.9962,163.84,46.24,4.68,12.7754,20.4,1.62,7
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.9981,3.0,0.52,9.0,1.3235,67.3684,0.582,8.9827,0.1105,81.0,0.9962,163.84,46.24,4.68,12.7754,20.4,1.62,7
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.9981,3.0,0.52,9.0,1.3235,67.3684,0.582,8.9827,0.1105,81.0,0.9962,163.84,46.24,4.68,12.7754,20.4,1.62,7
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.9981,3.0,0.52,9.0,1.3235,67.3684,0.582,8.9827,0.1105,81.0,0.9962,163.84,46.24,4.68,12.7754,20.4,1.62,7
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.9981,3.0,0.52,9.0,1.3235,67.3684,0.582,8.9827,0.1105,81.0,0.9962,163.84,46.24,4.68,12.7754,20.4,1.62,7
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.9981,3.0,0.52,9.0,1.3235,67.3684,0.582,8.9827,0.1105,81.0,0.9962,163.84,46.24,4.68,12.7754,20.4,1.62,7
5.1,0.14,0.25,0.7,0.039,15.0,89.0,0.9919,3.22,0.43,9.2,1.8039,4.6667,0.469,9.1255,0.1667,84.64,0.9839,0.49,26.01,3.956,0.6943,16.422,1.288,6
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.9981,3.0,0.52,9.0,1.3235,67.3684,0.582,8.9827,0.1105,81.0,0.9962,163.84,46.24,4.68,12.7754,20.4,1.62,7
7.2,0.615,0.1,1.4,0.068,25.0,154.0,0.995,3.2,0.48,9.7,1.3472,2.24,0.548,9.6514,0.1613,94.09,0.99,1.96,51.84,4.656,1.393,23.04,5.9655,4
6.9,0.13,0.28,13.3,0.05,47.0,132.0,0.9966,3.34,0.42,10.1,1.4638,95.0,0.47,10.0652,0.3534,102.01,0.9931,176.89,47.61,4.242,13.2541,23.046,1.313,6
6.7,0.34,0.3,8.5,0.059,24.0,152.0,0.9962,3.46,0.64,11.0,1.6418,24.2857,0.699,10.9576,0.1569,121.0,0.9923,72.25,44.89,7.04,8.4673,23.182,3.74,7
7.3,0.32,0.29,1.5,0.038,32.0,144.0,0.993,3.2,0.55,10.8,1.4795,4.5455,0.588,10.724,0.2207,116.64,0.986,2.25,53.29,5.94,1.4894,23.36,3.456,5
6.3,0.21,0.29,11.7,0.048,49.0,147.0,0.9948,3.22,0.38,10.8,1.7143,53.1818,0.428,10.7441,0.3311,116.64,0.9897,136.89,39.69,4.104,11.6394,20.286,2.268,5
5.4,0.5,0.13,5.0,0.028,12.0,107.0,0.9908,3.48,0.88,13.5,2.5,9.8039,0.908,13.3757,0.1111,182.25,0.9817,25.0,29.16,11.88,4.954,18.792,6.75,7
8.2,0.52,0.34,1.2,0.042,18.0,167.0,0.9937,3.24,0.39,10.6,1.2927,2.2642,0.432,10.5328,0.1071,112.36,0.9874,1.44,67.24,4.134,1.1924,26.568,5.512,5
7.8,0.28,0.31,2.1,0.046,28.0,208.0,0.9943,3.23,0.64,9.8,1.2564,7.2414,0.686,9.7445,0.134,96.04,0.9887,4.41,60.84,6.272,2.0881,25.194,2.744,5
6.4,0.22,0.34,1.4,0.023,56.0,115.0,0.9896,3.18,0.7,11.7,1.8281,6.087,0.723,11.5781,0.4828,136.89,0.9793,1.96,40.96,8.19,1.3854,20.352,2.574,6
7.8,0.28,0.31,2.1,0.046,28.0,208.0,0.9943,3.23,0.64,9.8,1.2564,7.2414,0.686,9.7445,0.134,96.04,0.9887,4.41,60.84,6.272,2.0881,25.194,2.744,5
6.9,0.32,0.27,16.0,0.034,58.0,185.0,0.9994,3.34,0.6,9.0,1.3043,48.4848,0.634,8.9944,0.3118,81.0,0.9988,256.0,47.61,5.4,15.9901,23.046,2.88,6
6.8,0.11,0.42,1.1,0.042,51.0,132.0,0.9906,3.18,0.74,11.3,1.6618,9.1667,0.782,11.1937,0.3835,127.69,0.9813,1.21,46.24,8.362,1.0896,21.624,1.243,7
6.2,0.26,0.32,15.3,0.031,64.0,185.0,0.9984,3.31,0.61,9.4,1.5161,56.6667,0.641,9.3845,0.3441,88.36,0.9967,234.09,38.44,5.734,15.2748,20.522,2.444,5
6.4,0.22,0.34,1.4,0.023,56.0,115.0,0.9896,3.18,0.7,11.7,1.8281,6.087,0.723,11.5781,0.4828,136.89,0.9793,1.96,40.96,8.19,1.3854,20.352,2.574,6
6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.9916,3.31,0.63,11.3,1.6866,9.0323,0.655,11.205,0.3426,127.69,0.9833,7.84,44.89,7.119,2.7765,22.177,3.39,7
6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.9916,3.31,0.63,11.3,1.6866,9.0323,0.655,11.205,0.3426,127.69,0.9833,7.84,44.89,7.119,2.7765,22.177,3.39,7
7.1,0.2,0.3,0.9,0.019,4.0,28.0,0.9893,3.2,0.36,12.0,1.6901,4.2857,0.379,11.8717,0.1379,144.0,0.9787,0.81,50.41,4.32,0.8904,22.72,2.4,6
7.2,0.2,0.36,2.5,0.028,22.0,157.0,0.9938,3.48,0.49,10.6,1.4722,11.9048,0.518,10.5343,0.1392,112.36,0.9876,6.25,51.84,5.194,2.4845,25.056,2.12,6
8.9,0.26,0.33,8.1,0.024,47.0,202.0,0.9956,3.13,0.46,10.8,1.2135,30.0,0.484,10.7523,0.2315,116.64,0.9912,65.61,79.21,4.968,8.0642,27.857,2.808,6
7.5,0.25,0.32,8.2,0.024,53.0,209.0,0.9956,3.12,0.46,10.8,1.44,31.5385,0.484,10.7528,0.2524,116.64,0.9913,67.24,56.25,4.968,8.1642,23.4,2.7,6
7.1,0.2,0.3,0.9,0.019,4.0,28.0,0.9893,3.2,0.36,12.0,1.6901,4.2857,0.379,11.8717,0.1379,144.0,0.9787,0.81,50.41,4.32,0.8904,22.72,2.4,6
6.3,0.27,0.46,11.1,0.053,44.0,177.0,0.9969,3.18,0.67,9.4,1.4921,39.6429,0.723,9.371,0.2472,88.36,0.9938,123.21,39.69,6.298,11.0657,20.034,2.538,5
6.5,0.3,0.39,7.8,0.038,61.0,219.0,0.9959,3.19,0.5,9.4,1.4462,25.1613,0.538,9.3615,0.2773,88.36,0.9918,60.84,42.25,4.7,7.768,20.735,2.82,5
6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.9916,3.31,0.63,11.3,1.6866,9.0323,0.655,11.205,0.3426,127.69,0.9833,7.84,44.89,7.119,2.7765,22.177,3.39,7
6.6,0.36,0.52,10.1,0.05,29.0,140.0,0.9963,3.07,0.4,9.4,1.4242,27.2973,0.45,9.365,0.2057,88.36,0.9926,102.01,43.56,3.76,10.0624,20.262,3.384,5
6.15,0.21,0.37,3.2,0.021,20.0,80.0,0.9908,3.39,0.47,12.0,1.9512,14.5455,0.491,11.8891,0.2469,144.0,0.9816,10.24,37.8225,5.64,3.1704,20.8485,2.52,5
6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.9968,3.28,0.72,10.3,1.5846,74.7368,0.759,10.2668,0.3615,106.09,0.9936,201.64,42.25,7.416,14.1543,21.32,1.854,7
6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.9968,3.28,0.72,10.3,1.5846,74.7368,0.759,10.2668,0.3615,106.09,0.9936,201.64,42.25,7.416,14.1543,21.32,1.854,7
6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.9968,3.28,0.72,10.3,1.5846,74.7368,0.759,10.2668,0.3615,106.09,0.9936,201.64,42.25,7.416,14.1543,21.32,1.854,7
6.6,0.26,0.21,2.9,0.026,48.0,126.0,0.9909,3.22,0.38,11.3,1.7121,10.7407,0.406,11.1971,0.378,127.69,0.9819,8.41,43.56,4.294,2.8736,21.252,2.938,7
6.6,0.35,0.35,6.0,0.063,31.0,150.0,0.9954,3.1,0.47,9.4,1.4242,16.6667,0.533,9.3565,0.2053,88.36,0.9908,36.0,43.56,4.418,5.9722,20.46,3.29,6
6.5,0.28,0.28,20.4,0.041,40.0,144.0,1.0002,3.14,0.38,8.7,1.3385,70.3448,0.421,8.7017,0.2759,75.69,1.0004,416.16,42.25,3.306,20.4041,20.41,2.436,5
6.6,0.36,0.52,10.1,0.05,29.0,140.0,0.9963,3.07,0.4,9.4,1.4242,27.2973,0.45,9.365,0.2057,88.36,0.9926,102.01,43.56,3.76,10.0624,20.262,3.384,5
6.6,0.26,0.21,2.9,0.026,48.0,126.0,0.9909,3.22,0.38,11.3,1.7121,10.7407,0.406,11.1971,0.378,127.69,0.9819,8.41,43.56,4.294,2.8736,21.252,2.938,7
6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.9968,3.28,0.72,10.3,1.5846,74.7368,0.759,10.2668,0.3615,106.09,0.9936,201.64,42.25,7.416,14.1543,21.32,1.854,7
6.15,0.21,0.37,3.2,0.021,20.0,80.0,0.9908,3.39,0.47,12.0,1.9512,14.5455,0.491,11.8891,0.2469,144.0,0.9816,10.24,37.8225,5.64,3.1704,20.8485,2.52,5
4.5,0.19,0.21,0.95,0.033,89.0,159.0,0.9933,3.34,0.42,8.0,1.7778,4.75,0.453,7.9466,0.5562,64.0,0.9867,0.9025,20.25,3.36,0.9437,15.03,1.52,5
8.0,0.24,0.26,1.7,0.033,36.0,136.0,0.9932,3.44,0.51,10.4,1.3,6.8,0.543,10.3289,0.2628,108.16,0.9864,2.89,64.0,5.304,1.6884,27.52,2.496,7
7.8,0.17,0.23,1.7,0.029,39.0,128.0,0.9927,3.37,0.41,10.7,1.3718,9.4444,0.439,10.6221,0.3023,114.49,0.9855,2.89,60.84,4.387,1.6876,26.286,1.819,7
7.0,0.24,0.24,9.0,0.03,42.0,219.0,0.9964,3.47,0.46,10.2,1.4571,36.0,0.49,10.1629,0.1909,104.04,0.9927,81.0,49.0,4.692,8.9672,24.29,2.448,6
5.8,0.6,0.0,1.3,0.044,72.0,197.0,0.992,3.56,0.43,10.9,1.8793,2.1311,0.474,10.813,0.3636,118.81,0.9841,1.69,33.64,4.687,1.2896,20.648,6.54,5
5.9,0.445,0.26,1.4,0.027,23.0,109.0,0.9915,3.3,0.36,10.5,1.7797,3.0769,0.387,10.4105,0.2091,110.25,0.983,1.96,34.81,3.78,1.3881,19.47,4.6725,6
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.9906,3.26,0.39,11.7,1.7463,8.2759,0.402,11.5905,0.3564,136.89,0.9814,5.76,44.89,4.563,2.3775,21.842,3.276,7
6.8,0.44,0.2,16.0,0.065,61.0,186.0,0.9988,3.13,0.45,8.6,1.2647,35.5556,0.515,8.59,0.3262,73.96,0.9977,256.0,46.24,3.87,15.9814,21.284,3.784,5
7.2,0.24,0.27,11.4,0.034,40.0,174.0,0.9977,3.2,0.44,9.0,1.25,45.6,0.474,8.9796,0.2286,81.0,0.9955,129.96,51.84,3.96,11.3741,23.04,2.16,5
8.7,0.31,0.73,14.35,0.044,27.0,191.0,1.0001,2.96,0.88,8.7,1.0,44.8438,0.924,8.7011,0.1406,75.69,1.0003,205.9225,75.69,7.656,14.3519,25.752,2.697,5
8.2,0.32,0.26,2.1,0.062,26.0,87.0,0.9897,3.1,0.47,12.8,1.561,6.3636,0.532,12.6687,0.2955,163.84,0.9796,4.41,67.24,6.016,2.0785,25.42,4.096,6
7.2,0.24,0.27,11.4,0.034,40.0,174.0,0.9977,3.2,0.44,9.0,1.25,45.6,0.474,8.9796,0.2286,81.0,0.9955,129.96,51.84,3.96,11.3741,23.04,2.16,5
8.7,0.31,0.73,14.35,0.044,27.0,191.0,1.0001,2.96,0.88,8.7,1.0,44.8438,0.924,8.7011,0.1406,75.69,1.0003,205.9225,75.69,7.656,14.3519,25.752,2.697,5
7.5,0.13,0.38,1.1,0.023,42.0,104.0,0.9911,3.28,0.53,11.8,1.5733,7.8571,0.553,11.6952,0.4,139.24,0.9823,1.21,56.25,6.254,1.0902,24.6,1.534,6
9.2,0.14,0.37,1.1,0.034,36.0,84.0,0.9914,3.05,0.55,11.6,1.2609,7.3333,0.584,11.4998,0.4235,134.56,0.9828,1.21,84.64,6.38,1.0905,28.06,1.624,6
7.4,0.2,0.37,1.2,0.028,28.0,89.0,0.9913,3.14,0.61,11.8,1.5946,5.7143,0.638,11.6976,0.3111,139.24,0.9827,1.44,54.76,7.198,1.1896,23.236,2.36,6
6.1,0.15,0.35,15.8,0.042,55.0,158.0,0.9964,3.24,0.37,10.6,1.7377,98.75,0.412,10.5621,0.3459,112.36,0.9929,249.64,37.21,3.922,15.7434,19.764,1.59,5
7.6,0.23,0.4,5.2,0.066,14.0,91.0,0.9949,3.17,0.8,9.7,1.2763,21.6667,0.866,9.6503,0.1522,94.09,0.9898,27.04,57.76,7.76,5.1734,24.092,2.231,5
8.1,0.33,0.22,5.2,0.047,24.0,151.0,0.9953,3.22,0.47,10.3,1.2716,15.2941,0.517,10.2513,0.1579,106.09,0.9906,27.04,65.61,4.841,5.1754,26.082,3.399,5
7.15,0.17,0.24,9.6,0.119,56.0,178.0,0.9958,3.15,0.44,10.2,1.4266,53.3333,0.559,10.157,0.3128,104.04,0.9916,92.16,51.1225,4.488,9.5595,22.5225,1.734,6
6.7,0.12,0.3,5.2,0.048,38.0,113.0,0.9935,3.33,0.44,10.1,1.5075,40.0,0.488,10.0346,0.3333,102.01,0.9871,27.04,44.89,4.444,5.1663,22.311,1.212,7
5.7,0.18,0.36,1.2,0.046,9.0,71.0,0.992,3.7,0.68,10.9,1.9123,6.3158,0.726,10.8127,0.125,118.81,0.984,1.44,32.49,7.412,1.1904,21.09,1.962,7
5.8,0.15,0.28,0.8,0.037,43.0,127.0,0.992,3.24,0.51,9.3,1.6034,5.0,0.547,9.2254,0.3359,86.49,0.984,0.64,33.64,4.743,0.7936,18.792,1.395,5
6.6,0.23,0.29,14.45,0.057,29.0,144.0,0.9976,3.33,0.54,10.2,1.5455,60.2083,0.597,10.1751,0.2,104.04,0.9951,208.8025,43.56,5.508,14.4147,21.978,2.346,6
7.15,0.17,0.24,9.6,0.119,56.0,178.0,0.9958,3.15,0.44,10.2,1.4266,53.3333,0.559,10.157,0.3128,104.04,0.9916,92.16,51.1225,4.488,9.5595,22.5225,1.734,6
7.0,0.34,0.39,6.9,0.066,43.0,162.0,0.9956,3.11,0.53,9.5,1.3571,19.7143,0.596,9.4583,0.2638,90.25,0.9912,47.61,49.0,5.035,6.8697,21.77,3.23,5
6.4,0.68,0.26,3.4,0.069,25.0,146.0,0.9935,3.18,0.4,9.3,1.4531,4.9275,0.469,9.2393,0.1701,86.49,0.987,11.56,40.96,3.72,3.3778,20.352,6.324,5
7.3,0.22,0.31,2.3,0.018,45.0,80.0,0.9894,3.06,0.34,12.9,1.7671,10.0,0.358,12.7627,0.5556,166.41,0.9788,5.29,53.29,4.386,2.2755,22.338,2.838,7
6.4,0.28,0.27,11.0,0.042,45.0,148.0,0.9979,3.14,0.46,8.7,1.3594,37.931,0.502,8.6814,0.302,75.69,0.9957,121.0,40.96,4.002,10.9765,20.096,2.436,5
6.9,0.4,0.22,5.95,0.081,76.0,303.0,0.997,3.4,0.57,9.4,1.3623,14.5122,0.651,9.3723,0.25,88.36,0.9941,35.4025,47.61,5.358,5.9324,23.46,3.76,5
6.8,0.19,0.23,5.1,0.034,71.0,204.0,0.9942,3.23,0.69,10.1,1.4853,25.5,0.724,10.0414,0.3463,102.01,0.9884,26.01,46.24,6.969,5.0704,21.964,1.919,5
7.1,0.23,0.24,5.4,0.039,60.0,196.0,0.9948,3.19,0.78,10.0,1.4085,22.5,0.819,9.948,0.3046,100.0,0.9896,29.16,50.41,7.8,5.3719,22.649,2.3,4
6.45,0.14,0.42,1.2,0.05,51.0,129.0,0.9912,3.27,0.69,11.1,1.7209,8.0,0.74,11.0019,0.3923,123.21,0.9824,1.44,41.6025,7.659,1.1894,21.0915,1.554,7
6.5,0.15,0.44,12.6,0.052,65.0,158.0,0.9969,3.26,0.7,10.3,1.5846,78.75,0.752,10.2679,0.4088,106.09,0.9938,158.76,42.25,7.21,12.5607,21.19,1.545,7
7.1,0.15,0.34,1.0,0.033,27.0,73.0,0.9897,3.24,0.41,12.2,1.7183,6.25,0.443,12.0748,0.3649,148.84,0.9796,1.0,50.41,5.002,0.9897,23.004,1.83,6
6.7,0.33,0.34,6.6,0.067,35.0,156.0,0.9954,3.11,0.48,9.3,1.3881,19.4118,0.547,9.2574,0.2229,86.49,0.9909,43.56,44.89,4.464,6.5698,20.837,3.069,6
7.2,0.3,0.26,1.5,0.041,46.0,178.0,0.9915,3.19,0.56,11.3,1.5694,4.8387,0.601,11.2044,0.257,127.69,0.9832,2.25,51.84,6.328,1.4873,22.968,3.39,6
7.0,0.23,0.33,1.0,0.043,46.0,110.0,0.9912,3.04,0.65,10.8,1.5429,4.1667,0.693,10.7047,0.4144,116.64,0.9824,1.0,49.0,7.02,0.9912,21.28,2.484,6
8.0,0.13,0.25,1.1,0.033,15.0,86.0,0.9904,2.98,0.39,11.2,1.4,7.8571,0.423,11.0929,0.1724,125.44,0.981,1.21,64.0,4.368,1.0895,23.84,1.456,8
6.2,0.21,0.34,6.6,0.03,36.0,91.0,0.9914,3.32,0.45,12.5,2.0161,30.0,0.48,12.3925,0.3913,156.25,0.9829,43.56,38.44,5.625,6.5432,20.584,2.625,7
8.3,0.4,0.41,8.2,0.05,15.0,122.0,0.9979,3.39,0.49,9.3,1.1205,20.0,0.54,9.2805,0.122,86.49,0.9958,67.24,68.89,4.557,8.1828,28.137,3.72,5
5.9,0.34,0.31,2.0,0.03,38.0,142.0,0.9889,3.4,0.41,12.9,2.1864,5.7143,0.44,12.7571,0.2657,166.41,0.978,4.0,34.81,5.289,1.9778,20.06,4.386,7
6.6,0.12,0.25,1.4,0.039,21.0,131.0,0.9911,3.2,0.45,11.2,1.697,10.7692,0.489,11.1008,0.1591,125.44,0.9824,1.96,43.56,5.04,1.3876,21.12,1.344,7
9.6,0.655,0.21,2.0,0.039,21.0,120.0,0.9919,3.0,1.0,12.6,1.3125,3.0075,1.039,12.4977,0.1736,158.76,0.9838,4.0,92.16,12.6,1.9838,28.8,8.253,6
6.8,0.26,0.4,7.5,0.046,45.0,179.0,0.9958,3.2,0.49,9.3,1.3676,27.7778,0.536,9.2612,0.25,86.49,0.9917,56.25,46.24,4.557,7.4687,21.76,2.418,5
5.9,0.34,0.31,2.0,0.03,38.0,142.0,0.9889,3.4,0.41,12.9,2.1864,5.7143,0.44,12.7571,0.2657,166.41,0.978,4.0,34.81,5.289,1.9778,20.06,4.386,7
5.9,0.3,0.3,2.0,0.03,38.0,142.0,0.9889,3.41,0.41,12.9,2.1864,6.4516,0.44,12.7571,0.2657,166.41,0.978,4.0,34.81,5.289,1.9778,20.119,3.87,7
7.0,0.15,0.3,13.3,0.049,46.0,120.0,0.997,3.2,0.36,9.5,1.3571,83.125,0.409,9.4719,0.3802,90.25,0.9941,176.89,49.0,3.42,13.2606,22.4,1.425,7
7.9,0.37,0.31,2.85,0.037,5.0,24.0,0.9911,3.19,0.36,11.9,1.5063,7.5,0.397,11.7941,0.2,141.61,0.9823,8.1225,62.41,4.284,2.8246,25.201,4.403,6
7.2,0.35,0.25,5.6,0.032,23.0,120.0,0.9933,2.93,0.66,10.3,1.4306,15.5556,0.692,10.2314,0.1901,106.09,0.9867,31.36,51.84,6.798,5.5627,21.096,3.605,7
7.2,0.32,0.24,5.6,0.033,23.0,120.0,0.9933,2.92,0.66,10.3,1.4306,16.9697,0.693,10.2314,0.1901,106.09,0.9867,31.36,51.84,6.798,5.5627,21.024,3.296,7
7.6,0.1,0.33,1.0,0.031,33.0,93.0,0.9909,3.06,0.68,11.2,1.4737,9.0909,0.711,11.0985,0.3511,125.44,0.982,1.0,57.76,7.616,0.9909,23.256,1.12,6
6.2,0.25,0.31,3.2,0.03,32.0,150.0,0.9901,3.18,0.31,12.0,1.9355,12.3077,0.34,11.8817,0.2119,144.0,0.9804,10.24,38.44,3.72,3.1684,19.716,3.0,6
7.1,0.31,0.17,1.0,0.042,21.0,144.0,0.993,3.13,0.4,9.6,1.3521,3.125,0.442,9.5332,0.1448,92.16,0.9861,1.0,50.41,3.84,0.993,22.223,2.976,5
7.6,0.18,0.28,7.1,0.041,29.0,110.0,0.9965,3.2,0.42,9.2,1.2105,37.3684,0.461,9.168,0.2613,84.64,0.9931,50.41,57.76,3.864,7.0753,24.32,1.656,6
8.0,0.17,0.29,2.4,0.029,52.0,119.0,0.9894,3.03,0.33,12.9,1.6125,13.3333,0.359,12.7638,0.4333,166.41,0.979,5.76,64.0,4.257,2.3747,24.24,2.193,6
7.2,0.19,0.27,11.2,0.061,46.0,149.0,0.9977,2.99,0.59,9.3,1.2917,56.0,0.651,9.2788,0.3067,86.49,0.9954,125.44,51.84,5.487,11.1745,21.528,1.767,6
7.6,0.32,0.25,9.5,0.03,15.0,136.0,0.9937,3.1,0.44,12.1,1.5921,28.7879,0.47,12.0234,0.1095,146.41,0.9874,90.25,57.76,5.324,9.4399,23.56,3.872,6
